date,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比,自由现金流量
2026-03-31,13.7632,1184837000000,2.5411,4047379000000
2025-12-31,7.2359,2112907000000,0.5616,2094521000000
2025-09-30,5.2193,2034128000000,0.0849,1494024000000
2025-06-30,7.2259,1005804000000,2.4519,2049655000000
2025-03-31,-0.7021,-768830000000,-1.9812,-216893000000
2024-12-31,4.7866,1353042000000,-0.2587,1335879000000
2024-09-30,8.3737,1874980000000,0.3604,2300978000000
2024-06-30,2.8008,291380000000,-0.7847,742242000000
2024-03-31,6.3416,783563000000,-0.135,1678653000000
2023-12-31,6.7648,1825282000000,0.3807,1801023000000
2023-09-30,4.8708,1378296000000,-0.0078,1289938000000
2023-06-30,6.7031,1353499000000,0.4894,1747093000000
2023-03-31,7.1515,905857000000,1.4664,1843355000000
2022-12-31,5.1104,1322003000000,4.5172,1305768000000
2022-09-30,5.8613,1389197000000,8.1061,1458452000000
2022-06-30,3.9799,908785000000,4.6388,968545000000
2022-03-31,0.9097,367281000000,-0.0405,203529000000
2021-12-31,0.9904,239615000000,4.9322,219372000000
2021-09-30,1.6036,152556000000,1.5264,362264000000
2021-06-30,1.8439,161165000000,1.4975,406432000000
2021-03-31,0.2716,382770000000,0.4578,44185000000
2020-12-31,-0.2816,-60936000000,-1.17,-75430000000
2020-09-30,-0.1998,-289805000000,-3.8374,-53741000000
2020-06-30,0.1959,-323946000000,-29.8168,25395000000
2020-03-31,1.6325,262567000000,-0.005,337597000000
2019-12-31,1.6559,352571000000,2.3284,339639000000
2019-09-30,0.45,102137000000,-0.0912,86177000000
2019-06-30,1.5159,-10512000000,0.9525,307266000000
2019-03-31,2.371,263874000000,3.2374,480480000000
2018-12-31,0.5228,105927000000,-0.8328,94484000000
2018-09-30,0.7308,112387000000,-0.8115,135488000000
2018-06-30,0.3447,-221452000000,-1.6459,53083000000
2018-03-31,1.1271,-117938000000,-1.401,203232000000
2017-12-31,3.2797,633417000000,-0.1153,617406000000
2017-09-30,4.2237,596134000000,0.1701,779900000000
2017-06-30,2.7924,342873000000,-0.3588,501544000000
2017-03-31,4.4205,294126000000,0.539,796371000000
2016-12-31,3.8899,715973000000,-0.1272,693336000000
2016-09-30,4.5086,509490000000,-0.0033,799173000000
