date,营业收入,净资产收益率(ROE),总资产收益率(ROA),归属于母公司普通股股东的净利润,净利润率,自由现金流量,资产负债率,经营活动产生的现金流量净额,基本每股收益,经营活动产生的现金流量净额对净利润的比率
2026-03-31,206255000000,0.0917,0.0062,75185000000,0.3967,4047379000000,0.9353,1184837000000,0.2,13.7632
