date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,75185000000,0.0452,0.2,206255000000
2025-12-31,291041000000,0.0318,0.78,725306000000
2025-09-30,220859000000,0.0303,0.59,550876000000
2025-06-30,139510000000,0.0266,0.37,369937000000
2025-03-31,71931000000,0.022,0.19,186674000000
2024-12-31,282083000000,0.0472,0.75,710555000000
2024-09-30,214372000000,0.0338,0.56,540212000000
2024-06-30,135892000000,0.0199,0.37,366835000000
2024-03-31,70386000000,-0.0163,0.19,186021000000
2023-12-31,269356000000,0.0391,0.72,694828000000
2023-09-30,207356000000,0.0497,0.55,533358000000
2023-06-30,133234000000,0.0348,0.37,365758000000
2023-03-31,71554000000,0.0175,0.2,189360000000
2022-12-31,259140000000,0.0745,0.69,724868000000
2022-09-30,197505000000,0.0578,0.53,564620000000
2022-06-30,128945000000,0.0545,0.35,387196000000
2022-03-31,70750000000,0.0742,0.2,205949000000
2021-12-31,241183000000,0.117,0.65,719915000000
2021-09-30,186709000000,0.1293,0.5,544897000000
2021-06-30,122278000000,0.1235,0.34,365537000000
2021-03-31,65861000000,0.0261,0.18,194452000000
2020-12-31,215925000000,0.018,0.59,657961000000
2020-09-30,165335000000,-0.0849,0.45,498244000000
2020-06-30,108834000000,-0.1038,0.3,339172000000
2020-03-31,64187000000,0.0479,0.18,186706000000
2019-12-31,212098000000,0.0459,0.59,627268000000
2019-09-30,180671000000,0.0528,0.51,474981000000
2019-06-30,121445000000,0.0488,0.34,323179000000
2019-03-31,61251000000,0.0428,0.17,173031000000
2018-12-31,202783000000,0.0509,0.59,598588000000
2018-09-30,171611000000,0.0725,0.51,457448000000
2018-06-30,115789000000,0.0663,0.35,306302000000
2018-03-31,58736000000,0.0543,0.17,155865000000
2017-12-31,192962000000,0.049,0.58,537041000000
2017-09-30,160010000000,0.0379,0.49,408390000000
2017-06-30,108593000000,0.0328,0.33,276953000000
2017-03-31,55710000000,0.0187,0.16,148388000000
2016-12-31,183941000000,0.0186,0.55,506016000000
2016-09-30,154170000000,0.0063,0.47,386154000000
