date,metric,value
2026-03-31,速动比率,5.9149
2026-03-31,基本每股收益,0.42
2026-03-31,经营活动产生的现金流量净额,-467096320
2026-03-31,货币资金,239924822704
2026-03-31,营业收入,9028967210
2026-03-31,净利润率,0.2461
2026-03-31,有息负债率,0.0075
2026-03-31,负债合计,5846594038
2026-03-31,毛利率(GM),0.4081
2026-03-31,所有者权益合计,42531916383
2026-03-31,资本回报率(ROIC),0.1903
2026-03-31,流动负债合计,1275586424
2026-03-31,应收账款,301606360
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.0625
2026-03-31,自由现金流量,6457235439
2026-03-31,流动比率,6.3081
2026-03-31,归属于母公司普通股股东的净利润,2443715832
2026-03-31,净资产收益率(ROE),0.1913
2026-03-31,流动资产合计,0
2026-03-31,总资产收益率(ROA),0.1647
2026-03-31,资产合计,48378510421
2026-03-31,资产负债率,0.1209
2026-03-31,长期负债合计,0
