date,速动比率,基本每股收益,经营活动产生的现金流量净额,货币资金,营业收入,净利润率,有息负债率,负债合计,毛利率(GM),所有者权益合计,资本回报率(ROIC),流动负债合计,应收账款,经营活动产生的现金流量净额对净利润的比率,自由现金流量,流动比率,归属于母公司普通股股东的净利润,净资产收益率(ROE),流动资产合计,总资产收益率(ROA),资产合计,资产负债率,长期负债合计
2026-03-31,5.9149,0.42,-467096320,239924822704,9028967210,0.2461,0.0075,5846594038,0.4081,42531916383,0.1903,1275586424,301606360,1.0625,6457235439,6.3081,2443715832,0.1913,0,0.1647,48378510421,0.1209,0
