date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,2763413438,2.1931,0.34,8556013853
2025-12-31,6012096268,0.1771,0.74,28177211132
2025-09-30,3299888043,-0.0206,0.41,19309934745
2025-06-30,2124568287,-0.1491,0.26,12584631567
2025-03-31,865440837,-0.3707,0.11,5595174511
2024-12-31,5107447941,0.0559,0.63,25799279395
2024-09-30,3369179428,-0.1035,0.41,19296219584
2024-06-30,2496931506,-0.0988,0.31,13234502986
2024-03-31,1375236215,0.2262,0.17,6253796627
2023-12-31,4836966618,-0.0492,0.6,25881013078
2023-09-30,3758225049,-0.0281,0.46,19022530985
2023-06-30,2770709827,-0.0413,0.34,12990062085
2023-03-31,1121511971,-0.1407,0.14,5883160024
2022-12-31,5085887332,0.4092,0.61,29708405329
2022-09-30,3865458337,0.6613,0.48,21579217578
2022-06-30,2889361920,1.0599,0.36,13727267928
2022-03-31,1305149092,1.2585,0.16,6095762605
2021-12-31,3609069039,0.1952,0.48,24412230326
2021-09-30,1580338167,-0.6029,0.2,13058889667
2021-06-30,950091003,-0.6881,0.14,8081015376
2021-03-31,382225964,-0.6986,0.06,3596381411
2020-12-31,2777489423,0.4371,0.41,18072932622
2020-09-30,3980197965,2.774,0.59,14205224063
2020-06-30,3047282411,3.7892,0.45,9679136939
2020-03-31,1266453532,2.6237,0.19,4579583914
2019-12-31,1612975362,0.3822,0.27,14556413048
2019-09-30,722557015,0.6425,0.12,9807058239
2019-06-30,473959236,0.5003,0.08,6375863651
2019-03-31,281412153,0.8781,0.05,3135518917
2018-12-31,1166993927,0.3815,0.19,10931097410
2018-09-30,439917588,-0.4789,0.0804,7318988426
2018-06-30,105383951,-0.7962,0.0199,2684890880
2018-03-31,47183462,-0.8439,0.01,1390791295
2017-12-31,614432923,-0.6448,0.12,6095349579
2017-09-30,701946985,-0.6033,0.1325,4596640258
2017-06-30,517148287,-0.6711,0.0976,3267676321
2017-03-31,302308152,-0.2799,0.06,1760484406
2016-12-31,1729968664,0.4995,0.33,6025067279
2016-09-30,1769269179,0.0877,0.3339,4468429795
