date,营业收入,累积同比,基本每股收益,归属于母公司普通股股东的净利润
2026-03-31,230370000000,0.0827,0.24,86941000000
2025-12-31,838270000000,0.02,1,368562000000
2025-09-30,640028000000,0.0217,0.73,269908000000
2025-06-30,427092000000,0.0157,0.46,168103000000
2025-03-31,212774000000,-0.0322,0.23,84156000000
2024-12-31,821803000000,-0.0252,0.98,365863000000
2024-09-30,626422000000,-0.0382,0.72,269025000000
2024-06-30,420499000000,-0.0603,0.47,170467000000
2024-03-31,219843000000,-0.0341,0.24,87653000000
2023-12-31,843070000000,-0.0373,0.98,363993000000
2023-09-30,651268000000,-0.0355,0.72,268673000000
2023-06-30,447494000000,-0.0235,0.48,173744000000
2023-03-31,227596000000,-0.0109,0.25,90164000000
2022-12-31,917989000000,-0.0263,0.97,360483000000
2022-09-30,711392000000,-0.001,0.71,265822000000
2022-06-30,487270000000,0.0416,0.47,171506000000
2022-03-31,249467000000,0.0652,0.25,90633000000
2021-12-31,942762000000,0.0681,0.95,348338000000
2021-09-30,712093000000,0.0697,0.69,251821000000
2021-06-30,467793000000,0.0431,0.46,163473000000
2021-03-31,234191000000,0.0318,0.24,85730000000
2020-12-31,882665000000,0.0318,0.86,315906000000
2020-09-30,665693000000,0.029,0.64,228675000000
2020-06-30,448456000000,0.0125,0.42,148790000000
2020-03-31,226979000000,-0.0362,0.24,84494000000
2019-12-31,855164000000,0.1052,0.86,312224000000
2019-09-30,646942000000,0.1211,0.71,251712000000
2019-06-30,442915000000,0.1432,0.47,167931000000
2019-03-31,235501000000,0.1942,0.23,82005000000
2018-12-31,773789000000,0.0651,0.82,297676000000
2018-09-30,577055000000,0.0771,0.67,239627000000
2018-06-30,387451000000,0.0699,0.45,160442000000
2018-03-31,197198000000,0.0405,0.22,78802000000
2017-12-31,726502000000,0.0749,0.79,286049000000
2017-09-30,535773000000,0.0348,0.64,227999000000
2017-06-30,362151000000,0.0125,0.43,152995000000
2017-03-31,189525000000,-0.0225,0.21,75786000000
2016-12-31,675891000000,-0.0312,0.77,278249000000
2016-09-30,517774000000,-0.0131,0.63,222792000000
2016-06-30,357670000000,0.004,0.42,150217000000
