date,经营活动产生的现金流量净额对净利润的比率,自由现金流量,经营活动产生的现金流量净额,累积同比
2026-03-31,3.7284,4908069023,8853648704,-0.3688
2025-12-31,3.9097,8253473448,53668239032,-0.0354
2025-09-30,4.2625,6980512142,42783284543,0.1547
2025-06-30,4.4802,3947648741,25976808704,0.1887
2025-03-31,3.8057,4850715774,14025791016,0.9279
2024-12-31,3.3431,-2244794045,55639607993,0.3066
2024-09-30,3.2795,-3380789884,37052837551,0.3075
2024-06-30,3.0366,-5157489481,21853500845,0.5535
2024-03-31,3.218,-11435487111,7275245165,-0.0525
2023-12-31,3.5569,-7024829014,42583798711,0.1284
2023-09-30,3.9588,-19765541691,28339423900,-0.2734
2023-06-30,4.2926,-12241094958,14958788742,-0.2988
2023-03-31,6.1069,510249543,7788761905,-0.0256
2022-12-31,5.745,2310281545,39447748233,0.6353
2022-09-30,11.7728,13618611366,39093415752,0.9476
2022-06-30,-13.4205,7999558044,21332924513,0.8435
2022-03-31,-6.5845,1554247882,7993596873,0.0349
2021-12-31,-7.0746,3175006879,24179970839,-0.4276
2021-09-30,7.421,14031788141,20072879521,-0.2395
2021-06-30,3.936,17371262427,10507784087,-0.2194
2021-03-31,3.1957,19067744575,6664703712,-0.2829
2020-12-31,4.7387,22534199157,36521792760,0.083
2020-09-30,5.7361,20563896727,24229719405,-0.0897
2020-06-30,7.9305,22749509609,13460617413,-0.0614
2020-03-31,12.0959,22368998266,9293945003,-0.0823
2019-12-31,6.8552,22158405208,33721790021,0.0844
2019-09-30,8.1382,24384135709,26618390411,0.3047
2019-06-30,9.1303,20022979833,14341773870,0.5136
2019-03-31,11.3977,18913418917,10127885213,1.3883
2018-12-31,12.8051,10882065198,23161801188,0.1711
2018-09-30,5.8896,4766126742,13964271031,-0.1076
2018-06-30,5.7866,4385228550,5686089199,-0.2865
2018-03-31,5.5312,2612144808,2018366027,-0.5835
2017-12-31,7.155,5129078250,19777912314,-0.1553
2017-09-30,6.2039,2487350049,15647422764,-0.1696
2017-06-30,4.9025,1066128969,7969686239,-0.3175
2017-03-31,3.9019,2889620516,4845626109,-0.2258
2016-12-31,3.3361,4194956982,23414262235,-0.073
2016-09-30,3.5826,6341283938,18455786755,0.0216
