date,营业收入,累积同比,归属于母公司普通股股东的净利润,基本每股收益
2026-03-31,39168727958,-0.0162,1397987088,0.078
2025-12-31,170243994134,-0.0499,7161419063,0.402
2025-09-30,125205417080,-0.0647,6776779903,0.38
2025-06-30,77654698562,-0.0952,3686597724,0.207
2025-03-31,39812753758,-0.1261,1810595874,0.102
2024-12-31,179182007413,-0.01,9831015730,0.551
2024-09-30,133862463550,-0.0279,9190803579,0.515
2024-06-30,85828214649,-0.0322,6716157500,0.377
2024-03-31,45555110122,-0.0013,1784650486,0.1
2023-12-31,180998878169,-0.0702,5608589563,0.314
2023-09-30,137709970198,-0.0608,5624272742,0.315
2023-06-30,88352224659,-0.0308,2987518093,0.168
2023-03-31,45332957611,-0.031,964478099,0.054
2022-12-31,192680636477,0.144,2824661198,0.154
2022-09-30,146276156742,0.2225,5073099960,0.281
2022-06-30,91158239832,0.2003,2334149156,0.129
2022-03-31,46783953916,0.1983,1055539376,0.058
2021-12-31,168185484387,0.1655,-1845353429,-0.109
2021-09-30,119510502301,0.1442,1865173300,0.098
2021-06-30,59865200272,0.1386,2380718665,0.127
2021-03-31,30659203801,0.2145,1687669867,0.09
2020-12-31,116421161443,-0.0015,2633092717,0.129
2020-09-30,82769141252,-0.0342,2226568484,0.109
2020-06-30,52578253228,-0.0525,682654416,0.032
2020-03-31,25244632770,-0.1169,-730616493,-0.039
2019-12-31,116599292225,0.0804,1868693329,0.087
2019-09-30,85699268851,0.0756,3084283275,0.152
2019-06-30,55490392387,0.0765,2331403574,0.115
2019-03-31,28586505664,0.078,1418105321,0.07
2018-12-31,65489652036,0.0945,1369263930,0.061
2018-09-30,48058794291,0.0853,2632487914,0.128
2018-06-30,31179051354,0.0847,1874384364,0.091
2018-03-31,15953173648,0.0841,1203396048,0.059
2017-12-31,59833177754,0.0243,2223242270,0.105
2017-09-30,44281919757,0.0383,2431223516,0.118
2017-06-30,28743865426,0.0183,1772526483,0.086
2017-03-31,14715831481,0.0443,1023656926,0.05
2016-12-31,58416049767,0.0295,4727283684,0.232
2016-09-30,41248150057,-0.0027,4841099577,0.24
