date,净资产收益率(ROE),长期负债合计,资产负债率,净利润率,总资产收益率(ROA),负债合计,所有者权益合计,毛利率(GM),流动资产合计,经营活动产生的现金流量净额对净利润的比率,速动比率,自由现金流量,营业收入,货币资金,流动负债合计,有息负债率,经营活动产生的现金流量净额,应收账款,流动比率,资本回报率(ROIC),基本每股收益,归属于母公司普通股股东的净利润,资产合计
2026-03-31,0.0474,363881745000,0.7957,0.0204,0.0101,1704712684000,437716676000,0.0986,392199476000,-1.0091,0.481,-69147768000,231582129000,95735767575,126844163000,0.3296,-62576016000,256841513000,1.0466,0.0297,0.28,4392391000,2142429360000
