date,metric,value
2026-03-31,净资产收益率(ROE),0.0474
2026-03-31,长期负债合计,363881745000
2026-03-31,资产负债率,0.7957
2026-03-31,净利润率,0.0204
2026-03-31,总资产收益率(ROA),0.0101
2026-03-31,负债合计,1704712684000
2026-03-31,所有者权益合计,437716676000
2026-03-31,毛利率(GM),0.0986
2026-03-31,流动资产合计,392199476000
2026-03-31,经营活动产生的现金流量净额对净利润的比率,-1.0091
2026-03-31,速动比率,0.481
2026-03-31,自由现金流量,-69147768000
2026-03-31,营业收入,231582129000
2026-03-31,货币资金,95735767575
2026-03-31,流动负债合计,126844163000
2026-03-31,有息负债率,0.3296
2026-03-31,经营活动产生的现金流量净额,-62576016000
2026-03-31,应收账款,256841513000
2026-03-31,流动比率,1.0466
2026-03-31,资本回报率(ROIC),0.0297
2026-03-31,基本每股收益,0.28
2026-03-31,归属于母公司普通股股东的净利润,4392391000
2026-03-31,资产合计,2142429360000
