date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比
2026-03-31,2349159000000,6.3205,1416276000000,0.5027
2025-12-31,1873426000000,5.099,1890530000000,2.2641
2025-09-30,1037401000000,2.8537,1549207000000,0.4381
2025-06-30,1323385000000,3.6727,786317000000,28.1412
2025-03-31,140576000000,0.4247,942479000000,-0.3107
2024-12-31,562802000000,1.5784,579194000000,-0.5913
2024-09-30,564470000000,1.6002,1077248000000,-0.4357
2024-06-30,134130000000,0.4056,26983000000,-0.9792
2024-03-31,1664492000000,4.6319,1367252000000,0.2366
2023-12-31,1410035000000,3.881,1417002000000,0.0088
2023-09-30,1492074000000,4.0368,1909119000000,0.0361
2023-06-30,1301240000000,3.5561,1297269000000,-0.0802
2023-03-31,1305030000000,3.6128,1105614000000,-0.0842
2022-12-31,1400962000000,3.8906,1404657000000,2.8923
2022-09-30,1213123000000,3.404,1842551000000,0.9065
2022-06-30,1378598000000,3.8901,1410405000000,2.7357
2022-03-31,944200000000,2.691,1207219000000,0.9704
2021-12-31,352028000000,1.0305,360882000000,-0.7683
2021-09-30,483763000000,1.4776,966450000000,-0.5217
2021-06-30,42545000000,0.1848,377546000000,-0.7985
2021-03-31,200457000000,0.6939,612669000000,-0.6789
2020-12-31,1535160000000,4.903,1557616000000,2.2367
2020-09-30,1336696000000,4.6064,2020442000000,0.6722
2020-06-30,1549033000000,5.3094,1873733000000,1.0652
2020-03-31,1582509000000,5.0642,1948937000000,0.8654
2019-12-31,678070000000,2.2164,694521000000,-0.0409
2019-09-30,1176043000000,3.9077,1375207000000,0.5576
2019-06-30,1495003000000,5.0281,1004798000000,4.3867
2019-03-31,1656045000000,5.6451,1044774000000,15.8078
2018-12-31,673964000000,2.4241,724133000000,-0.0606
2018-09-30,902949000000,3.1391,882902000000,0.2317
2018-06-30,596250000000,2.0748,186532000000,-0.4617
2018-03-31,716475000000,2.4913,62160000000,-0.4313
2017-12-31,763984000000,2.6817,770864000000,2.2224
2017-09-30,639587000000,2.3609,716796000000,1.5257
2017-06-30,257771000000,1.0212,346542000000,0.1643
2017-03-31,115516000000,0.5314,109306000000,-0.4524
2016-12-31,202306000000,0.8571,239221000000,-0.7886
2016-09-30,646007000000,2.377,283803000000,-0.6229
