date,metric,value
2026-03-31,净利润率,0.4371
2026-03-31,归属于母公司普通股股东的净利润,86941000000
2026-03-31,总资产收益率(ROA),0.007
2026-03-31,净资产收益率(ROE),0.0889
2026-03-31,营业收入,230370000000
2026-03-31,基本每股收益,0.24
2026-03-31,经营活动产生的现金流量净额对净利润的比率,6.3205
2026-03-31,经营活动产生的现金流量净额,1416276000000
2026-03-31,资产负债率,0.9219
2026-03-31,自由现金流量,2349159000000
