date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2025-09-04,2687303178451.06,3.2440,,,,,0.7279,,,,,7.4076,,,,,0.7279,,,,,0.0406,7.3929,,,,
2025-09-03,2651662552742.16,3.2010,,,,,0.7183,,,,,7.3093,,,,,0.7183,,,,,0.0411,7.2948,,,,
2025-09-02,2697995366163.73,3.2569,,,,,0.7308,,,,,7.4370,,,,,0.7308,,,,,0.0404,7.4223,,,,
2025-09-01,2630278177316.82,3.1751,,,,,0.7125,,,,,7.2504,,,,,0.7125,,,,,0.0415,7.2360,,,,
2025-08-29,2648098490171.27,3.2503,,,,,0.7249,,,,,7.3342,,,,,0.7249,,,,,0.0415,7.3078,,,,
2025-08-28,2630278177316.82,3.2284,,,,,0.7200,,,,,7.2849,,,,,0.7200,,,,,0.0417,7.2586,,,,
2025-08-27,2640970365029.49,3.2415,,,,,0.7229,,,,,7.3145,,,,,0.7229,,,,,0.0416,7.2881,,,,
2025-08-26,2690867241021.9497,3.3028,,,,,0.7366,,,,,7.4527,,,,,0.7366,,,,,0.0408,7.4258,,,,
2025-08-25,2705123491305.51,3.3203,,,,,0.7405,,,,,7.4922,,,,,0.7405,,,,,0.0406,7.4652,,,,
2025-08-22,2719379741589.07,3.3378,,,,,0.7444,,,,,7.5316,,,,,0.7444,,,,,0.0404,7.5045,,,,
2025-08-21,2708687553876.4,3.3246,,,,,0.7415,,,,,7.5020,,,,,0.7415,,,,,0.0405,7.4750,,,,
2025-08-20,2697995366163.73,3.3115,,,,,0.7385,,,,,7.4724,,,,,0.7385,,,,,0.0407,7.4455,,,,
2025-08-19,2697995366163.73,3.3115,,,,,0.7385,,,,,7.4724,,,,,0.7385,,,,,0.0407,7.4455,,,,
2025-08-18,2683739115880.17,3.2940,,,,,0.7346,,,,,7.4329,,,,,0.7346,,,,,0.0409,7.4062,,,,
2025-08-15,2690867241021.9497,3.3028,,,,,0.7366,,,,,7.4527,,,,,0.7366,,,,,0.0408,7.4258,,,,
2025-08-14,2740764117014.41,3.3640,,,,,0.7502,,,,,7.5909,,,,,0.7502,,,,,0.0401,7.5635,,,,
2025-08-13,2744328179585.3003,3.3684,,,,,0.7512,,,,,7.6007,,,,,0.7512,,,,,0.0400,7.5734,,,,
2025-08-12,2772840680152.42,3.4034,,,,,0.7590,,,,,7.6797,,,,,0.7590,,,,,0.0396,7.6520,,,,
2025-08-11,2744328179585.3003,3.3684,,,,,0.7512,,,,,7.6007,,,,,0.7512,,,,,0.0400,7.5734,,,,
2025-08-08,2776404742723.31,3.4077,,,,,0.7600,,,,,7.6896,,,,,0.7600,,,,,0.0395,7.6619,,,,
2025-08-07,2794225055577.76,3.4296,,,,,0.7649,,,,,7.7389,,,,,0.7649,,,,,0.0393,7.7111,,,,
2025-08-06,2765712555010.64,3.3946,,,,,0.7571,,,,,7.6600,,,,,0.7571,,,,,0.0397,7.6324,,,,
2025-08-05,2765712555010.64,3.3946,,,,,0.7571,,,,,7.6600,,,,,0.7571,,,,,0.0397,7.6324,,,,
2025-08-04,2737200054443.52,3.3596,,,,,0.7493,,,,,7.5810,,,,,0.7493,,,,,0.0401,7.5537,,,,
2025-08-01,2715815679018.18,3.3334,,,,,0.7434,,,,,7.5218,,,,,0.7434,,,,,0.0404,7.4947,,,,
2025-07-31,2694431303592.84,3.3071,,,,,0.7376,,,,,7.4625,,,,,0.7376,,,,,0.0407,7.4357,,,,
2025-07-30,2669482865596.61,3.2765,,,,,0.7307,,,,,7.3934,,,,,0.7307,,,,,0.0411,7.3668,,,,
2025-07-29,2648098490171.27,3.2503,,,,,0.7249,,,,,7.3342,,,,,0.7249,,,,,0.0415,7.3078,,,,
2025-07-28,2669482865596.61,3.2765,,,,,0.7307,,,,,7.3934,,,,,0.7307,,,,,0.0411,7.3668,,,,
2025-07-25,2669482865596.61,3.2765,,,,,0.7307,,,,,7.3934,,,,,0.7307,,,,,0.0411,7.3668,,,,
2025-07-24,2690867241021.9497,3.3028,,,,,0.7366,,,,,7.4527,,,,,0.7366,,,,,0.0408,7.4258,,,,
2025-07-23,2726507866730.85,3.3465,,,,,0.7463,,,,,7.5514,,,,,0.7463,,,,,0.0403,7.5242,,,,
2025-07-22,2708687553876.4,3.3246,,,,,0.7415,,,,,7.5020,,,,,0.7415,,,,,0.0405,7.4750,,,,
2025-07-21,2744328179585.3003,3.3684,,,,,0.7512,,,,,7.6007,,,,,0.7512,,,,,0.0400,7.5734,,,,
2025-07-18,2769276617581.53,3.3990,,,,,0.7580,,,,,7.6698,,,,,0.7580,,,,,0.0396,7.6422,,,,
2025-07-17,2762148492439.75,3.3902,,,,,0.7561,,,,,7.6501,,,,,0.7561,,,,,0.0397,7.6225,,,,
2025-07-16,2779968805294.1997,3.4121,,,,,0.7610,,,,,7.6994,,,,,0.7610,,,,,0.0395,7.6717,,,,
2025-07-15,2779968805294.1997,3.4121,,,,,0.7610,,,,,7.6994,,,,,0.7610,,,,,0.0395,7.6717,,,,
2025-07-14,2794225055577.76,3.4296,,,,,0.7649,,,,,7.7389,,,,,0.7649,,,,,0.0393,7.7111,,,,
2025-07-11,2854814119282.89,3.5040,,,,,0.7691,,,,,7.9067,,,,,0.7691,,,,,0.0385,7.8783,,,,
2025-07-10,2879762557279.12,3.5346,,,,,0.7758,,,,,7.9758,,,,,0.7758,,,,,0.0381,7.9471,,,,
2025-07-09,2797789118148.65,3.4340,,,,,0.7537,,,,,7.7488,,,,,0.7537,,,,,0.0392,7.7209,,,,
2025-07-08,2765712555010.64,3.3946,,,,,0.7451,,,,,7.6600,,,,,0.7451,,,,,0.0397,7.6324,,,,
2025-07-07,2755020367297.97,3.3815,,,,,0.7422,,,,,7.6303,,,,,0.7422,,,,,0.0398,7.6029,,,,
