date,净利润率,归属于母公司普通股股东的净利润,总资产收益率(ROA),净资产收益率(ROE),营业收入,基本每股收益,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,资产负债率,自由现金流量
2026-03-31,0.4371,86941000000,0.007,0.0889,230370000000,0.24,6.3205,1416276000000,0.9219,2349159000000
