date,资产合计,基本每股收益,流动比率,应收账款,归属于母公司普通股股东的净利润,经营活动产生的现金流量净额,流动负债合计,所有者权益合计,毛利率(GM),有息负债率,资本回报率(ROIC),货币资金,自由现金流量,经营活动产生的现金流量净额对净利润的比率,营业收入,净资产收益率(ROE),速动比率,总资产收益率(ROA),流动资产合计,负债合计,长期负债合计,净利润率,资产负债率
2026-03-31,613881571000,1.6924,1.2149,52536877000,12674556000,14529165000,41199188000,245441131000,0.2642,0.0973,0.1443,580510136801.1,42703966000,1.1999,131098601000,0.1833,1.0183,0.0715,5002738000,368440440000,13576764000,0.0967,0.6002
