date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比
2026-03-31,42703966000,1.1999,14529165000,0.0145
2025-12-31,42679565000,1.1982,53345930000,-0.1184
2025-09-30,48757023000,1.2668,57066085000,-0.0531
2025-06-30,57984110000,1.4528,37281015000,0.1133
2025-03-31,53564404000,1.4341,14320968000,0.0281
2024-12-31,53632340000,1.5613,60511572000,0.0451
2024-09-30,67042013000,1.9511,60263681000,0.3456
2024-06-30,55012889000,1.6944,33488170000,0.1243
2024-03-31,56770157000,1.8062,13928908000,0.5022
2023-12-31,51979919000,1.7159,57902611000,0.6707
2023-09-30,43029859000,1.496,44787056000,0.5196
2023-06-30,36057613000,1.3362,29784674000,0.3922
2023-03-31,28851187000,1.17,9272312000,0.1621
2022-12-31,27544939000,1.1626,34657828000,-0.0124
2022-09-30,31623048000,1.2216,29472352000,0.0565
2022-06-30,30384957000,1.2135,21394710000,0.0604
2022-03-31,28629858000,1.1632,7978986000,-0.0672
2021-12-31,28602533000,1.2094,35091704000,0.1873
2021-09-30,25576285000,1.1184,27896744000,0.1152
2021-06-30,25624873000,1.0932,20176410000,0.0962
2021-03-31,24806521000,1.0402,8553861000,0.1154
2020-12-31,25174079000,1.0745,29557117000,-0.2341
2020-09-30,30111587000,1.3466,25014635000,-0.1603
2020-06-30,31662568000,1.5121,18405491000,-0.1552
2020-03-31,31293069000,1.4616,7668597000,-0.3525
2019-12-31,35263967000,1.5267,38590404000,0.3851
2019-09-30,33421565000,1.5273,29790279000,0.5207
2019-06-30,37090345000,1.7565,21787890000,1.8617
2019-03-31,29651663000,1.5646,11842782000,1.6739
2018-12-31,22413299000,1.2869,27861080000,0.1399
2018-09-30,19803274000,1.1095,19589580000,-0.0238
2018-06-30,14710988000,0.8713,7613688000,-0.4521
2018-03-31,19678238000,1.1171,4429092000,-0.368
2017-12-31,22665322000,1.3133,24442623000,-0.0844
2017-09-30,25821589000,1.5224,20067642000,0.0541
2017-06-30,30728883000,1.8896,13895932000,0.7094
2017-03-31,24961126000,1.6549,7008571000,0.0627
2016-12-31,24562738000,1.683,26695009000,-0.0026
2016-09-30,25498752720,1.79,19037495000,0.0594
