date,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,市值(元),PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2024-06-07,13.1066,0.3739,18.0123,14.05,12.0937,0.0457,1.185,0.4446,1.5202,1.2391,0.9935,2.9954,0.3107,4.5235,3.5473,2.7107,,13.1593,0.2147,19.5332,15.0989,13.0624,3.7385,0.3638,6.7727,4.4212,3.236
2024-06-06,13.2273,0.3981,18.0123,14.0508,12.0937,0.0453,1.1959,0.4532,1.5202,1.2393,0.9935,3.023,0.3239,4.5235,3.5474,2.7107,,13.2805,0.2388,19.5332,15.1006,13.0624,3.7729,0.3753,6.7727,4.4223,3.236
2024-06-05,12.8572,0.3256,18.0123,14.0508,12.0937,0.0466,1.1624,0.4238,1.5202,1.2393,0.9934,2.9384,0.2818,4.5235,3.5474,2.7107,,12.9089,0.1824,19.5332,15.1006,13.0567,3.6673,0.3505,6.7727,4.4223,3.2352
2024-06-04,13.01,0.3543,18.0123,14.0508,12.0855,0.0461,1.1763,0.4368,1.5202,1.2393,0.9932,2.9733,0.2982,4.5235,3.5474,2.7102,,13.0624,0.2005,19.5332,15.1006,13.0567,3.7109,0.358,6.7727,4.4223,3.2352
2024-06-03,13.0784,0.3682,18.0123,14.0508,12.0832,0.0458,1.1824,0.4436,1.5202,1.2393,0.993,2.9889,0.3054,4.5235,3.5474,2.7097,,13.131,0.2102,19.5332,15.1006,13.0533,3.7304,0.3618,6.7727,4.4223,3.2351
2024-05-31,13.0261,0.3585,18.0123,14.0508,12.0813,0.046,1.1777,0.4402,1.5202,1.2393,0.9923,2.977,0.3008,4.5235,3.5474,2.7076,,13.0785,0.2043,19.5332,15.1006,13.0452,3.7155,0.3593,6.7727,4.4223,3.2341
2024-05-30,13.1106,0.3751,18.0123,14.0512,12.0813,0.0457,1.1854,0.4454,1.5202,1.2393,0.9923,2.9963,0.311,4.5235,3.5475,2.7076,,13.1633,0.2153,19.5332,15.1031,13.0452,3.7396,0.3645,6.7727,4.4285,3.2341
2024-05-29,13.2454,0.4016,18.0123,14.0512,12.0809,0.0452,1.1975,0.4551,1.5202,1.2393,0.9908,3.0271,0.3253,4.5235,3.5475,2.7057,,13.2986,0.2436,19.5332,15.1031,13.0452,3.778,0.3793,6.7727,4.4285,3.2339
2024-05-28,13.4827,0.4433,18.0123,14.0512,12.0795,0.0444,1.219,0.4753,1.5202,1.2393,0.9906,3.0813,0.3569,4.5235,3.5475,2.7047,,13.537,0.2815,19.5332,15.1031,13.0431,3.8457,0.4075,6.7727,4.4285,3.2334
2024-05-27,13.5954,0.4568,18.0123,14.0512,12.0785,0.0441,1.2292,0.4888,1.5202,1.2393,0.9906,3.1071,0.367,4.5235,3.5475,2.7037,,13.65,0.3034,19.5332,15.1031,13.0431,3.8779,0.4201,6.7727,4.4285,3.2323
2024-05-24,13.4003,0.4297,18.0123,14.0508,12.0742,0.0447,1.2115,0.4688,1.5202,1.2393,0.9883,3.0625,0.3496,4.5235,3.5474,2.7014,,13.4542,0.2709,19.5332,15.1006,13.0384,3.8222,0.3981,6.7727,4.4223,3.2279
2024-05-23,13.2233,0.3987,18.0123,14.0512,12.0742,0.0453,1.1955,0.4543,1.5202,1.2393,0.9883,3.022,0.3253,4.5235,3.5475,2.7014,,13.2764,0.2394,19.5332,15.1031,13.0384,3.7717,0.3759,6.7727,4.4285,3.2279
2024-05-22,13.1569,0.3856,18.0123,14.0512,12.0721,0.0455,1.1895,0.4505,1.5202,1.2393,0.9872,3.0069,0.3161,4.5235,3.5475,2.7009,,13.2098,0.225,19.5332,15.1031,13.0384,3.7528,0.3717,6.7727,4.4285,3.2279
2024-05-21,13.3862,0.4265,18.0123,14.0512,12.0678,0.0448,1.2103,0.4669,1.5202,1.2393,0.9872,3.0593,0.346,4.5235,3.5475,2.7007,,13.44,0.2668,19.5332,15.1031,13.0376,3.8182,0.3965,6.7727,4.4285,3.2267
2024-05-20,13.3902,0.4286,18.0123,14.0512,12.065,0.0448,1.2106,0.4673,1.5202,1.2393,0.9871,3.0602,0.3477,4.5235,3.5475,2.7004,,13.4441,0.2693,19.5332,15.1031,13.0317,3.8194,0.3974,6.7727,4.4285,3.2257
2024-05-17,13.6839,0.4701,18.0123,14.0508,12.0606,0.0438,1.2372,0.4966,1.5202,1.2393,0.9866,3.1273,0.3749,4.5235,3.5474,2.6972,,13.7389,0.3231,19.5332,15.1006,13.0219,3.9031,0.4267,6.7727,4.4223,3.2248
2024-05-16,13.9474,0.4922,18.0123,14.0512,12.0606,0.043,1.261,0.5301,1.5202,1.2393,0.9866,3.1875,0.3898,4.5235,3.5475,2.6972,,14.0035,0.3704,19.5332,15.1031,13.0219,3.9783,0.4496,6.7727,4.4285,3.2248
2024-05-15,14.0319,0.4981,18.0123,14.0512,12.0524,0.0427,1.2686,0.5377,1.5202,1.2391,0.9857,3.2068,0.3978,4.5235,3.5475,2.6961,,14.0883,0.3831,19.5332,15.1031,13.0215,4.0024,0.4564,6.7727,4.4285,3.2235
2024-05-14,14.2491,0.5145,18.0123,14.0512,12.0452,0.0421,1.2883,0.5567,1.5202,1.2388,0.9857,2.8646,0.2617,4.5235,3.5475,2.6956,,14.3064,0.4117,19.5332,15.1031,13.0214,3.4715,0.2967,6.7727,4.4285,3.2212
2024-05-13,14.6252,0.5415,18.0123,14.05,12.0413,0.041,1.3223,0.5997,1.5202,1.2386,0.9852,2.9402,0.2882,4.5235,3.5475,2.6955,,14.6841,0.4534,19.5332,15.1031,13.0106,3.5632,0.3257,6.7727,4.4285,3.2198
2024-05-10,14.4583,0.5314,18.0123,14.0484,12.0399,0.0414,1.3072,0.5858,1.5202,1.2385,0.9851,2.9066,0.2794,4.5235,3.5475,2.6953,,14.5164,0.4374,19.5332,15.1031,13.0097,3.5225,0.3135,6.7727,4.4285,3.2185
2024-05-09,14.4523,0.5304,18.0216,14.0476,12.036,0.0415,1.3067,0.5847,1.5206,1.2384,0.9848,2.9054,0.2791,4.5345,3.5475,2.6947,,14.5104,0.4363,19.5332,15.1056,13.0095,3.521,0.312,6.7747,4.4347,3.2167
2024-05-08,14.218,0.5148,18.0216,14.033,12.0283,0.0421,1.2855,0.5552,1.5206,1.2383,0.9842,2.8583,0.258,4.5345,3.5475,2.6946,,14.2752,0.4098,19.5332,15.1056,13.0037,3.4639,0.2943,6.7747,4.4347,3.2144
2024-05-07,14.2883,0.5198,18.0216,14.0292,12.028,0.0419,1.2918,0.5637,1.5206,1.2383,0.9839,2.8724,0.2673,4.5345,3.5475,2.6918,,14.3458,0.4199,19.5332,15.1056,12.9977,3.4811,0.301,6.7747,4.4347,3.2142
2024-05-06,14.2703,0.5198,18.0216,14.0261,12.0228,0.042,1.2902,0.5611,1.5206,1.2379,0.9838,2.8688,0.2652,4.5345,3.5475,2.6912,,14.3276,0.4186,19.5332,15.1056,12.9973,3.4767,0.2993,6.7747,4.4347,3.2138
2024-04-30,14.0231,0.4994,18.0123,14.0251,12.0221,0.0427,1.2679,0.5398,1.5202,1.2364,0.9833,2.8191,0.2486,4.5235,3.5475,2.6908,,14.0795,0.3852,19.5332,15.1031,12.997,3.4165,0.2786,6.7727,4.4285,3.2123
2024-04-29,14.095,0.5057,18.0123,14.0251,12.0191,0.0437,1.2718,0.5436,1.5202,1.2359,0.9831,2.918,0.2832,4.5235,3.5475,2.6901,,14.4135,0.4269,19.5332,15.1031,12.9968,3.6001,0.3359,6.7727,4.4285,3.2123
2024-04-26,14.1301,0.5084,18.0123,14.0241,12.0058,0.0436,1.275,0.5489,1.5202,1.2356,0.9829,2.9253,0.2852,4.5235,3.5474,2.6884,,14.4494,0.4305,19.5332,15.1056,12.9968,3.609,0.3404,6.7727,4.4223,3.2082
2024-04-25,14.1033,0.5061,18.0123,14.022,12.0058,0.0437,1.2725,0.5445,1.5202,1.2355,0.9829,2.9197,0.284,4.5235,3.5475,2.6884,,14.4219,0.4286,19.5332,15.1159,12.9968,3.6022,0.3371,6.7727,4.4285,3.2082
2024-04-24,14.033,0.5019,18.0123,14.022,12.0058,0.0439,1.2662,0.5398,1.5202,1.2352,0.982,2.9052,0.2807,4.5235,3.5475,2.6884,,14.3501,0.421,19.5348,15.1273,12.9968,3.5842,0.3316,6.7727,4.4285,3.2061
2024-04-23,14.1343,0.5078,18.0123,14.022,12.0058,0.0436,1.2753,0.5495,1.5202,1.2349,0.9805,2.9261,0.2853,4.5235,3.5475,2.6884,,14.4536,0.4303,19.5395,15.1289,12.9968,3.6101,0.3409,6.7727,4.4285,3.2048
2024-04-22,14.4629,0.5301,18.0123,14.022,12.0058,0.0426,1.305,0.5824,1.5202,1.2348,0.9803,2.9942,0.3144,4.5235,3.5475,2.6882,,14.7896,0.461,19.5631,15.1297,12.9968,3.694,0.359,6.7727,4.4285,3.203
2024-04-19,14.467,0.5312,18.0123,14.0241,12.0058,0.0426,1.3054,0.5838,1.5202,1.2324,0.9798,2.995,0.3155,4.5235,3.5474,2.6871,,14.7939,0.4612,19.5637,15.1336,12.9968,3.6951,0.3597,6.7727,4.4223,3.1986
2024-04-18,14.467,0.5314,18.0123,14.022,12.0058,0.0426,1.3054,0.5841,1.5202,1.2324,0.9798,2.995,0.3156,4.5235,3.5475,2.6871,,14.7939,0.4614,19.5637,15.1349,12.9968,3.6951,0.3599,6.7727,4.4285,3.1986
2024-04-17,14.1735,0.5107,18.0123,14.022,12.0058,0.0435,1.2789,0.5529,1.5202,1.2319,0.9797,2.9343,0.2887,4.5235,3.5475,2.687,,14.4938,0.4324,19.5665,15.1377,12.9968,3.6201,0.3456,6.7727,4.4285,3.1967
2024-04-16,14.1177,0.5057,18.0123,14.022,12.0058,0.0437,1.2738,0.5491,1.5202,1.2312,0.9797,2.9227,0.287,4.5235,3.5475,2.6866,,14.4367,0.429,19.5688,15.143,12.9968,3.6059,0.3405,6.7727,4.4285,3.1967
2024-04-15,13.8139,0.4905,18.0123,14.022,12.0058,0.0446,1.2464,0.5179,1.5202,1.2308,0.9797,2.8598,0.2651,4.5235,3.5475,2.6866,,14.126,0.3902,19.5753,15.1503,12.9968,3.5283,0.3198,6.7727,4.4285,3.1948
2024-04-12,13.4109,0.4372,18.0123,14.0261,12.0058,0.046,1.2101,0.4768,1.5202,1.2301,0.9786,2.7764,0.238,4.5235,3.5474,2.6823,,13.7139,0.3248,19.5954,15.1558,12.9968,3.4253,0.286,6.7727,4.4223,3.1905
2024-04-11,13.4481,0.4421,18.0123,14.0261,12.0058,0.0458,1.2134,0.4796,1.5202,1.2304,0.9786,2.7841,0.241,4.5235,3.5475,2.6823,,13.752,0.3295,19.5954,15.1568,12.9968,3.4348,0.2882,6.7727,4.4285,3.1905
2024-04-10,13.4688,0.4458,18.0123,14.0276,12.0058,0.0458,1.2153,0.4817,1.5202,1.2304,0.9785,2.7884,0.2419,4.5235,3.5475,2.6816,,13.7731,0.3325,19.6225,15.1591,12.9968,3.4401,0.2908,6.7727,4.4285,3.1905
2024-04-09,13.4419,0.4412,18.0123,14.0384,12.0058,0.0458,1.2129,0.4796,1.5202,1.2304,0.9784,2.7828,0.241,4.5235,3.5475,2.6814,,13.7456,0.3279,19.6232,15.1609,12.9968,3.4333,0.2887,6.7727,4.4285,3.189
2024-04-08,13.4998,0.4501,18.0123,14.0484,12.0058,0.0456,1.2181,0.4846,1.5202,1.2304,0.978,2.7948,0.2474,4.5235,3.5475,2.6812,,13.8048,0.3375,19.6253,15.1617,12.9968,3.448,0.2941,6.7727,4.4285,3.1879
2024-04-03,13.7912,0.4857,18.0123,14.0508,12.0058,0.0447,1.2444,0.5152,1.5202,1.2301,0.9776,2.8551,0.2637,4.5235,3.5474,2.6786,,14.1028,0.3858,19.6383,15.1631,12.9968,3.5225,0.3184,6.7727,4.4223,3.1867
2024-04-02,13.692,0.4751,18.0123,14.0515,12.0058,0.045,1.2354,0.5042,1.5202,1.2299,0.977,2.8346,0.2591,4.5235,3.5474,2.6781,,14.0013,0.3724,19.6593,15.1757,12.9968,3.4971,0.3126,6.7727,4.4223,3.1818
2024-04-01,13.6858,0.4726,18.0123,14.054,12.0058,0.045,1.2349,0.5038,1.5202,1.2295,0.9767,2.8333,0.2591,4.5235,3.5474,2.6769,,13.995,0.3698,19.6604,15.1827,12.9968,3.4955,0.3121,6.7727,4.4223,3.1817
2024-03-29,13.2724,0.4105,18.0123,14.0763,12.0058,0.0464,1.1976,0.4707,1.5202,1.229,0.9761,2.7477,0.232,4.5235,3.5473,2.6753,,13.5723,0.2922,19.667,15.1833,12.9968,3.39,0.2716,6.7727,4.4212,3.178
2024-03-28,13.3468,0.4259,18.0123,14.0776,12.0058,0.0462,1.2043,0.4747,1.5202,1.2292,0.9761,2.7631,0.2384,4.5235,3.5474,2.6753,,13.6484,0.3079,19.667,15.1834,12.9968,3.409,0.2814,6.7727,4.4223,3.178
2024-03-27,13.5274,0.4528,18.0123,14.0833,12.0058,0.0387,1.2113,0.4802,1.5202,1.2292,0.9761,2.8402,0.2612,4.5235,3.5474,2.6739,,14.1387,0.3896,19.667,15.1856,12.9968,3.5139,0.3151,6.7727,4.4223,3.1713
2024-03-26,13.3256,0.4208,18.0123,14.0899,12.0058,0.0393,1.1932,0.4684,1.5202,1.2292,0.9759,2.7978,0.2502,4.5235,3.5474,2.6731,,13.9277,0.3564,19.667,15.1917,12.9968,3.4615,0.3003,6.7727,4.4223,3.1713
2024-03-25,13.3638,0.4271,18.0123,14.1217,12.0058,0.0392,1.1966,0.4709,1.5202,1.2292,0.9753,2.8058,0.2527,4.5235,3.5474,2.6728,,13.9677,0.3635,19.667,15.194,12.9968,3.4714,0.3054,6.7727,4.4223,3.1706
2024-03-22,13.3061,0.4164,18.0123,14.1217,12.0058,0.0394,1.1915,0.4682,1.5202,1.229,0.9749,2.7937,0.2501,4.5235,3.5473,2.6712,,13.9073,0.3516,19.667,15.1956,12.9968,3.4564,0.2989,6.7727,4.4212,3.1665
2024-03-21,12.8662,0.3382,18.0123,14.1217,12.0058,0.0407,1.1521,0.4351,1.5202,1.2292,0.9749,2.7014,0.2174,4.5235,3.5474,2.6712,,13.4476,0.2746,19.667,15.1964,12.9968,3.3422,0.2557,6.7727,4.4223,3.1665
2024-03-20,13.1488,0.3901,18.0123,14.1266,12.0058,0.0399,1.1774,0.4587,1.5202,1.2292,0.9747,2.7607,0.2393,4.5235,3.5474,2.671,,13.743,0.326,19.667,15.2051,12.9968,3.4156,0.2877,6.7727,4.4223,3.1575
2024-03-19,13.3018,0.4153,18.0123,14.1353,12.0058,0.0394,1.1911,0.4676,1.5202,1.2292,0.974,2.7928,0.2494,4.5235,3.5474,2.6701,,13.9029,0.3492,19.667,15.2055,12.9968,3.4553,0.2987,6.7727,4.4223,3.1555
2024-03-18,13.2508,0.4088,18.0123,14.1516,12.0058,0.0395,1.1865,0.4674,1.5202,1.229,0.9732,2.7821,0.2455,4.5235,3.5473,2.6693,,13.8496,0.3419,19.667,15.2105,12.9968,3.4421,0.2964,6.7727,4.4212,3.1533
2024-03-15,13.6036,0.4573,18.0123,14.1594,12.0058,0.0385,1.2181,0.4867,1.5202,1.229,0.9721,2.8562,0.2644,4.5235,3.5473,2.669,,14.2183,0.3945,19.667,15.2174,12.9968,3.5337,0.3213,6.7727,4.4212,3.1497
2024-03-14,13.7056,0.4712,18.0123,14.1629,12.0058,0.0382,1.2272,0.4989,1.5202,1.229,0.9717,2.8776,0.2758,4.5235,3.5473,2.6676,,14.3249,0.4088,19.667,15.2275,12.9968,3.5602,0.3284,6.7727,4.4212,3.1496
2024-03-13,13.6142,0.4581,18.0123,14.1641,12.0058,0.0385,1.2191,0.4876,1.5202,1.229,0.9716,2.8584,0.2653,4.5235,3.5473,2.6667,,14.2294,0.3966,19.667,15.2352,12.9968,3.5365,0.3225,6.7727,4.4212,3.1474
2024-03-12,13.6269,0.4602,18.0123,14.1674,12.0058,0.0385,1.2202,0.4897,1.5202,1.229,0.9711,2.8611,0.2669,4.5235,3.5473,2.6645,,14.2427,0.3983,19.667,15.2416,12.9968,3.5398,0.3229,6.7727,4.4212,3.1468
2024-03-11,13.8848,0.4825,18.0123,14.1735,12.0058,0.0377,1.2433,0.5154,1.5202,1.229,0.9706,2.9152,0.2867,4.5235,3.5473,2.6642,,14.5123,0.4244,19.667,15.2499,12.9968,3.6068,0.3419,6.7727,4.4212,3.1464
2024-03-08,14.0292,0.4909,18.0123,14.1791,12.0058,0.0374,1.2562,0.5305,1.5202,1.2282,0.97,2.9455,0.2922,4.5235,3.5473,2.662,,14.6631,0.4379,19.667,15.2564,12.9968,3.6443,0.3537,6.7727,4.4212,3.1462
2024-03-07,13.9655,0.4867,18.0123,14.1851,12.0058,0.0375,1.2505,0.5225,1.5202,1.2275,0.9694,2.9322,0.2897,4.5235,3.5473,2.662,,14.5966,0.4303,19.667,15.2657,12.9968,3.6277,0.3482,6.7727,4.4212,3.1439
2024-03-06,13.6917,0.4682,18.0123,14.1944,12.0058,0.0383,1.226,0.4981,1.5202,1.2271,0.9691,2.8747,0.2754,4.5235,3.5473,2.6615,,14.3104,0.4055,19.667,15.2741,12.9968,3.5566,0.3288,6.7727,4.4212,3.1428
2024-03-05,13.8042,0.4792,18.0123,14.1944,12.0058,0.038,1.2361,0.5069,1.5202,1.2271,0.9691,2.8983,0.2829,4.5235,3.5473,2.6613,,14.428,0.4181,19.667,15.2745,12.9968,3.5858,0.3377,6.7727,4.4212,3.1394
2024-03-04,13.7108,0.4703,18.0123,14.1944,12.0058,0.0382,1.2277,0.5011,1.5202,1.2269,0.9688,2.8787,0.2779,4.5235,3.5473,2.6608,,14.3304,0.4093,19.667,15.2749,12.9968,3.5616,0.3322,6.7727,4.4212,3.1393
2024-03-01,13.6832,0.4665,18.0123,14.2018,12.0058,0.0383,1.2252,0.4985,1.5202,1.2265,0.9682,2.8729,0.2758,4.5235,3.5473,2.6606,,14.3015,0.4042,19.667,15.2796,12.9968,3.5544,0.3288,6.7727,4.4212,3.1393
2024-02-29,13.2927,0.4126,18.0123,14.2018,12.0058,0.0394,1.1903,0.4724,1.5202,1.2265,0.9679,2.7909,0.2535,4.5235,3.5473,2.66,,13.8934,0.3474,19.667,15.284,12.9968,3.453,0.3036,6.7727,4.4212,3.1381
2024-02-28,13.1208,0.3846,18.0123,14.2035,12.0058,0.0399,1.1749,0.4621,1.5202,1.2268,0.9679,2.7548,0.2426,4.5235,3.5474,2.66,,13.7137,0.3231,19.667,15.2841,12.9968,3.4083,0.2894,6.7727,4.4223,3.1381
2024-02-27,13.142,0.3892,18.0123,14.2035,12.0058,0.0399,1.1768,0.4634,1.5202,1.2268,0.9677,2.7593,0.2452,4.5235,3.5474,2.6597,,13.7359,0.3252,19.667,15.2843,12.9968,3.4138,0.2936,6.7727,4.4223,3.1376
2024-02-26,12.7982,0.3294,18.0123,14.2035,12.0058,0.0409,1.146,0.4356,1.5202,1.2268,0.9676,2.6871,0.2157,4.5235,3.5474,2.6588,,13.3765,0.2607,19.667,15.2854,12.9968,3.3245,0.2548,6.7727,4.4223,3.1364
2024-02-23,12.6538,0.3002,18.0123,14.2069,12.0058,0.0414,1.1331,0.4219,1.5202,1.2265,0.9674,2.6568,0.2,4.5235,3.5473,2.6568,,13.2256,0.2337,19.667,15.2883,12.9968,3.287,0.2429,6.7727,4.4212,3.1354
2024-02-22,13.021,0.3656,18.0123,14.2074,12.0058,0.0402,1.166,0.4541,1.5202,1.2268,0.9674,2.7339,0.2363,4.5235,3.5474,2.6571,,13.6094,0.2974,19.667,15.2883,12.9968,3.3824,0.2789,6.7727,4.4223,3.1354
2024-02-21,13.0974,0.3799,18.0123,14.2149,12.0058,0.04,1.1728,0.4612,1.5202,1.2268,0.9653,2.7499,0.2422,4.5235,3.5474,2.656,,13.6893,0.3151,19.667,15.2891,12.9968,3.4022,0.2869,6.7727,4.4223,3.1348
2024-02-20,13.0953,0.3795,18.0123,14.2173,12.0058,0.04,1.1726,0.4612,1.5202,1.2268,0.9652,2.7495,0.2422,4.5235,3.5474,2.6554,,13.6871,0.313,19.6698,15.3058,12.9968,3.4017,0.2869,6.7727,4.4223,3.1326
2024-02-19,12.8618,0.3366,18.0123,14.2268,12.0058,0.0407,1.1517,0.4427,1.5202,1.2268,0.9638,2.7004,0.2249,4.5235,3.5474,2.6537,,13.443,0.2734,19.6699,15.3167,12.9968,3.341,0.2633,6.7727,4.4223,3.1305
2024-02-08,12.796,0.3273,18.012,14.2638,12.0191,0.041,1.1458,0.4387,1.52,1.2256,0.9611,2.6866,0.2189,4.5231,3.5438,2.6488,,13.3743,0.2588,19.7023,15.3479,12.997,3.324,0.2584,6.7713,4.4129,3.1212
2024-02-07,12.9701,0.3538,18.012,14.2646,12.0191,0.0404,1.1614,0.4525,1.52,1.2256,0.9609,2.7232,0.2374,4.5231,3.5438,2.6479,,13.5562,0.287,19.7101,15.355,12.997,3.3692,0.2773,6.7713,4.4129,3.1188
2024-02-06,12.8409,0.3325,18.012,14.2646,12.0191,0.0408,1.1498,0.4422,1.52,1.2259,0.9609,2.696,0.2257,4.5231,3.544,2.6479,,13.4211,0.2673,19.7101,15.3588,12.997,3.3356,0.2631,6.7713,4.415,3.1188
2024-02-05,12.7338,0.3137,18.012,14.2646,12.0191,0.0412,1.1402,0.434,1.52,1.2261,0.9609,2.6736,0.2136,4.5231,3.5442,2.6479,,13.3092,0.2506,19.7101,15.3627,12.997,3.3078,0.2544,6.7713,4.4171,3.1188
2024-02-02,12.4768,0.265,18.0123,14.2653,12.0058,0.042,1.1172,0.4102,1.5202,1.2262,0.9607,2.6196,0.1876,4.5235,3.5456,2.6476,,13.0406,0.2057,19.712,15.3635,12.9968,3.241,0.2364,6.7727,4.4186,3.1187
2024-02-01,12.5967,0.2896,18.0123,14.2661,12.0058,0.0416,1.128,0.4209,1.5202,1.2262,0.9607,2.6448,0.1991,4.5235,3.5471,2.6479,,13.1659,0.2231,19.712,15.3642,12.9968,3.2722,0.2454,6.7727,4.42,3.1187
2024-01-31,12.4768,0.2653,18.0123,14.2661,12.0058,0.042,1.1172,0.4105,1.5202,1.2265,0.9607,2.6196,0.1878,4.5235,3.5473,2.6488,,13.0406,0.2059,19.712,15.3649,12.9968,3.241,0.2366,6.7727,4.4212,3.1187
2024-01-30,12.4703,0.264,18.0123,14.2662,12.0058,0.042,1.1166,0.4088,1.5202,1.2265,0.9605,2.6182,0.1874,4.5235,3.5473,2.6488,,13.0338,0.2051,19.7126,15.3657,12.9968,3.2393,0.2358,6.7727,4.4212,3.116
2024-01-29,12.571,0.2838,18.0123,14.2673,12.0058,0.0417,1.1257,0.4177,1.5202,1.2265,0.9596,2.6394,0.1971,4.5235,3.5473,2.6488,,13.1391,0.2181,19.7583,15.3658,12.9968,3.2655,0.2429,6.7727,4.4212,3.116
2024-01-26,12.3183,0.2433,18.0123,14.292,12.0058,0.0425,1.103,0.3923,1.5202,1.2262,0.959,2.5863,0.1671,4.5235,3.5471,2.6479,,12.8749,0.1881,19.7645,15.3671,12.9968,3.1998,0.2231,6.7727,4.42,3.1127
2024-01-25,12.0698,0.2059,18.0123,14.2941,12.0058,0.0434,1.0808,0.3549,1.5202,1.2265,0.959,2.5341,0.1335,4.5235,3.5473,2.6488,,12.6152,0.1663,19.7645,15.3672,12.997,3.1353,0.2059,6.7727,4.4212,3.1127
2024-01-24,12.2497,0.2358,18.0123,14.2971,12.0058,0.0428,1.0969,0.3836,1.5202,1.2265,0.9568,2.5719,0.1558,4.5235,3.5473,2.6488,,12.8033,0.1806,19.7777,15.3685,12.9973,3.182,0.2173,6.7727,4.4212,3.1086
2024-01-23,12.0762,0.2063,18.0123,14.3005,12.0058,0.0434,1.0813,0.3575,1.5202,1.2265,0.9566,2.5355,0.1356,4.5235,3.5473,2.6488,,12.6219,0.1667,19.7855,15.3697,12.9977,3.137,0.2076,6.7727,4.4212,3.1028
2024-01-22,11.8535,0.1874,18.0123,14.3034,12.0058,0.0442,1.0614,0.3305,1.5202,1.2265,0.9562,2.4887,0.1145,4.5235,3.5473,2.6488,,12.3891,0.1448,19.7884,15.371,13.0037,3.0791,0.1949,6.7727,4.4212,3.101
2024-01-19,12.0248,0.2008,18.0123,14.3151,12.0191,0.0436,1.0767,0.3523,1.5202,1.2262,0.9562,2.5247,0.1296,4.5235,3.5471,2.6479,,12.5682,0.1608,19.8154,15.3757,13.0095,3.1236,0.2045,6.7727,4.42,3.1
2024-01-18,12.0805,0.2059,18.0123,14.3168,12.0191,0.0434,1.0817,0.3579,1.5202,1.2265,0.9562,2.5364,0.1373,4.5235,3.5473,2.6488,,12.6264,0.1659,19.8154,15.3781,13.0097,3.1381,0.208,6.7727,4.4212,3.1
2024-01-17,12.0741,0.2051,18.0123,14.3189,12.0191,0.0434,1.0812,0.3571,1.5202,1.2265,0.9562,2.535,0.1352,4.5235,3.5473,2.6488,,12.6197,0.1655,19.82,15.3811,13.0106,3.1364,0.208,6.7727,4.4212,3.0981
2024-01-16,12.1919,0.2244,18.0123,14.3233,12.0191,0.043,1.0917,0.3726,1.5202,1.2265,0.9554,2.5598,0.1503,4.5235,3.5473,2.6488,,12.7428,0.1739,19.8222,15.3819,13.0214,3.167,0.2152,6.7727,4.4212,3.0944
2024-01-15,11.9691,0.1979,18.0123,14.3285,12.0191,0.0438,1.0718,0.3457,1.5202,1.2265,0.9542,2.513,0.1242,4.5235,3.5473,2.6488,,12.51,0.1549,19.8233,15.383,13.0215,3.1092,0.2025,6.7727,4.4212,3.0944
2024-01-12,11.7806,0.181,18.0123,14.3322,12.0221,0.0445,1.0549,0.3203,1.5202,1.2262,0.9534,2.4734,0.1082,4.5235,3.5471,2.6479,,12.313,0.1368,19.8687,15.3922,13.0219,3.0602,0.1915,6.7727,4.42,3.0931
2024-01-11,11.7806,0.1811,18.0123,14.3332,12.028,0.0445,1.0549,0.3204,1.5202,1.2265,0.9534,2.4734,0.1082,4.5235,3.5473,2.6488,,12.313,0.1368,19.8687,15.3928,13.0299,3.0602,0.1916,6.7727,4.4212,3.0941
2024-01-10,11.8278,0.1837,18.0123,14.3342,12.0283,0.0443,1.0591,0.329,1.5202,1.2268,0.9534,2.4833,0.1129,4.5235,3.5474,2.6508,,12.3622,0.1415,19.8687,15.3935,13.0376,3.0724,0.1946,6.7727,4.4223,3.0944
2024-01-09,11.817,0.1829,18.0123,14.3427,12.036,0.0443,1.0581,0.327,1.5202,1.2269,0.9534,2.4811,0.1117,4.5235,3.5475,2.6519,,12.351,0.1399,19.8687,15.3985,13.04,3.0696,0.1943,6.7727,4.4285,3.0944
2024-01-08,11.7806,0.1813,18.0216,14.3511,12.036,0.0445,1.0549,0.3208,1.5206,1.227,0.9528,2.4734,0.1083,4.5345,3.5475,2.6519,,12.313,0.137,19.8728,15.4035,13.04,3.0602,0.1918,6.7747,4.4347,3.0944
2024-01-05,11.9091,0.1888,18.0123,14.3594,12.0413,0.044,1.0664,0.3384,1.5202,1.2269,0.9526,2.5004,0.1184,4.5235,3.5475,2.6519,,12.4473,0.1488,19.875,15.4115,13.0431,3.0936,0.1989,6.7727,4.4285,3.0944
