日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值
2026-07-03,=50.9300,=50.9300,=50.9300,=50.9300,=132914238084.76,=102012093889.0,=73486623404.04,,=15.0688,,,,
2026-07-02,=49.8100,=49.8100,=49.8100,=49.8100,=129991325328.92,=99768749197.0,=71870581420.68,,=14.7374,,,,
2026-07-01,=50.0000,=50.0000,=50.0000,=50.0000,=130487176600.0,=100149316600.0,=72144731400.0,,=14.7936,,,,
2026-06-30,=50.4400,=50.4400,=50.4400,=50.4400,=131635463754.08,=101030630586.0,=72779605036.32,,=14.9238,,,,
2026-06-29,=52.1500,=52.1500,=52.1500,=52.1500,=136098125193.8,=104455737214.0,=75246954850.2,,=15.4297,,,,
2026-06-26,=50.4300,=50.4300,=50.4300,=50.4300,=131609366318.76,=101010600723.0,=72765176090.04,,=14.9208,,,,
2026-06-25,=48.0100,=48.0100,=48.0100,=48.0100,=125293786971.32,=96163373799.0,=69273371090.28,,=14.2048,,,,
2026-06-24,=48.1300,=48.1300,=48.1300,=48.1300,=125606956195.16,=96403732159.0,=69446518445.64,,=14.2403,,,,
2026-06-23,=49.2500,=49.2500,=49.2500,=49.2500,=128529868951.0,=98647076851.0,=71062560429.0,,=14.5717,,,,
2026-06-22,=50.0500,=50.0500,=50.0500,=50.0500,=130617663776.6,=100249465917.0,=72216876131.4,,=14.8084,,,,
2026-06-18,=49.9500,=49.9500,=49.9500,=49.9500,=130356689423.4,=100049167283.0,=72072586668.6,,=14.7788,,,,
2026-06-17,=50.6900,=50.6900,=50.6900,=50.6900,=132287899637.08,=101531377169.0,=73140328693.32,,=14.9978,,,,
2026-06-16,=50.6500,=50.6500,=50.6500,=50.6500,=132183509895.8,=101451257716.0,=73082612908.2,,=14.9859,,,,
2026-06-15,=52.4100,=52.4100,=52.4100,=52.4100,=136776658512.12,=104976513660.0,=75622107453.48,,=15.5067,,,,
2026-06-12,=52.3500,=52.3500,=52.3500,=52.3500,=136620073900.2,=104856334480.0,=75535533775.8,,=15.4889,,,,
2026-06-11,=52.4100,=52.4100,=52.4100,=52.4100,=136776658512.12,=104976513660.0,=75622107453.48,,=15.5067,,,,
2026-06-10,=53.0500,=53.0500,=53.0500,=53.0500,=138446894372.6,=106258424913.0,=76545560015.4,,=15.6960,,,,
2026-06-09,=53.4100,=53.4100,=53.4100,=53.4100,=139386402044.12,=106979499992.0,=77065002081.48,,=15.8025,,,,
2026-06-08,=53.1500,=53.1500,=53.1500,=53.1500,=138707868725.8,=106458723546.0,=76689849478.2,,=15.7256,,,,
2026-06-05,=53.6000,=53.6000,=53.6000,=53.6000,=139882253315.2,=107360067395.0,=77339152060.8,,=15.8588,,,,
2026-06-04,=53.5000,=53.5000,=53.5000,=53.5000,=139621278962.0,=107159768762.0,=77194862598.0,,=15.8292,,,,
2026-06-03,=53.8800,=53.8800,=53.8800,=53.8800,=140612981504.16,=107920903568.0,=77743162556.64,,=15.9416,,,,
2026-06-02,=54.2400,=54.2400,=54.2400,=54.2400,=141552489175.68,=108641978648.0,=78262604622.72,,=16.0481,,,,
2026-06-01,=52.4800,=52.4800,=52.4800,=52.4800,=136959340559.36,=105116722703.0,=75723110077.44,,=15.5274,,,,
2026-05-29,=52.6600,=52.6600,=52.6600,=52.6600,=137429094395.12,=105477260243.0,=75982831110.48,,=15.5806,,,,
2026-05-28,=51.9900,=51.9900,=51.9900,=51.9900,=135680566228.68,=104135259401.0,=75016091709.72,,=15.3824,,,,
2026-05-27,=52.7500,=52.7500,=52.7500,=52.7500,=137663971313.0,=105657529013.0,=76112691627.0,,=15.6073,,,,
2026-05-26,=53.4900,=53.4900,=53.4900,=53.4900,=139595181526.68,=107139738899.0,=77180433651.72,,=15.8262,,,,
2026-05-25,=53.8300,=53.8300,=53.8300,=53.8300,=140482494327.56,=107820754252.0,=77671017825.24,,=15.9268,,,,
2026-05-22,=55.2700,=55.2700,=55.2700,=55.2700,=144240525013.64,=110705054570.0,=79748786089.56,,=16.3529,,,,
2026-05-21,=54.3400,=54.3400,=54.3400,=54.3400,=141813463528.88,=108842277281.0,=78406894085.52,,=16.0777,,,,
2026-05-20,=54.2900,=54.2900,=54.2900,=54.2900,=141682976352.28,=108742127964.0,=78334749354.12,,=16.0629,,,,
