date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,17861000000,0.0149,0.52,46573000000
2025-12-31,50017000000,0.1052,1.52,173964000000
2025-09-30,38819000000,0.1021,1.28,132280000000
2025-06-30,29737000000,0.1019,0.99,90559000000
2025-03-31,17598000000,0.0102,0.57,45922000000
2024-12-31,45257000000,0.2331,1.36,170748000000
2024-09-30,35223000000,0.2586,1.13,129839000000
2024-06-30,26988000000,0.1664,0.89,88248000000
2024-03-31,17421000000,0.1004,0.57,45328000000
2023-12-31,36702000000,-0.2828,1.07,173434000000
2023-09-30,27986000000,-0.3083,0.88,132815000000
2023-06-30,23138000000,-0.2332,0.76,91230000000
2023-03-31,15831000000,-0.1835,0.51,48079000000
2022-12-31,51171000000,-0.0346,1.56,188622000000
2022-09-30,40462000000,-0.0259,1.31,143680000000
2022-06-30,30174000000,0.0113,1,98644000000
2022-03-31,19388000000,0.037,0.64,50002000000
2021-12-31,53003000000,-0.0912,1.62,190982000000
2021-09-30,41536000000,-0.0717,1.34,143484000000
2021-06-30,29838000000,0.0305,0.99,97365000000
2021-03-31,18697000000,0.077,0.61,49522000000
2020-12-31,58325000000,-0.0099,1.88,196384000000
2020-09-30,44742000000,-0.0746,1.45,148731000000
2020-06-30,28955000000,-0.0981,0.96,101407000000
2020-03-31,17361000000,0.0548,0.56,55424000000
2019-12-31,58911000000,0.0536,1.95,190688000000
2019-09-30,48350000000,0.119,1.62,146386000000
2019-06-30,32106000000,0.1238,1.07,97599000000
2019-03-31,16459000000,0.1506,0.53,50084000000
2018-12-31,55914000000,0.0305,1.85,171542000000
2018-09-30,43207000000,0.0314,1.44,127109000000
2018-06-30,28569000000,0.0143,0.95,82256000000
2018-03-31,14305000000,-0.0109,0.46,39629000000
2017-12-31,54258000000,0.0218,1.84,168619000000
2017-09-30,41892000000,0.0297,1.45,124768000000
2017-06-30,28165000000,0.0521,0.97,83354000000
2017-03-31,14462000000,0.0388,0.63,42360000000
2016-12-31,53099000000,0.0493,2.404,160792000000
2016-09-30,40682000000,0.0947,1.873,120928000000
