date,基本每股收益,经营活动产生的现金流量净额,营业收入,归属于母公司普通股股东的净利润,净利润率,资产负债率,自由现金流量,经营活动产生的现金流量净额对净利润的比率,总资产收益率(ROA),净资产收益率(ROE)
2026-03-31,0.52,91724000000,46573000000,17861000000,0.2909,0.9184,649738000000,13.1806,0.0051,0.0636
