date,metric,value
2026-03-31,基本每股收益,0.5
2026-03-31,净利润率,0.0651
2026-03-31,负债合计,165781276308
2026-03-31,毛利率(GM),0.2667
2026-03-31,所有者权益合计,134793753085
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.3102
2026-03-31,资本回报率(ROIC),0.122
2026-03-31,速动比率,0.8032
2026-03-31,归属于母公司普通股股东的净利润,4651612981
2026-03-31,流动负债合计,5207550271
2026-03-31,有息负债率,0.1575
2026-03-31,货币资金,200493721917
2026-03-31,营业收入,73686720161
2026-03-31,自由现金流量,16312189479
2026-03-31,净资产收益率(ROE),0.1487
2026-03-31,总资产收益率(ROA),0.0651
2026-03-31,流动资产合计,1082267848
2026-03-31,应收账款,27753016435
2026-03-31,流动比率,1.169
2026-03-31,长期负债合计,11435947704
2026-03-31,资产负债率,0.5515
2026-03-31,资产合计,300575029393
2026-03-31,经营活动产生的现金流量净额,1611474494
