date,基本每股收益,净利润率,负债合计,毛利率(GM),所有者权益合计,经营活动产生的现金流量净额对净利润的比率,资本回报率(ROIC),速动比率,归属于母公司普通股股东的净利润,流动负债合计,有息负债率,货币资金,营业收入,自由现金流量,净资产收益率(ROE),总资产收益率(ROA),流动资产合计,应收账款,流动比率,长期负债合计,资产负债率,资产合计,经营活动产生的现金流量净额
2026-03-31,0.5,0.0651,165781276308,0.2667,134793753085,1.3102,0.122,0.8032,4651612981,5207550271,0.1575,200493721917,73686720161,16312189479,0.1487,0.0651,1082267848,27753016435,1.169,11435947704,0.5515,300575029393,1611474494
