date,基本每股收益,归属于母公司普通股股东的净利润,资本回报率(ROIC),应收账款,流动负债合计,有息负债率,流动比率,资产合计,总资产收益率(ROA),流动资产合计,经营活动产生的现金流量净额对净利润的比率,净利润率,净资产收益率(ROE),负债合计,经营活动产生的现金流量净额,自由现金流量,毛利率(GM),所有者权益合计,资产负债率,速动比率,长期负债合计,营业收入,货币资金
2026-03-31,0.264,48332000000,0.0864,115653000000,77631000000,0.1552,1.1334,3038549000000,0.059,0,2.0596,0.061,0.0964,1202781000000,84472000000,69245000000,0.2206,1835768000000,0.3958,0.8487,161432000000,736383000000,2231025719601.42
