date,metric,value
2026-03-31,基本每股收益,0.264
2026-03-31,归属于母公司普通股股东的净利润,48332000000
2026-03-31,资本回报率(ROIC),0.0864
2026-03-31,应收账款,115653000000
2026-03-31,流动负债合计,77631000000
2026-03-31,有息负债率,0.1552
2026-03-31,流动比率,1.1334
2026-03-31,资产合计,3038549000000
2026-03-31,总资产收益率(ROA),0.059
2026-03-31,流动资产合计,0
2026-03-31,经营活动产生的现金流量净额对净利润的比率,2.0596
2026-03-31,净利润率,0.061
2026-03-31,净资产收益率(ROE),0.0964
2026-03-31,负债合计,1202781000000
2026-03-31,经营活动产生的现金流量净额,84472000000
2026-03-31,自由现金流量,69245000000
2026-03-31,毛利率(GM),0.2206
2026-03-31,所有者权益合计,1835768000000
2026-03-31,资产负债率,0.3958
2026-03-31,速动比率,0.8487
2026-03-31,长期负债合计,161432000000
2026-03-31,营业收入,736383000000
2026-03-31,货币资金,2231025719601.42
