date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比
2026-03-31,69245000000,2.0596,84472000000,-0.3944
2025-12-31,121447000000,2.3982,412510000000,0.0147
2025-09-30,119466000000,2.3387,343100000000,0.0329
2025-06-30,117907000000,2.3412,227063000000,0.0396
2025-03-31,130708000000,2.359,139436000000,0.2533
2024-12-31,104629000000,2.2125,406532000000,-0.1101
2024-09-30,160649000000,2.4948,338928000000,-0.0061
2024-06-30,165484000000,2.4402,217329000000,-0.0197
2024-03-31,155358000000,2.4106,111077000000,-0.1211
2023-12-31,175030000000,2.5326,456596000000,0.1596
2023-09-30,161627000000,2.3838,341000000000,0.0876
2023-06-30,166375000000,2.5138,221706000000,0.1308
2023-03-31,193720000000,2.5805,126382000000,0.497
2022-12-31,150745000000,2.4014,393768000000,0.1532
2022-09-30,175650000000,2.7584,313548000000,0.3828
2022-06-30,168311000000,3.0414,196061000000,0.6897
2022-03-31,150686000000,3.3762,84425000000,47.9028
2021-12-31,79686000000,2.9774,341469000000,0.0719
2021-09-30,126274000000,3.6087,226747000000,0.3885
2021-06-30,98562000000,2.8528,116034000000,0.4673
2021-03-31,92736000000,4.2671,-1800000000,0.9005
2020-12-31,63117000000,9.5151,318575000000,-0.1141
2020-09-30,-21321000000,8.3026,163303000000,-0.3179
2020-06-30,-6260000000,66.9008,79080000000,-0.4117
2020-03-31,-34211000000,7.4309,-18096000000,-1.293
2019-12-31,34936000000,5.3665,359610000000,0.0229
2019-09-30,29058000000,5.3338,239396000000,-0.0759
2019-06-30,43369000000,4.5796,134425000000,-0.0909
2019-03-31,76188000000,4.8028,62022000000,0.0036
2018-12-31,77522000000,4.8552,351565000000,-0.0412
2018-09-30,115719000000,5.4015,256937000000,0.0517
2018-06-30,114200000000,6.9212,146158000000,0.0091
2018-03-31,102186000000,8.5904,61802000000,-0.1533
2017-12-31,130956000000,9.9667,366655000000,0.3827
2017-09-30,122030000000,8.2703,244295000000,0.2796
2017-06-30,113357000000,8.9075,144833000000,0.295
2017-03-31,100281000000,5.4369,72988000000,0.1959
2016-12-31,77955000000,9.0154,265179000000,0.0148
2016-09-30,63164000000,9.2765,190917000000,-0.0423
