date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,48332000000,0.0186,0.264,736383000000
2025-12-31,157302000000,-0.0448,0.86,2864469000000
2025-09-30,126279000000,-0.049,0.69,2169256000000
2025-06-30,83993000000,-0.0542,0.46,1450099000000
2025-03-31,46807000000,0.0227,0.26,753108000000
2024-12-31,164676000000,0.0202,0.9,2937981000000
2024-09-30,132518000000,0.0066,0.724,2256279000000
2024-06-30,88607000000,0.0391,0.48,1553869000000
2024-03-31,45681000000,0.047,0.25,812184000000
2023-12-31,161144000000,0.0834,0.88,3011012000000
2023-09-30,131651000000,0.0978,0.72,2282135000000
2023-06-30,85276000000,0.0447,0.47,1479871000000
2023-03-31,43630000000,0.1217,0.24,732471000000
2022-12-31,149375000000,0.6208,0.82,3239167000000
2022-09-30,120266000000,0.6009,0.66,2455401000000
2022-06-30,82388000000,0.5534,0.45,1614621000000
2022-03-31,39059000000,0.4091,0.21,779368000000
2021-12-31,92161000000,3.8501,0.5,2614349000000
2021-09-30,75122000000,6.4644,0.41,1880341000000
2021-06-30,53036000000,2.7687,0.29,1196581000000
2021-03-31,27719000000,2.7075,0.151,551923000000
2020-12-31,19002000000,-0.584,0.1,1933836000000
2020-09-30,10064000000,-0.7301,0.055,1426170000000
2020-06-30,-29986000000,-2.0551,-0.164,929045000000
2020-03-31,-16234000000,-2.5846,-0.089,509098000000
2019-12-31,45677000000,-0.1387,0.25,2516810000000
2019-09-30,37282000000,-0.2338,0.204,1814402000000
2019-06-30,28420000000,0.0358,0.155,1196259000000
2019-03-31,10251000000,0.01,0.056,591041000000
2018-12-31,52585000000,1.3071,0.29,2353588000000
2018-09-30,48121000000,1.7716,0.263,1709933000000
2018-06-30,27086000000,1.1371,0.148,1108822000000
2018-03-31,10150000000,0.781,0.06,542654000000
2017-12-31,22793000000,1.8852,0.12,2015890000000
2017-09-30,17362000000,9.0708,0.09,1457704000000
2017-06-30,12674000000,23.0038,0.069,975909000000
2017-03-31,5699000000,1.4134,0.03,493559000000
2016-12-31,7900000000,-0.7784,0.04,1616903000000
2016-09-30,1724000000,-0.9437,0.01,1150437000000
