date,毛利率(GM),所有者权益合计,流动资产合计,自由现金流量,资本回报率(ROIC),有息负债率,长期负债合计,资产合计,流动比率,归属于母公司普通股股东的净利润,应收账款,负债合计,净利润率,基本每股收益,资产负债率,营业收入,流动负债合计,货币资金,经营活动产生的现金流量净额,速动比率,净资产收益率(ROE),经营活动产生的现金流量净额对净利润的比率,总资产收益率(ROA)
2026-03-31,0.1697,995014000000,0,15308000000,0.0378,0.2723,187550000000,2255913000000,0.8154,17006000000,65884000000,1260899000000,0.0146,0.141,0.5589,706695000000,128553000000,711042023625.36,-5558000000,0.4674,0.0407,3.687,0.0184
