date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,0.141,0.2936,706695000000,17006000000
2025-12-31,0.262,-0.3687,2783583000000,31809000000
2025-09-30,0.247,-0.3251,2113441000000,29984000000
2025-06-30,0.177,-0.402,1409052000000,21483000000
2025-03-31,0.109,-0.2876,735356000000,13264000000
2024-12-31,0.415,-0.1782,3074562000000,50313000000
2024-09-30,0.366,-0.1719,2366541000000,44247000000
2024-06-30,0.296,0.0102,1576131000000,35703000000
2024-03-31,0.153,-0.0893,789967000000,18316000000
2023-12-31,0.505,-0.0901,3212215000000,60463000000
2023-09-30,0.442,-0.0655,2469941000000,52966000000
2023-06-30,0.293,-0.1928,1593682000000,35111000000
2023-03-31,0.168,-0.1064,791331000000,20102000000
2022-12-31,0.548,-0.068,3318168000000,66302000000
2022-09-30,0.468,-0.0565,2453322000000,56660000000
2022-06-30,0.36,0.1043,1612126000000,43530000000
2022-03-31,0.187,0.2467,771386000000,22605000000
2021-12-31,0.588,1.1382,2740884000000,71208000000
2021-09-30,0.495,1.5515,2003350000000,59892000000
2021-06-30,0.323,2.7,1261603000000,39153000000
2021-03-31,0.148,1.9024,576982000000,17929000000
2020-12-31,0.272,-0.4286,2105984000000,32924000000
2020-09-30,0.194,-0.4566,1554617000000,23507000000
2020-06-30,-0.189,-1.7297,1034246000000,-22882000000
2020-03-31,-0.163,-2.3361,555502000000,-19782000000
2019-12-31,0.476,-0.0864,2966193000000,57591000000
2019-09-30,0.357,-0.2788,2233305000000,43281000000
2019-06-30,0.259,-0.2471,1498996000000,31338000000
2019-03-31,0.122,-0.2375,717579000000,14763000000
2018-12-31,0.521,0.2346,2891179000000,63089000000
2018-09-30,0.495,0.5615,2072970000000,59980000000
2018-06-30,0.344,0.5357,1300252000000,41600000000
2018-03-31,0.155,0.1314,621251000000,18770000000
2017-12-31,0.422,0.1018,2360193000000,51119000000
2017-09-30,0.317,0.3154,1744955000000,38373000000
2017-06-30,0.224,0.4088,1165837000000,27092000000
2017-03-31,0.137,1.6863,582185000000,16633000000
2016-12-31,0.383,0.4345,1930911000000,46416000000
2016-09-30,0.241,0.1262,1363945000000,29166000000
