date,metric,value
2026-03-31,归属于母公司普通股股东的净利润,37852000000
2026-03-31,基本每股收益,1.49
2026-03-31,经营活动产生的现金流量净额对净利润的比率,3.18
2026-03-31,经营活动产生的现金流量净额,125849000000
2026-03-31,总资产收益率(ROA),0.0117
2026-03-31,净资产收益率(ROE),0.1192
2026-03-31,净利润率,0.4451
2026-03-31,自由现金流量,468946000000
2026-03-31,资产负债率,0.9043
2026-03-31,营业收入,86940000000
