date,归属于母公司普通股股东的净利润,基本每股收益,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,总资产收益率(ROA),净资产收益率(ROE),净利润率,自由现金流量,资产负债率,营业收入
2026-03-31,37852000000,1.49,3.18,125849000000,0.0117,0.1192,0.4451,468946000000,0.9043,86940000000
