date,metric,value
2026-03-31,总资产收益率(ROA),-0.0466
2026-03-31,归属于母公司普通股股东的净利润,-1919902418
2026-03-31,流动负债合计,8317179564
2026-03-31,净资产收益率(ROE),-0.126
2026-03-31,有息负债率,0.243
2026-03-31,资产合计,153157536060
2026-03-31,经营活动产生的现金流量净额,-2448622879
2026-03-31,基本每股收益,-0.25
2026-03-31,应收账款,10413835876
2026-03-31,毛利率(GM),0.0148
2026-03-31,流动比率,1.2383
2026-03-31,所有者权益合计,51954480568
2026-03-31,负债合计,101203055493
2026-03-31,经营活动产生的现金流量净额对净利润的比率,-0.5191
2026-03-31,长期负债合计,4137744970
2026-03-31,资产负债率,0.6608
2026-03-31,净利润率,-0.1038
2026-03-31,资本回报率(ROIC),-0.07
2026-03-31,流动资产合计,1797890057
2026-03-31,货币资金,132919278762.56
2026-03-31,营业收入,11191552279
2026-03-31,自由现金流量,976550508
2026-03-31,速动比率,0.9332
