date,总资产收益率(ROA),归属于母公司普通股股东的净利润,流动负债合计,净资产收益率(ROE),有息负债率,资产合计,经营活动产生的现金流量净额,基本每股收益,应收账款,毛利率(GM),流动比率,所有者权益合计,负债合计,经营活动产生的现金流量净额对净利润的比率,长期负债合计,资产负债率,净利润率,资本回报率(ROIC),流动资产合计,货币资金,营业收入,自由现金流量,速动比率
2026-03-31,-0.0466,-1919902418,8317179564,-0.126,0.243,153157536060,-2448622879,-0.25,10413835876,0.0148,1.2383,51954480568,101203055493,-0.5191,4137744970,0.6608,-0.1038,-0.07,1797890057,132919278762.56,11191552279,976550508,0.9332
