date,基本每股收益,累积同比,营业收入,归属于母公司普通股股东的净利润
2026-03-31,-0.25,-0.3158,11191552279,-1919902418
2025-12-31,-0.85,0.2544,70347049950,-6419556844
2025-09-30,-0.45,0.4767,50914567855,-3403469441
2025-06-30,-0.34,0.5072,32813146399,-2569358351
2025-03-31,-0.19,0.3871,13652473613,-1436171303
2024-12-31,-1.14,-1.8028,82582273119,-8617528506
2024-09-30,-0.86,-1.5584,58592695599,-6504601727
2024-06-30,-0.69,-1.5702,38528702861,-5243344678
2024-03-31,-0.31,-1.6458,17673585332,-2350256332
2023-12-31,1.42,-0.2718,129497674192,10751425556
2023-09-30,1.54,0.0621,94100142094,11693716358
2023-06-30,1.21,0.407,64652383091,9178377607
2023-03-31,0.48,0.3714,28318772670,3637422601
2022-12-31,1.95,0.6116,128998111551,14811576798
2022-09-30,1.45,0.4356,87035088203,10976071940
2022-06-30,0.86,0.303,50417037628,6480595993
2022-03-31,0.49,0.0426,18595204424,2663883452
2021-12-31,1.69,0.0432,80932251149,9085880513
2021-09-30,1.41,0.1653,56205836144,7556052534
2021-06-30,0.93,0.1923,35098407416,4993055634
2021-03-31,0.66,0.3469,15854205452,2502196754
2020-12-31,2.27,0.5442,54583183588,8552369161
2020-09-30,1.69,0.7245,33831868392,6356828043
2020-06-30,1.09,0.9123,20141281429,4116330667
2020-03-31,0.49,1.7222,8599410769,1863912790
2019-12-31,1.47,0.96,32897455384,5279552074
2019-09-30,0.98,1,22693379943,3484274637
2019-06-30,0.57,0.5,14111381472,2009587792
2019-03-31,0.22,0.1579,5710190063,611284942
2018-12-31,0.93,-0.2791,21987614950,2557964090
2018-09-30,0.61,-0.2469,14671281833,1691170527
2018-06-30,0.47,0.0444,10001972859,1306984766
2018-03-31,0.27,0.2273,3470021013,543180753
2017-12-31,1.81,1.1047,16362284494,3564525605
2017-09-30,1.12,0.8065,10846372007,2240953774
2017-06-30,0.62,0.2653,6276209889,1236160739
2017-03-31,0.22,0.4667,2687122745,439574920
2016-12-31,0.86,1.7742,11530533461,1547235762
2016-09-30,0.62,3.1333,8524978776,1098583660
2016-06-30,0.49,6,6423785732,860827976
