date,货币资金,营业收入,速动比率,基本每股收益,有息负债率,负债合计,流动负债合计,净利润率,经营活动产生的现金流量净额,资本回报率(ROIC),所有者权益合计,资产合计,毛利率(GM),流动资产合计,经营活动产生的现金流量净额对净利润的比率,流动比率,净资产收益率(ROE),自由现金流量,总资产收益率(ROA),应收账款,资产负债率,长期负债合计,归属于母公司普通股股东的净利润
2026-03-31,91161230431,2741280656,2.1685,1.23,0.0581,2628378415,232175191,0.2174,1289945727,0.1128,15756292865,18384671280,0.3511,379637,0.2412,5.022,0.1184,61427034,0.1014,891644107,0.143,52280995,743483793
