date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,743483793,-0.2564,1.23,2741280656
2025-12-31,2158633048,-0.2749,3.58,9001411806
2025-09-30,2129347677,-0.2074,3.53,7442366108
2025-06-30,1442309310,-0.1622,2.39,5378537134
2025-03-31,999783695,0.0259,1.66,3141529111
2024-12-31,2977002486,0.0642,4.93,10787863091
2024-09-30,2686684743,0.1173,4.45,8450322101
2024-06-30,1721539641,0.1173,2.85,5650587552
2024-03-31,974507154,0.2661,1.62,3170691529
2023-12-31,2797351516,0.1315,4.64,10058497339
2023-09-30,2404648415,0.1716,3.99,7599876767
2023-06-30,1540837053,0.1723,2.55,5045275710
2023-03-31,769681318,0.1166,1.28,2629517630
2022-12-31,2472344732,0.0166,4.1,8694001504
2022-09-30,2052489399,0.0204,3.4,6615770013
2022-06-30,1314364302,0.1785,2.18,4422632057
2022-03-31,689289147,0.2193,1.14,2348142792
2021-12-31,2431454745,0.4546,4.03,8021550451
2021-09-30,2011463031,0.5136,3.33,6111647625
2021-06-30,1115239605,0.2896,1.85,3848706002
2021-03-31,565307136,0.2084,0.94,2001820981
2020-12-31,1671518667,0.2162,2.77,6510781957
2020-09-30,1328943439,0.1983,2.2,5069904021
2020-06-30,864762422,0.1584,1.43,3246257246
2020-03-31,467813514,0.1569,0.78,1714451455
2019-12-31,1374376824,0.2025,2.28,5722273431
2019-09-30,1109054290,0.2056,1.84,4341597912
2019-06-30,746546615,0.2089,1.24,2894331847
2019-03-31,404368160,0.2399,0.67,1484289265
2018-12-31,1142932918,0.4162,1.89,4766156893
2018-09-30,919946372,0.3635,1.52,3585877369
2018-06-30,617532953,0.4255,1.02,2403870112
2018-03-31,326118302,0.4407,0.54,1222189419
2017-12-31,807018675,0.5053,1.34,3713953976
2017-09-30,674707080,0.4026,1.12,2744696324
2017-06-30,433198862,0.4183,0.72,1752831341
2017-03-31,226368800,0.5437,0.38,860320288
2016-12-31,536131907,0.1488,0.89,2308954270
2016-09-30,481056726,0.2891,0.8,1625678146
