date,归属于母公司普通股股东的净利润,累积同比,基本每股收益,营业收入
2026-03-31,10667000000,-0.1073,0.53,70397000000
2025-12-31,52849000000,-0.053,2.66,294916000000
2025-09-30,39052000000,-0.0998,1.965,213151000000
2025-06-30,24641000000,-0.1203,1.24,138109000000
2025-03-31,11949000000,-0.1796,0.601,69585000000
2024-12-31,58671000000,-0.0171,2.953,338375000000
2024-09-30,46074000000,-0.0455,2.319,253899000000
2024-06-30,29504000000,-0.1134,1.485,168078000000
2024-03-31,15884000000,-0.1466,0.799,87647000000
2023-12-31,59694000000,-0.1429,3.004,343074000000
2023-09-30,48269000000,-0.184,2.429,252467000000
2023-06-30,33279000000,-0.1915,1.675,169442000000
2023-03-31,18612000000,-0.0195,0.937,87042000000
2022-12-31,69626000000,0.3902,3.504,344533000000
2022-09-30,59131000000,0.4504,2.976,250489000000
2022-06-30,41144000000,0.5809,2.071,165579000000
2022-03-31,18957000000,0.6327,0.954,83902000000
2021-12-31,50269000000,0.2834,2.53,335216000000
2021-09-30,40751000000,0.2142,2.051,232949000000
2021-06-30,26026000000,0.2599,1.31,143979000000
2021-03-31,11611000000,0.184,0.584,67608000000
2020-12-31,39170000000,-0.0943,1.97,233263000000
2020-09-30,33562000000,-0.0951,1.687,166103000000
2020-06-30,20658000000,-0.1479,1.039,105016000000
2020-03-31,9807000000,-0.2209,0.493,51077000000
2019-12-31,43250000000,-0.0141,2.174,241871000000
2019-09-30,37088000000,0.0513,1.865,177849000000
2019-06-30,24243000000,0.0551,1.219,116365000000
2019-03-31,12587000000,0.082,0.633,57011000000
2018-12-31,43867000000,-0.026,2.205,264101000000
2018-09-30,35278000000,-0.0104,1.774,194084000000
2018-06-30,22977000000,-0.055,1.155,127380000000
2018-03-31,11633000000,-0.0492,0.585,62979000000
2017-12-31,45037000000,0.983,2.264,248746000000
2017-09-30,35649000000,1.0598,1.792,182535000000
2017-06-30,24315000000,1.4741,1.222,120518000000
2017-03-31,12235000000,1.6557,0.615,61062000000
2016-12-31,22712000000,0.4068,1.142,183127000000
2016-09-30,17307000000,0.0066,0.87,124803000000
