date,应收账款,基本每股收益,流动比率,资产合计,经营活动产生的现金流量净额,经营活动产生的现金流量净额对净利润的比率,归属于母公司普通股股东的净利润,毛利率(GM),所有者权益合计,总资产收益率(ROA),流动负债合计,有息负债率,净资产收益率(ROE),自由现金流量,速动比率,资本回报率(ROIC),流动资产合计,货币资金,营业收入,净利润率,负债合计,资产负债率,长期负债合计
2026-03-31,13308000000,0.53,0.9902,783279000000,17363000000,1.1701,10667000000,0.348,555883000000,0.0844,4715000000,0.1603,0.115,27750000000,0.88,0.1018,0,992585172746.75,70397000000,0.2077,227396000000,0.2903,29673000000
