date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值
2026-05-20,143161567640.46,4.5976,0.9479,3.6190,2.2983,1.9131,3.1770,0.9815,1.8076,1.5088,1.3130,0.0180,18.0986,0.5654,34.4066,16.1886,10.5934
2026-05-19,141142933014.96,4.5328,0.9402,3.6190,2.2983,1.9131,3.1322,0.9802,1.8076,1.5088,1.3130,0.0183,17.8435,0.5546,34.4066,16.1886,10.5934
2026-05-18,137670881459.1,4.4213,0.9299,3.6190,2.2983,1.9131,3.0552,0.9776,1.8076,1.5088,1.3130,0.0188,17.4045,0.5383,34.4066,16.1886,10.5934
2026-05-15,140819951474.88,4.5224,0.9402,3.6258,2.2989,1.9131,3.1251,0.9802,1.8076,1.5096,1.3130,0.0183,17.8026,0.5520,34.4066,16.2050,10.5934
2026-05-14,145341693036.0,4.6677,0.9617,3.6237,2.2986,1.9131,3.2254,0.9837,1.8076,1.5092,1.3130,0.0178,18.3743,0.5746,34.4066,16.1968,10.5934
2026-05-13,145341693036.0,4.6677,0.9621,3.6190,2.2983,1.9131,3.2254,0.9841,1.8076,1.5088,1.3130,0.0178,18.3743,0.5749,34.4066,16.1886,10.5934
2026-05-12,143646039950.58,4.6132,0.9540,3.6190,2.2983,1.9131,3.1878,0.9828,1.8076,1.5088,1.3130,0.0180,18.1599,0.5650,34.4066,16.1886,10.5934
2026-05-11,148329272281.74,4.7636,0.9686,3.6190,2.2983,1.9131,3.2917,0.9867,1.8076,1.5088,1.3130,0.0174,18.7520,0.5938,34.4066,16.1886,10.5934
2026-05-08,157372755403.98,5.0540,0.9858,3.6258,2.2989,1.9131,3.4924,0.9940,1.8076,1.5096,1.3130,0.0164,19.8952,0.6294,34.4066,16.2050,10.5934
2026-05-07,148813744591.86,4.7792,0.9703,3.6237,2.2986,1.9131,3.3025,0.9875,1.8076,1.5092,1.3130,0.0174,18.8132,0.5957,34.4066,16.1968,10.5934
2026-05-06,150509397677.28,4.8336,0.9742,3.6190,2.2983,1.9131,3.3401,0.9892,1.8076,1.5088,1.3130,0.0172,19.0276,0.6084,34.4066,16.1886,10.5934
2026-04-30,142111877635.2,4.5639,0.9467,3.6315,2.2989,1.9131,3.1538,0.9837,1.8076,1.5096,1.3130,0.0182,17.9659,0.5548,34.4066,16.2098,10.5934
2026-04-29,142192623020.22,4.5665,0.9471,3.6258,2.2989,1.9131,3.1555,0.9841,1.8076,1.5096,1.3130,0.0182,17.9762,0.5567,34.4066,16.2050,10.5934
2026-04-28,135652246833.6,4.3565,0.9170,3.6258,2.2989,1.9131,3.0104,0.9819,1.8076,1.5096,1.3130,0.0190,17.1493,0.5297,34.4066,16.2050,10.5934
2026-04-27,138801316849.38,4.4576,0.9402,3.6258,2.2989,1.9131,3.0803,0.9828,1.8076,1.5096,1.3130,0.0186,17.5474,0.5451,34.4066,16.2050,10.5934
2026-04-24,140739206089.86,4.9948,0.9841,3.6315,2.2989,1.9131,3.2726,0.9875,1.8076,1.5096,1.3131,0.0184,23.4093,0.7045,33.9881,16.2146,10.5945
2026-04-23,141465914555.04,5.0206,0.9854,3.6315,2.2989,1.9131,3.2895,0.9880,1.8076,1.5096,1.3130,0.0183,23.5302,0.7065,34.4066,16.2098,10.5934
2026-04-22,145018711495.92,5.1467,0.9875,3.6258,2.2989,1.9131,3.3721,0.9901,1.8076,1.5096,1.3130,0.0178,24.1212,0.7094,34.4066,16.2050,10.5934
2026-04-21,154142940003.18,5.4705,0.9953,3.6258,2.2989,1.9131,3.5843,0.9974,1.8076,1.5096,1.3130,0.0168,25.6388,0.7270,34.4066,16.2050,10.5934
2026-04-20,154062194618.16,5.4676,0.9948,3.6258,2.2989,1.9131,3.5824,0.9966,1.8076,1.5096,1.3130,0.0168,25.6254,0.7266,34.4066,16.2050,10.5934
2026-04-17,149782689212.1,5.3157,0.9931,3.6315,2.2989,1.9131,3.4829,0.9948,1.8076,1.5096,1.3131,0.0173,24.9136,0.7165,33.9881,16.2146,10.5945
2026-04-16,145987656116.16,5.1811,0.9905,3.6315,2.2989,1.9131,3.3946,0.9927,1.8076,1.5096,1.3130,0.0177,24.2823,0.7112,34.4066,16.2098,10.5934
2026-04-15,148894489976.88,5.2842,0.9927,3.6258,2.2989,1.9131,3.4622,0.9944,1.8076,1.5096,1.3130,0.0174,24.7658,0.7132,34.4066,16.2050,10.5934
2026-04-14,149621198442.06,5.3100,0.9931,3.6258,2.2989,1.9131,3.4791,0.9948,1.8076,1.5096,1.3130,0.0173,24.8867,0.7154,34.4066,16.2050,10.5934
2026-04-13,147118091506.44,5.2212,0.9923,3.6258,2.2989,1.9131,3.4209,0.9940,1.8076,1.5096,1.3130,0.0176,24.4703,0.7120,34.4066,16.2050,10.5934
2026-04-10,154062194618.16,5.4676,0.9953,3.6315,2.2989,1.9131,3.5824,0.9970,1.8076,1.5096,1.3131,0.0168,25.6254,0.7259,33.9881,16.2146,10.5945
2026-04-09,159472135414.5,5.6596,0.9979,3.6315,2.2989,1.9131,3.7082,0.9983,1.8076,1.5096,1.3130,0.0162,26.5252,0.7391,34.4066,16.2098,10.5934
2026-04-08,162782696200.32,5.7771,0.9987,3.6258,2.2989,1.9131,3.7851,0.9987,1.8076,1.5096,1.3130,0.0159,27.0759,0.7438,34.4066,16.2050,10.5934
2026-04-07,163590150050.52,5.8058,0.9991,3.6258,2.2989,1.9131,3.8039,0.9991,1.8076,1.5096,1.3130,0.0158,27.2102,0.7451,34.4066,16.2050,10.5934
2026-04-03,164639840055.78,5.8430,0.9996,3.6315,2.2989,1.9131,3.8283,0.9996,1.8076,1.5096,1.3131,0.0157,27.3848,0.7461,33.9881,16.2146,10.5945
2026-04-02,157211264633.94,5.5794,0.9983,3.6315,2.2989,1.9131,3.6556,0.9996,1.8076,1.5096,1.3130,0.0164,26.1492,0.7366,34.4066,16.2098,10.5934
2026-04-01,145341693036.0,5.1581,0.9940,3.6258,2.2989,1.9131,3.3796,0.9961,1.8076,1.5096,1.3130,0.0178,24.1749,0.7107,34.4066,16.2050,10.5934
2026-03-31,132099449892.72,4.6882,0.9690,3.6258,2.2989,1.9131,3.0717,0.9901,1.8076,1.5096,1.3130,0.0196,21.9723,0.6866,34.4066,16.2050,10.5934
2026-03-30,137509390689.06,4.8802,0.9850,3.6258,2.2989,1.9131,3.1975,0.9923,1.8076,1.5096,1.3130,0.0188,22.8721,0.6969,34.4066,16.2050,10.5934
2026-03-27,138074608384.2,4.9002,0.9858,3.6315,2.2989,1.9131,3.2106,0.9927,1.8076,1.5096,1.3131,0.0187,22.9661,0.6972,33.9881,16.2146,10.5945
2026-03-26,134764047598.38,5.2208,0.9948,3.6315,2.2989,1.9131,3.3050,0.9948,1.8076,1.5096,1.3130,0.0135,26.7487,0.7422,34.4066,16.2098,10.5934
2026-03-25,140577715319.82,5.4460,0.9970,3.6258,2.2989,1.9131,3.4475,0.9970,1.8076,1.5096,1.3130,0.0130,27.9026,0.7485,34.4066,16.2050,10.5934
2026-03-24,146149146886.2,5.6618,0.9996,3.6258,2.2989,1.9131,3.5842,0.9996,1.8076,1.5096,1.3130,0.0125,29.0085,0.7545,34.4066,16.2050,10.5934
2026-03-23,137267154534.0,5.3178,0.9970,3.6258,2.2989,1.9131,3.3663,0.9970,1.8076,1.5096,1.3130,0.0133,27.2455,0.7468,34.4066,16.2050,10.5934
2026-03-20,135490756063.56,5.2489,0.9970,3.6315,2.2989,1.9131,3.3228,0.9970,1.8076,1.5096,1.3131,0.0135,26.8929,0.7448,33.9881,16.2146,10.5945
2026-03-19,142596349945.32,5.5242,0.9983,3.6315,2.2989,1.9131,3.4970,0.9983,1.8076,1.5096,1.3130,0.0128,28.3033,0.7503,34.4066,16.2098,10.5934
2026-03-18,145503183806.04,5.6368,0.9996,3.6258,2.2989,1.9131,3.5683,0.9996,1.8076,1.5096,1.3130,0.0125,28.8802,0.7541,34.4066,16.2050,10.5934
2026-03-17,133149139897.98,5.1582,0.9961,3.6258,2.2989,1.9131,3.2654,0.9974,1.8076,1.5096,1.3130,0.0137,26.4281,0.7429,34.4066,16.2050,10.5934
2026-03-16,135248519908.5,5.2396,0.9979,3.6258,2.2989,1.9131,3.3168,0.9979,1.8076,1.5096,1.3130,0.0135,26.8448,0.7451,34.4066,16.2050,10.5934
2026-03-13,125801309861.16,4.8736,0.9854,3.6315,2.2989,1.9131,3.0852,0.9953,1.8072,1.5096,1.3131,0.0145,24.9697,0.7208,33.9881,16.2146,10.5945
2026-03-12,128950379876.94,4.9956,0.9936,3.6315,2.2989,1.9131,3.1624,0.9966,1.8072,1.5096,1.3130,0.0142,25.5948,0.7310,34.4066,16.2098,10.5934
2026-03-11,131614977582.6,5.0988,0.9957,3.6258,2.2989,1.9131,3.2277,0.9974,1.8069,1.5096,1.3130,0.0139,26.1236,0.7395,34.4066,16.2050,10.5934
2026-03-10,132987649127.94,5.1520,0.9966,3.6258,2.2989,1.9131,3.2614,0.9979,1.8061,1.5096,1.3130,0.0137,26.3961,0.7429,34.4066,16.2050,10.5934
2026-03-09,126931745251.44,4.9174,0.9901,3.6258,2.2989,1.9131,3.1129,0.9974,1.8059,1.5096,1.3130,0.0144,25.1941,0.7257,34.4066,16.2050,10.5934
2026-03-06,138236099154.24,5.3553,0.9983,3.6315,2.2989,1.9131,3.3901,0.9983,1.8044,1.5096,1.3131,0.0132,27.4378,0.7487,33.9881,16.2146,10.5945
2026-03-05,140981442244.92,5.4616,0.9987,3.6315,2.2989,1.9131,3.4574,0.9987,1.8044,1.5096,1.3130,0.0129,27.9827,0.7503,34.4066,16.2098,10.5934
2026-03-04,143000076870.42,5.5398,0.9991,3.6258,2.2989,1.9131,3.5069,0.9991,1.8042,1.5096,1.3130,0.0128,28.3834,0.7519,34.4066,16.2050,10.5934
2026-03-03,158664681564.3,6.1467,1.0000,3.6258,2.2989,1.9131,3.8911,1.0000,1.8042,1.5096,1.3130,0.0115,31.4926,0.7704,34.4066,16.2050,10.5934
2026-03-02,144211257645.72,5.5868,1.0000,3.6258,2.2989,1.9131,3.5366,1.0000,1.8042,1.5096,1.3130,0.0127,28.6238,0.7537,34.4066,16.2050,10.5934
2026-02-27,131130505272.48,5.0800,0.9974,3.6315,2.2989,1.9131,3.2159,1.0000,1.8042,1.5096,1.3131,0.0139,26.0275,0.7410,33.9881,16.2146,10.5945
2026-02-26,125962800631.2,4.8798,0.9880,3.6315,2.2989,1.9131,3.0891,1.0000,1.8042,1.5096,1.3130,0.0145,25.0018,0.7263,34.4066,16.2098,10.5934
2026-02-25,119099442904.5,4.6139,0.9613,3.6315,2.2989,1.9131,2.9208,1.0000,1.8039,1.5096,1.3130,0.0153,23.6395,0.7159,34.4066,16.2098,10.5934
2026-02-24,108279561311.82,4.1948,0.8771,3.6315,2.2989,1.9131,2.6555,1.0000,1.8034,1.5096,1.3130,0.0169,21.4919,0.6833,34.4066,16.2098,10.5934
2026-02-13,98428624339.38,3.8131,0.8269,3.6442,2.3038,1.9132,2.4139,0.9979,1.8020,1.5103,1.3131,0.0185,19.5366,0.6290,33.8951,16.2431,10.5994
2026-02-12,106745398996.44,4.1353,0.8697,3.6427,2.3037,1.9132,2.6178,1.0000,1.8008,1.5103,1.3131,0.0171,21.1874,0.6781,33.8951,16.2431,10.5994
2026-02-11,97055952794.04,3.7600,0.8195,3.6427,2.3035,1.9131,2.3802,0.9974,1.8008,1.5103,1.3131,0.0188,19.2642,0.6239,33.9881,16.2430,10.5945
2026-02-10,99478314344.64,3.8538,0.8340,3.6415,2.3020,1.9131,2.4396,0.9991,1.8002,1.5101,1.3131,0.0183,19.7450,0.6345,33.9881,16.2393,10.5945
2026-02-09,97055952794.04,3.7600,0.8202,3.6317,2.3005,1.9131,2.3802,0.9983,1.8002,1.5100,1.3131,0.0188,19.2642,0.6245,33.9881,16.2356,10.5945
2026-02-06,91726757382.72,3.5535,0.7836,3.6315,2.2997,1.9131,2.2495,0.9893,1.8002,1.5098,1.3131,0.0199,18.2064,0.5745,33.9881,16.2251,10.5945
2026-02-05,94068373548.3,3.6442,0.8015,3.6315,2.2989,1.9131,2.3069,0.9948,1.8000,1.5096,1.3131,0.0194,18.6712,0.5984,33.9881,16.2146,10.5945
2026-02-04,96894462024.0,3.7537,0.8192,3.6315,2.2989,1.9131,2.3762,0.9979,1.7999,1.5096,1.3131,0.0188,19.2321,0.6237,33.9881,16.2146,10.5945
2026-02-03,93018683543.04,3.6036,0.7960,3.6315,2.2989,1.9131,2.2812,0.9944,1.7998,1.5096,1.3131,0.0196,18.4628,0.5889,33.9881,16.2146,10.5945
2026-02-02,87124270436.58,3.3752,0.7547,3.6317,2.2989,1.9131,2.1366,0.9790,1.7998,1.5096,1.3131,0.0209,17.2929,0.5374,33.9881,16.2146,10.5945
2026-01-30,91726757382.72,3.5535,0.7832,3.6427,2.2997,1.9131,2.2495,0.9910,1.7997,1.5098,1.3131,0.0199,18.2064,0.5762,33.9881,16.2098,10.5945
2026-01-29,89062159677.06,3.4503,0.7663,3.6427,2.2989,1.9131,2.1842,0.9841,1.7997,1.5096,1.3131,0.0205,17.6775,0.5563,33.9881,16.2050,10.5945
2026-01-28,90192595067.34,3.4941,0.7728,3.6448,2.2989,1.9131,2.2119,0.9875,1.7996,1.5096,1.3131,0.0202,17.9019,0.5619,33.9881,16.2050,10.5945
2026-01-27,90757812762.48,3.5160,0.7762,3.6448,2.2989,1.9131,2.2258,0.9893,1.7996,1.5096,1.3131,0.0201,18.0141,0.5687,33.9881,16.1886,10.5945
2026-01-26,91888248152.76,3.5598,0.7835,3.6448,2.2989,1.9131,2.2535,0.9914,1.7981,1.5096,1.3131,0.0199,18.2385,0.5782,33.9881,16.1886,10.5945
2026-01-23,87285761206.62,3.3815,0.7553,3.6467,2.2997,1.9131,2.1406,0.9815,1.7981,1.5098,1.3131,0.0209,17.3249,0.5406,33.9881,16.1968,10.5945
2026-01-22,89304395832.12,3.4597,0.7676,3.6467,2.2989,1.9131,2.1901,0.9880,1.7981,1.5096,1.3131,0.0204,17.7256,0.5588,33.9881,16.1886,10.5945
2026-01-21,89223650447.1,3.4565,0.7672,3.6467,2.2989,1.9131,2.1881,0.9871,1.7980,1.5096,1.3131,0.0205,17.7096,0.5584,33.9881,16.1886,10.5945
2026-01-20,90838558147.5,3.5191,0.7762,3.6467,2.2989,1.9131,2.2277,0.9905,1.7975,1.5096,1.3131,0.0201,18.0301,0.5696,33.9881,16.1886,10.5945
2026-01-19,92453465847.9,3.5817,0.7874,3.6467,2.2989,1.9131,2.2673,0.9931,1.7975,1.5096,1.3131,0.0197,18.3507,0.5799,33.9881,16.1886,10.5945
2026-01-16,90596321992.44,3.5097,0.7733,3.6537,2.2997,1.9131,2.2218,0.9906,1.7975,1.5098,1.3131,0.0201,17.9820,0.5655,33.9881,16.1968,10.5945
2026-01-15,91968993537.78,3.5629,0.7814,3.6537,2.2989,1.9131,2.2555,0.9927,1.7973,1.5096,1.3131,0.0198,18.2545,0.5777,33.9881,16.1886,10.5945
2026-01-14,90838558147.5,3.5191,0.7758,3.6537,2.2989,1.9131,2.2277,0.9918,1.7973,1.5096,1.3131,0.0201,18.0301,0.5696,33.9881,16.1886,10.5945
2026-01-13,90515576607.42,3.5066,0.7732,3.6616,2.2989,1.9131,2.2198,0.9914,1.7973,1.5096,1.3131,0.0202,17.9660,0.5640,33.9881,16.1886,10.5945
2026-01-12,86397561971.4,3.3471,0.7509,3.6647,2.2989,1.9131,2.1188,0.9811,1.7973,1.5096,1.3131,0.0211,17.1486,0.5348,33.9881,16.1886,10.5945
2026-01-09,79372713474.66,3.0749,0.7115,3.6745,2.2997,1.9131,1.9465,0.9223,1.7973,1.5098,1.3131,0.0230,15.7543,0.4916,33.9881,16.1968,10.5945
2026-01-08,77515569619.2,3.0030,0.7075,3.6745,2.2989,1.9131,1.9010,0.8991,1.7973,1.5096,1.3131,0.0235,15.3857,0.4871,33.9881,16.2050,10.5945
2026-01-07,72751591903.02,2.8184,0.6684,3.6745,2.2989,1.9131,1.7842,0.7822,1.7973,1.5096,1.3131,0.0251,14.4401,0.4527,33.9881,16.2146,10.5945
2026-01-06,73801281908.28,2.8591,0.6847,3.6757,2.2989,1.9131,1.8099,0.8183,1.7973,1.5096,1.3131,0.0247,14.6485,0.4613,33.9881,16.2356,10.5945
2026-01-05,72428610362.94,2.8059,0.6615,3.6766,2.2989,1.9131,1.7762,0.7741,1.7973,1.5096,1.3131,0.0252,14.3760,0.4493,33.9881,16.2430,10.5945
2025-12-31,72509355747.96,2.8090,0.6629,3.6867,2.2997,1.9131,1.7782,0.7754,1.7980,1.5098,1.3131,0.0252,14.3920,0.4500,33.9881,16.2807,10.5945
2025-12-30,72509355747.96,2.8090,0.6629,3.6872,2.2997,1.9131,1.7782,0.7754,1.7981,1.5098,1.3131,0.0252,14.3920,0.4500,33.9881,16.3332,10.5945
2025-12-29,73639791138.24,2.8528,0.6810,3.6872,2.2997,1.9131,1.8059,0.8102,1.7981,1.5098,1.3131,0.0248,14.6164,0.4581,33.9881,16.3591,10.5945
2025-12-26,71944138052.82,2.7871,0.6524,3.7023,2.3005,1.9131,1.7644,0.7618,1.7996,1.5100,1.3131,0.0254,14.2799,0.4459,33.9881,16.3713,10.5945
2025-12-25,71944138052.82,2.7871,0.6526,3.7023,2.2997,1.9131,1.7644,0.7621,1.7996,1.5098,1.3131,0.0254,14.2799,0.4461,33.9881,16.3772,10.5945
2025-12-24,70571466507.48,2.7340,0.6320,3.7087,2.2997,1.9131,1.7307,0.7153,1.7996,1.5098,1.3131,0.0259,14.0074,0.4362,33.9881,16.3859,10.5945
2025-12-23,72024883437.84,2.7903,0.6539,3.7087,2.2997,1.9131,1.7663,0.7621,1.7997,1.5098,1.3131,0.0253,14.2959,0.4465,33.9881,16.4055,10.5945
2025-12-22,72105628822.86,2.7934,0.6574,3.7168,2.2997,1.9131,1.7683,0.7638,1.7997,1.5098,1.3131,0.0253,14.3119,0.4465,33.9881,16.4376,10.5945
2025-12-19,68714322652.02,2.6620,0.5923,3.7190,2.3005,1.9131,1.6852,0.6519,1.7998,1.5100,1.3131,0.0266,13.6388,0.4210,33.9881,16.4531,10.5945
2025-12-18,71701901897.76,2.7777,0.6483,3.7190,2.2997,1.9131,1.7584,0.7535,1.7998,1.5098,1.3131,0.0255,14.2318,0.4440,33.9881,16.4635,10.5945
2025-12-17,70732957277.52,2.7402,0.6342,3.7197,2.2997,1.9131,1.7347,0.7213,1.7999,1.5098,1.3131,0.0258,14.0395,0.4358,33.9881,16.4868,10.5945
2025-12-16,67503141876.72,2.6151,0.5775,3.7221,2.2997,1.9131,1.6555,0.6299,1.8000,1.5098,1.3131,0.0270,13.3984,0.4109,33.9881,16.4998,10.5945
2025-12-15,69602521887.24,2.6964,0.6106,3.7292,2.2997,1.9131,1.7069,0.6784,1.8002,1.5098,1.3131,0.0262,13.8151,0.4277,33.9881,16.5115,10.5945
2025-12-12,67664632646.76,2.6213,0.5790,3.7296,2.3005,1.9131,1.6594,0.6318,1.8002,1.5100,1.3131,0.0270,13.4304,0.4133,33.9881,16.5420,10.5945
2025-12-11,66211215716.4,2.5650,0.5599,3.7296,2.2997,1.9131,1.6238,0.6097,1.8002,1.5098,1.3131,0.0276,13.1420,0.4040,33.9881,16.5421,10.5945
2025-12-10,66372706486.44,2.5713,0.5629,3.7296,2.2997,1.9131,1.6277,0.6110,1.8008,1.5098,1.3131,0.0275,13.1740,0.4040,33.9881,16.5637,10.5945
2025-12-09,66453451871.46,2.5744,0.5633,3.7296,2.2997,1.9131,1.6297,0.6114,1.8020,1.5098,1.3131,0.0275,13.1900,0.4040,33.9881,16.5944,10.5945
2025-12-08,67341651106.68,2.6088,0.5723,3.7296,2.2997,1.9131,1.6515,0.6252,1.8024,1.5098,1.3131,0.0271,13.3663,0.4079,33.9881,16.6158,10.5945
2025-12-05,67180160336.64,2.6026,0.5695,3.7378,2.3005,1.9131,1.6475,0.6232,1.8034,1.5100,1.3131,0.0272,13.3343,0.4073,33.9881,16.6281,10.5945
2025-12-04,71378920357.68,2.7652,0.6380,3.7378,2.2997,1.9131,1.7505,0.7394,1.8034,1.5098,1.3131,0.0256,14.1677,0.4371,33.9881,16.6281,10.5945
2025-12-03,70732957277.52,2.7402,0.6307,3.7464,2.2997,1.9131,1.7347,0.7179,1.8039,1.5098,1.3131,0.0258,14.0395,0.4324,33.9881,16.6289,10.5945
2025-12-02,70248484967.4,2.7214,0.6222,3.7485,2.2997,1.9131,1.7228,0.6973,1.8042,1.5098,1.3131,0.0260,13.9433,0.4307,33.9881,16.6318,10.5945
2025-12-01,78000041929.32,3.0217,0.6969,3.7578,2.2997,1.9131,1.9129,0.8922,1.8042,1.5098,1.3131,0.0234,15.4819,0.4775,33.9881,16.6447,10.5945
2025-11-28,71136684202.62,2.7558,0.6343,3.7633,2.3005,1.9131,1.7446,0.7313,1.8042,1.5100,1.3131,0.0257,14.1196,0.4348,33.9881,16.6556,10.5945
2025-11-27,69844758042.3,2.7058,0.6131,3.7633,2.2997,1.9131,1.7129,0.6840,1.8042,1.5098,1.3131,0.0261,13.8632,0.4277,33.9881,16.6631,10.5945
2025-11-26,69844758042.3,2.7058,0.6131,3.7670,2.2997,1.9131,1.7129,0.6840,1.8042,1.5098,1.3131,0.0261,13.8632,0.4277,33.9881,16.6706,10.5945
2025-11-25,71459665742.7,2.7684,0.6372,3.7720,2.2997,1.9131,1.7525,0.7385,1.8042,1.5098,1.3131,0.0255,14.1837,0.4350,33.9881,16.6706,10.5945
2025-11-24,72913082673.06,2.8247,0.6608,3.7721,2.2997,1.9131,1.7881,0.7754,1.8044,1.5098,1.3131,0.0250,14.4722,0.4418,33.9881,16.6761,10.5945
2025-11-21,70813702662.54,2.7433,0.6300,3.7809,2.3005,1.9131,1.7366,0.7185,1.8069,1.5100,1.3131,0.0258,14.0555,0.4313,33.9881,16.6816,10.5945
2025-11-20,72428610362.94,2.8059,0.6509,3.7809,2.2997,1.9131,1.7762,0.7634,1.8069,1.5098,1.3131,0.0252,14.3760,0.4388,33.9881,16.6898,10.5945
2025-11-19,74931717298.56,2.9029,0.6810,3.7809,2.2997,1.9131,1.8376,0.8437,1.8072,1.5098,1.3131,0.0244,14.8728,0.4556,33.9881,16.7028,10.5945
2025-11-18,71459665742.7,2.7684,0.6368,3.7826,2.2997,1.9131,1.7525,0.7381,1.8072,1.5098,1.3131,0.0255,14.1837,0.4345,33.9881,16.7104,10.5945
2025-11-17,74285754218.4,2.8778,0.6758,3.7856,2.2997,1.9131,1.8218,0.8252,1.8073,1.5098,1.3131,0.0246,14.7446,0.4495,33.9881,16.7133,10.5945
2025-11-14,73962772678.32,2.8653,0.6721,3.7895,2.3005,1.9131,1.8139,0.8103,1.8076,1.5100,1.3131,0.0247,14.6805,0.4476,33.9881,16.7258,10.5945
2025-11-13,73316809598.16,2.8403,0.6634,3.7895,2.2997,1.9131,1.7980,0.7875,1.8073,1.5098,1.3131,0.0249,14.5523,0.4448,33.9881,16.7294,10.5945
2025-11-12,69118049577.12,2.6776,0.5985,3.7895,2.2997,1.9131,1.6951,0.6625,1.8076,1.5098,1.3131,0.0264,13.7189,0.4216,33.9881,16.7448,10.5945
2025-11-11,68714322652.02,2.6620,0.5895,3.7981,2.2997,1.9131,1.6852,0.6492,1.8076,1.5098,1.3131,0.0266,13.6388,0.4182,33.9881,16.7579,10.5945
2025-11-10,68795068037.04,2.6651,0.5912,3.7981,2.2997,1.9131,1.6871,0.6514,1.8076,1.5098,1.3131,0.0265,13.6548,0.4195,33.9881,16.7638,10.5945
2025-11-07,70006248812.34,2.7121,0.6150,3.8126,2.3005,1.9131,1.7168,0.6863,1.8076,1.5100,1.3131,0.0261,13.8952,0.4275,33.9881,16.7853,10.5945
2025-11-06,68714322652.02,2.6620,0.5895,3.8126,2.2997,1.9131,1.6852,0.6492,1.8076,1.5098,1.3131,0.0266,13.6388,0.4182,33.9881,16.7862,10.5945
2025-11-05,67745378031.78,2.6245,0.5775,3.8173,2.2997,1.9131,1.6614,0.6312,1.8080,1.5098,1.3131,0.0269,13.4465,0.4122,33.9881,16.7929,10.5945
2025-11-04,67341651106.68,2.6088,0.5719,3.8239,2.2997,1.9131,1.6515,0.6247,1.8080,1.5098,1.3131,0.0271,13.3663,0.4075,33.9881,16.8050,10.5945
2025-11-03,74447244988.44,2.8841,0.6733,3.8239,2.2997,1.9131,1.8257,0.8248,1.8090,1.5098,1.3131,0.0245,14.7767,0.4461,33.9881,16.8242,10.5945
2025-10-31,74770226528.52,2.8966,0.6751,3.8239,2.3005,1.9131,1.8337,0.8339,1.8095,1.5100,1.3131,0.0244,14.8408,0.4494,33.9881,16.8483,10.5945
