date,市值(元),PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值
2025-08-20,127342240973.37,0.6830,,,,,15.9094,,,,,0.0294,16.6267,,,,,1.4348,,,,,0.6883,,,,
2025-08-19,126388366509.15,0.6778,,,,,15.7902,,,,,0.0296,16.5021,,,,,1.4240,,,,,0.6832,,,,
2025-08-18,128243122411.8,0.6878,,,,,16.0219,,,,,0.0292,16.7443,,,,,1.4449,,,,,0.6932,,,,
2025-08-15,127872171231.27,0.6858,,,,,15.9756,,,,,0.0293,16.6959,,,,,1.4408,,,,,0.6912,,,,
2025-08-14,128243122411.8,0.6878,,,,,16.0219,,,,,0.0292,16.7443,,,,,1.4449,,,,,0.6932,,,,
2025-08-13,128667066618.12,0.6901,,,,,16.0749,,,,,0.0291,16.7996,,,,,1.4497,,,,,0.6955,,,,
2025-08-12,128667066618.12,0.6901,,,,,16.0749,,,,,0.0291,16.7996,,,,,1.4497,,,,,0.6955,,,,
2025-08-11,129355975953.39,0.6938,,,,,16.1609,,,,,0.0290,16.8896,,,,,1.4575,,,,,0.6992,,,,
2025-08-08,128455094514.96,0.6889,,,,,16.0484,,,,,0.0292,16.7720,,,,,1.4473,,,,,0.6943,,,,
2025-08-07,127236254921.79,0.6824,,,,,15.8961,,,,,0.0294,16.6128,,,,,1.4336,,,,,0.6877,,,,
2025-08-06,123844701271.23,0.6642,,,,,15.4724,,,,,0.0303,16.1700,,,,,1.3954,,,,,0.6694,,,,
2025-08-05,123897694297.02,0.6645,,,,,15.4790,,,,,0.0302,16.1769,,,,,1.3960,,,,,0.6697,,,,
2025-08-04,124321638503.34,0.6668,,,,,15.5320,,,,,0.0301,16.2323,,,,,1.4008,,,,,0.6720,,,,
2025-08-01,124003680348.6,0.6650,,,,,15.4923,,,,,0.0302,16.1908,,,,,1.3972,,,,,0.6703,,,,
2025-07-31,124798575735.45,0.6693,,,,,15.5916,,,,,0.0300,16.2946,,,,,1.4061,,,,,0.6746,,,,
2025-07-30,128402101489.17,0.6886,,,,,16.0418,,,,,0.0292,16.7651,,,,,1.4467,,,,,0.6940,,,,
2025-07-29,128243122411.8,0.6878,,,,,16.0219,,,,,0.0292,16.7443,,,,,1.4449,,,,,0.6932,,,,
2025-07-28,128773052669.7,0.6906,,,,,16.0881,,,,,0.0291,16.8135,,,,,1.4509,,,,,0.6960,,,,
2025-07-25,129249989901.81,0.6932,,,,,16.1477,,,,,0.0290,16.8758,,,,,1.4563,,,,,0.6986,,,,
2025-07-24,133754397093.96,0.7173,,,,,16.7104,,,,,0.0280,17.4639,,,,,1.5070,,,,,0.7230,,,,
2025-07-23,132747529603.95,0.7119,,,,,16.5847,,,,,0.0282,17.3324,,,,,1.4957,,,,,0.7175,,,,
2025-07-22,143982051071.43,0.7722,,,,,17.9882,,,,,0.0260,18.7993,,,,,1.6223,,,,,0.7783,,,,
2025-07-21,130892773701.3,0.7020,,,,,16.3529,,,,,0.0286,17.0903,,,,,1.4748,,,,,0.7075,,,,
2025-07-18,118969342898.55,0.6380,,,,,14.8633,,,,,0.0315,15.5334,,,,,1.3404,,,,,0.6431,,,,
2025-07-17,118439412640.65,0.6352,,,,,14.7971,,,,,0.0316,15.4643,,,,,1.3345,,,,,0.6402,,,,
2025-07-16,118333426589.07,0.6346,,,,,14.7838,,,,,0.0317,15.4504,,,,,1.3333,,,,,0.6396,,,,
2025-07-15,119764238285.4,0.6423,,,,,14.9626,,,,,0.0313,15.6372,,,,,1.3494,,,,,0.6473,,,,
2025-07-14,122784840755.43,0.6585,,,,,15.3400,,,,,0.0305,16.0316,,,,,1.3834,,,,,0.6637,,,,
2025-07-11,119764238285.4,0.6423,,,,,14.9626,,,,,0.0313,15.6372,,,,,1.3494,,,,,0.6473,,,,
2025-07-10,120029203414.35,0.6437,,,,,14.9957,,,,,0.0312,15.6718,,,,,1.3524,,,,,0.6488,,,,
2025-07-09,118810363821.18,0.6372,,,,,14.8434,,,,,0.0315,15.5127,,,,,1.3387,,,,,0.6422,,,,
2025-07-08,118598391718.02,0.6361,,,,,14.8169,,,,,0.0316,15.4850,,,,,1.3363,,,,,0.6410,,,,
2025-07-07,118015468434.33,0.6329,,,,,14.7441,,,,,0.0317,15.4089,,,,,1.3297,,,,,0.6379,,,,
