date,自由现金流量,经营活动产生的现金流量净额对净利润的比率,经营活动产生的现金流量净额,累积同比
2026-03-31,7672757926,2.1862,325689774,-0.3528
2025-12-31,7277583468,2.116,16643907685,-0.0992
2025-09-30,10250658377,2.1787,11099688251,0.0727
2025-06-30,10595619645,2.293,8286543551,0.2061
2025-03-31,8475381997,2.367,502573548,2.1492
2024-12-31,7529996673,2.411,18476252523,-0.0796
2024-09-30,7721206629,2.9987,10347782944,0.0715
2024-06-30,8723924270,2.9896,6870679207,0.3575
2024-03-31,3513999616,1.7951,159585210,-0.9487
2023-12-31,6171122799,1.8704,20105563570,1.0836
2023-09-30,-4087625539,0.7834,9701151089,0.0113
2023-06-30,-5964155216,0.8023,5077428238,0.1363
2023-03-31,-13295778493,0.7202,3094318090,0.077
2022-12-31,-16739181595,0.5979,9649267916,-0.7153
2022-09-30,-5392985928,0.9202,9592711709,-0.5527
2022-06-30,736065301,0.9003,4468348253,-0.6379
2022-03-31,12641894504,0.9548,2873651507,-0.4201
2021-12-31,19313099467,0.9922,33900528874,-0.0265
2021-09-30,19843140503,0.9701,21451555718,-0.0902
2021-06-30,21101653228,0.9263,12296863381,-0.1555
2021-03-31,27883282913,1.002,4955235602,1.1466
2020-12-31,25716720911,0.9568,34797212544,-0.1458
2020-09-30,30346295014,1.0754,23511398653,-0.0963
2020-06-30,31768732191,1.154,14561589897,0.0039
2020-03-31,29890311632,1.1492,2308410481,-0.5395
2019-12-31,32087346544,1.1859,40738204985,0.1298
2019-09-30,33408151377,1.2286,26015474400,0.2605
2019-06-30,32542083922,1.1722,14504323695,0.2141
2019-03-31,32283369388,1.1904,5012392822,0.6412
2018-12-31,31360667677,1.177,36058966899,1.0768
2018-09-30,25305220564,1.0623,20638241562,1.3428
2018-06-30,20960786840,1.0697,11946486450,1.367
2018-03-31,14569563368,0.9563,3054024789,0.3889
2017-12-31,13810948825,1.0569,17363026840,0.3157
2017-09-30,9426669139,1.0637,8809330024,0.0737
2017-06-30,8644783358,1.082,5047043412,0.0814
2017-03-31,8578437363,1.3585,2198942725,0.2689
2016-12-31,8374622672,1.4744,13196752191,0.3319
2016-09-30,8595778701,1.5246,8204458410,0.2945
