date,流动比率,流动资产合计,应收账款,资产合计,经营活动产生的现金流量净额对净利润的比率,净资产收益率(ROE),总资产收益率(ROA),自由现金流量,有息负债率,长期负债合计,经营活动产生的现金流量净额,速动比率,货币资金,营业收入,基本每股收益,净利润率,资产负债率,毛利率(GM),所有者权益合计,流动负债合计,归属于母公司普通股股东的净利润,资本回报率(ROIC),负债合计
2026-03-31,3.6353,0,2759768339,253186415151,2.1862,0.037,0.0297,7672757926,0.1034,7236271663,325689774,3.2762,122731847729.64,17066282756,0.28,0.0935,0.19,0.2385,205089542619,2630874110,1467849109,0.0346,48096872532
