date,基本每股收益,累积同比,归属于母公司普通股股东的净利润,营业收入
2026-03-31,0.28,-0.1765,1467849109,17066282756
2025-12-31,1.5374,0.0542,8113068470,82532050796
2025-09-30,1.19,0.202,6304500533,61297773984
2025-06-30,0.83,0.3175,4367868080,41291785084
2025-03-31,0.34,0.2143,1810438616,19051478805
2024-12-31,1.46,-0.2589,7696117949,91029615303
2024-09-30,0.99,-0.3963,5198463674,68150360320
2024-06-30,0.63,-0.4836,3325645881,45565621660
2024-03-31,0.28,-0.4167,1502318719,21327718918
2023-12-31,1.97,-0.3345,10430137630,140999428017
2023-09-30,1.64,-0.2991,8672164825,99043380651
2023-06-30,1.2206,-0.3426,6468470545,65436306977
2023-03-31,0.48,-0.4839,2550605876,31368454397
2022-12-31,2.96,-0.5287,15660749869,132021553710
2022-09-30,2.34,-0.4455,12418660097,85328097751
2022-06-30,1.8568,-0.3426,9839771524,56275748879
2022-03-31,0.93,-0.1545,4925205596,25461775046
2021-12-31,6.2776,-0.0532,33267069391,167952663813
2021-09-30,4.23,-0.0942,22390267530,121710775277
2021-06-30,2.82,-0.0693,14951192566,80432865217
2021-03-31,1.0961,0.1822,5808625766,34440937087
2020-12-31,6.6291,0.0456,35129690970,176242682223
2020-09-30,4.66,0.0379,24719025756,123983571571
2020-06-30,3.03,0.0521,16069245241,74006895076
2020-03-31,0.9272,-0.1921,4913271547,23207077687
2019-12-31,6.34,0.1261,33592755201,157030328135
2019-09-30,4.4941,0.1496,23815647804,110756382807
2019-06-30,2.88,0.1803,15259702373,71643825802
2019-03-31,1.1476,0.2727,6081260571,30500532480
2018-12-31,5.6261,0.8816,29814284829,128402625696
2018-09-30,3.91,1.1135,20716125528,77792051806
2018-06-30,2.44,0.9213,12942089348,45742247154
2018-03-31,0.9,1.1951,4778069929,18766521999
2017-12-31,2.9918,0.8583,15854670109,75310819763
2017-09-30,1.85,0.6372,9808653716,50038625981
2017-06-30,1.27,1.0159,6716723490,31907916293
2017-03-31,0.41,0.8636,2153217732,13638977156
2016-12-31,1.61,0.1338,8529916783,55931900959
2016-09-30,1.1263,-0.022,5968420630,37949003202
