date,metric,value
2026-03-31,流动比率,3.6353
2026-03-31,流动资产合计,0
2026-03-31,应收账款,2759768339
2026-03-31,资产合计,253186415151
2026-03-31,经营活动产生的现金流量净额对净利润的比率,2.1862
2026-03-31,净资产收益率(ROE),0.037
2026-03-31,总资产收益率(ROA),0.0297
2026-03-31,自由现金流量,7672757926
2026-03-31,有息负债率,0.1034
2026-03-31,长期负债合计,7236271663
2026-03-31,经营活动产生的现金流量净额,325689774
2026-03-31,速动比率,3.2762
2026-03-31,货币资金,122731847729.64
2026-03-31,营业收入,17066282756
2026-03-31,基本每股收益,0.28
2026-03-31,净利润率,0.0935
2026-03-31,资产负债率,0.19
2026-03-31,毛利率(GM),0.2385
2026-03-31,所有者权益合计,205089542619
2026-03-31,流动负债合计,2630874110
2026-03-31,归属于母公司普通股股东的净利润,1467849109
2026-03-31,资本回报率(ROIC),0.0346
2026-03-31,负债合计,48096872532
