date,stockCode,成交量
2025-04-16T00:00:00+08:00,000333,26672900
2025-04-17T00:00:00+08:00,000333,19591300
2025-04-18T00:00:00+08:00,000333,15448400
2025-04-21T00:00:00+08:00,000333,17751400
2025-04-22T00:00:00+08:00,000333,22615500
2025-04-23T00:00:00+08:00,000333,22586900
2025-04-24T00:00:00+08:00,000333,23180800
2025-04-25T00:00:00+08:00,000333,17097200
2025-04-28T00:00:00+08:00,000333,23966000
2025-04-29T00:00:00+08:00,000333,23497400
2025-04-30T00:00:00+08:00,000333,47810000
2025-05-06T00:00:00+08:00,000333,34641200
2025-05-07T00:00:00+08:00,000333,30028100
2025-05-08T00:00:00+08:00,000333,27707600
2025-05-09T00:00:00+08:00,000333,24563900
2025-05-12T00:00:00+08:00,000333,27223900
2025-05-13T00:00:00+08:00,000333,25527800
2025-05-14T00:00:00+08:00,000333,29249600
2025-05-15T00:00:00+08:00,000333,20490200
2025-05-16T00:00:00+08:00,000333,23866000
2025-05-19T00:00:00+08:00,000333,26308600
2025-05-20T00:00:00+08:00,000333,27799500
2025-05-21T00:00:00+08:00,000333,20543800
2025-05-22T00:00:00+08:00,000333,23403400
2025-05-23T00:00:00+08:00,000333,29974600
2025-05-26T00:00:00+08:00,000333,24168900
2025-05-27T00:00:00+08:00,000333,20644900
2025-05-28T00:00:00+08:00,000333,24044900
2025-05-29T00:00:00+08:00,000333,25167700
2025-05-30T00:00:00+08:00,000333,21573300
2025-06-03T00:00:00+08:00,000333,56190800
2025-06-04T00:00:00+08:00,000333,36755400
2025-06-05T00:00:00+08:00,000333,23580300
2025-06-06T00:00:00+08:00,000333,27555900
2025-06-09T00:00:00+08:00,000333,46695600
2025-06-10T00:00:00+08:00,000333,32107400
2025-06-11T00:00:00+08:00,000333,26308300
2025-06-12T00:00:00+08:00,000333,34702900
2025-06-13T00:00:00+08:00,000333,30045200
2025-06-16T00:00:00+08:00,000333,25020500
2025-06-17T00:00:00+08:00,000333,32639500
2025-06-18T00:00:00+08:00,000333,17528800
2025-06-19T00:00:00+08:00,000333,21125300
2025-06-20T00:00:00+08:00,000333,22986400
2025-06-23T00:00:00+08:00,000333,21054500
2025-06-24T00:00:00+08:00,000333,27050100
2025-06-25T00:00:00+08:00,000333,9203000
2025-06-26T00:00:00+08:00,000333,22672600
2025-06-27T00:00:00+08:00,000333,22364000
2025-06-30T00:00:00+08:00,000333,19302300
2025-07-01T00:00:00+08:00,000333,18625200
2025-07-02T00:00:00+08:00,000333,26615500
2025-07-03T00:00:00+08:00,000333,17936900
2025-07-04T00:00:00+08:00,000333,21146200
2025-07-07T00:00:00+08:00,000333,21545300
2025-07-08T00:00:00+08:00,000333,25686700
2025-07-09T00:00:00+08:00,000333,27205300
2025-07-10T00:00:00+08:00,000333,23151400
2025-07-11T00:00:00+08:00,000333,32055400
2025-07-14T00:00:00+08:00,000333,23373900
2025-07-15T00:00:00+08:00,000333,24901000
2025-07-16T00:00:00+08:00,000333,20688800
2025-07-17T00:00:00+08:00,000333,24730000
2025-07-18T00:00:00+08:00,000333,21951200
2025-07-21T00:00:00+08:00,000333,30897100
2025-07-22T00:00:00+08:00,000333,35720400
2025-07-23T00:00:00+08:00,000333,36987200
2025-07-24T00:00:00+08:00,000333,29069900
2025-07-25T00:00:00+08:00,000333,24456200
2025-07-28T00:00:00+08:00,000333,37773600
2025-07-29T00:00:00+08:00,000333,39836900
2025-07-30T00:00:00+08:00,000333,41132500
2025-07-31T00:00:00+08:00,000333,69477700
2025-08-01T00:00:00+08:00,000333,28644700
2025-08-04T00:00:00+08:00,000333,19776600
2025-08-05T00:00:00+08:00,000333,19174800
2025-08-06T00:00:00+08:00,000333,22135800
2025-08-07T00:00:00+08:00,000333,20361600
2025-08-08T00:00:00+08:00,000333,20118400
2025-08-11T00:00:00+08:00,000333,17912400
2025-08-12T00:00:00+08:00,000333,24047600
2025-08-13T00:00:00+08:00,000333,25384700
2025-08-14T00:00:00+08:00,000333,45514900
2025-08-15T00:00:00+08:00,000333,27470000
2025-08-18T00:00:00+08:00,000333,54299800
2025-08-19T00:00:00+08:00,000333,53760300
2025-08-20T00:00:00+08:00,000333,40377000
2025-08-21T00:00:00+08:00,000333,33801400
2025-08-22T00:00:00+08:00,000333,39138900
2025-08-25T00:00:00+08:00,000333,70023400
2025-08-26T00:00:00+08:00,000333,46293800
2025-08-27T00:00:00+08:00,000333,48841900
2025-08-28T00:00:00+08:00,000333,43298700
2025-08-29T00:00:00+08:00,000333,56766900
2025-09-01T00:00:00+08:00,000333,77625900
2025-09-02T00:00:00+08:00,000333,80590900
2025-09-03T00:00:00+08:00,000333,50488100
2025-09-04T00:00:00+08:00,000333,44353900
2025-09-05T00:00:00+08:00,000333,46425200
2025-09-08T00:00:00+08:00,000333,55029400
2025-09-09T00:00:00+08:00,000333,38315000
2025-09-10T00:00:00+08:00,000333,27154200
2025-09-11T00:00:00+08:00,000333,45960500
2025-09-12T00:00:00+08:00,000333,59117100
2025-09-15T00:00:00+08:00,000333,48068000
2025-09-16T00:00:00+08:00,000333,45602800
2025-09-17T00:00:00+08:00,000333,57722700
2025-09-18T00:00:00+08:00,000333,60084000
2025-09-19T00:00:00+08:00,000333,38847800
2025-09-22T00:00:00+08:00,000333,47974000
2025-09-23T00:00:00+08:00,000333,42147700
2025-09-24T00:00:00+08:00,000333,30628500
2025-09-25T00:00:00+08:00,000333,47860700
2025-09-26T00:00:00+08:00,000333,47698300
2025-09-29T00:00:00+08:00,000333,46593900
2025-09-30T00:00:00+08:00,000333,50610800
2025-10-09T00:00:00+08:00,000333,61593900
2025-10-10T00:00:00+08:00,000333,43330500
2025-10-13T00:00:00+08:00,000333,48160500
2025-10-14T00:00:00+08:00,000333,51909500
2025-10-15T00:00:00+08:00,000333,37633300
2025-10-16T00:00:00+08:00,000333,34678000
2025-10-17T00:00:00+08:00,000333,27649100
2025-10-20T00:00:00+08:00,000333,29755700
2025-10-21T00:00:00+08:00,000333,28394700
2025-10-22T00:00:00+08:00,000333,39329800
2025-10-23T00:00:00+08:00,000333,34763300
2025-10-24T00:00:00+08:00,000333,24483800
2025-10-27T00:00:00+08:00,000333,34055300
2025-10-28T00:00:00+08:00,000333,23365800
2025-10-29T00:00:00+08:00,000333,27358700
2025-10-30T00:00:00+08:00,000333,49965300
2025-10-31T00:00:00+08:00,000333,50974200
2025-11-03T00:00:00+08:00,000333,28197000
2025-11-04T00:00:00+08:00,000333,30260600
2025-11-05T00:00:00+08:00,000333,26615100
2025-11-06T00:00:00+08:00,000333,35511100
2025-11-07T00:00:00+08:00,000333,26442000
2025-11-10T00:00:00+08:00,000333,39100800
2025-11-11T00:00:00+08:00,000333,22770800
2025-11-12T00:00:00+08:00,000333,73784700
2025-11-13T00:00:00+08:00,000333,33337000
2025-11-14T00:00:00+08:00,000333,27312700
2025-11-17T00:00:00+08:00,000333,26109500
2025-11-18T00:00:00+08:00,000333,23590400
2025-11-19T00:00:00+08:00,000333,21441500
2025-11-20T00:00:00+08:00,000333,26192900
2025-11-21T00:00:00+08:00,000333,43949500
2025-11-24T00:00:00+08:00,000333,36773900
2025-11-25T00:00:00+08:00,000333,29101200
2025-11-26T00:00:00+08:00,000333,32072800
2025-11-27T00:00:00+08:00,000333,31646100
2025-11-28T00:00:00+08:00,000333,18126700
2025-12-01T00:00:00+08:00,000333,30352000
2025-12-02T00:00:00+08:00,000333,37804900
2025-12-03T00:00:00+08:00,000333,36866000
2025-12-04T00:00:00+08:00,000333,28918000
2025-12-05T00:00:00+08:00,000333,24616500
2025-12-08T00:00:00+08:00,000333,27336500
2025-12-09T00:00:00+08:00,000333,35647900
2025-12-10T00:00:00+08:00,000333,24572000
2025-12-11T00:00:00+08:00,000333,27294500
2025-12-12T00:00:00+08:00,000333,32895900
2025-12-15T00:00:00+08:00,000333,36554700
2025-12-16T00:00:00+08:00,000333,21423100
2025-12-17T00:00:00+08:00,000333,23028200
2025-12-18T00:00:00+08:00,000333,21409800
2025-12-19T00:00:00+08:00,000333,27801800
2025-12-22T00:00:00+08:00,000333,24503700
2025-12-23T00:00:00+08:00,000333,25468000
2025-12-24T00:00:00+08:00,000333,21704700
2025-12-25T00:00:00+08:00,000333,22675800
2025-12-26T00:00:00+08:00,000333,21410700
2025-12-29T00:00:00+08:00,000333,25697400
2025-12-30T00:00:00+08:00,000333,21362200
2025-12-31T00:00:00+08:00,000333,28775800
2026-01-05T00:00:00+08:00,000333,44294700
2026-01-06T00:00:00+08:00,000333,45452500
2026-01-07T00:00:00+08:00,000333,40196800
2026-01-08T00:00:00+08:00,000333,31253700
2026-01-09T00:00:00+08:00,000333,34108100
2026-01-12T00:00:00+08:00,000333,52501400
2026-01-13T00:00:00+08:00,000333,94571200
2026-01-14T00:00:00+08:00,000333,53968400
2026-01-15T00:00:00+08:00,000333,36031400
2026-01-16T00:00:00+08:00,000333,37186900
2026-01-19T00:00:00+08:00,000333,33637400
2026-01-20T00:00:00+08:00,000333,45535800
2026-01-21T00:00:00+08:00,000333,36808600
2026-01-22T00:00:00+08:00,000333,34404100
2026-01-23T00:00:00+08:00,000333,37370700
2026-01-26T00:00:00+08:00,000333,47313200
2026-01-27T00:00:00+08:00,000333,32580700
2026-01-28T00:00:00+08:00,000333,62893700
2026-01-29T00:00:00+08:00,000333,62244100
2026-01-30T00:00:00+08:00,000333,53250800
2026-02-02T00:00:00+08:00,000333,34591600
2026-02-03T00:00:00+08:00,000333,34503700
2026-02-04T00:00:00+08:00,000333,38910300
2026-02-05T00:00:00+08:00,000333,42919800
2026-02-06T00:00:00+08:00,000333,31256600
2026-02-09T00:00:00+08:00,000333,33467000
2026-02-10T00:00:00+08:00,000333,30618400
2026-02-11T00:00:00+08:00,000333,19806600
2026-02-12T00:00:00+08:00,000333,18878400
2026-02-13T00:00:00+08:00,000333,25510200
2026-02-24T00:00:00+08:00,000333,25251400
2026-02-25T00:00:00+08:00,000333,28552400
2026-02-26T00:00:00+08:00,000333,25327100
2026-02-27T00:00:00+08:00,000333,20160400
2026-03-02T00:00:00+08:00,000333,27478600
2026-03-03T00:00:00+08:00,000333,28800000
2026-03-04T00:00:00+08:00,000333,28493400
2026-03-05T00:00:00+08:00,000333,19687200
2026-03-06T00:00:00+08:00,000333,20662900
2026-03-09T00:00:00+08:00,000333,25947800
2026-03-10T00:00:00+08:00,000333,20908600
2026-03-11T00:00:00+08:00,000333,25135800
2026-03-12T00:00:00+08:00,000333,19330500
2026-03-13T00:00:00+08:00,000333,18729300
2026-03-16T00:00:00+08:00,000333,20560000
2026-03-17T00:00:00+08:00,000333,21407500
2026-03-18T00:00:00+08:00,000333,20071600
2026-03-19T00:00:00+08:00,000333,23272900
2026-03-20T00:00:00+08:00,000333,21912600
2026-03-23T00:00:00+08:00,000333,46200800
2026-03-24T00:00:00+08:00,000333,26714700
2026-03-25T00:00:00+08:00,000333,18496400
2026-03-26T00:00:00+08:00,000333,17708500
2026-03-27T00:00:00+08:00,000333,31912500
2026-03-30T00:00:00+08:00,000333,45622700
2026-03-31T00:00:00+08:00,000333,69491500
2026-04-01T00:00:00+08:00,000333,27361600
2026-04-02T00:00:00+08:00,000333,32631800
2026-04-03T00:00:00+08:00,000333,17277300
2026-04-07T00:00:00+08:00,000333,16382600
2026-04-08T00:00:00+08:00,000333,28680400
2026-04-09T00:00:00+08:00,000333,23502400
2026-04-10T00:00:00+08:00,000333,25837300
2026-04-13T00:00:00+08:00,000333,18237500
2026-04-14T00:00:00+08:00,000333,19578200
2026-04-15T00:00:00+08:00,000333,31845100
