date,stockCode,融券卖出金额
2025-12-08T00:00:00+08:00,000333,2446119
2025-12-09T00:00:00+08:00,000333,826060
2025-12-10T00:00:00+08:00,000333,2602275
2025-12-11T00:00:00+08:00,000333,531310
2025-12-12T00:00:00+08:00,000333,1491216
2025-12-15T00:00:00+08:00,000333,1061412
2025-12-16T00:00:00+08:00,000333,2142928
2025-12-17T00:00:00+08:00,000333,1689870
2025-12-18T00:00:00+08:00,000333,1077705
2025-12-19T00:00:00+08:00,000333,3726205
2025-12-22T00:00:00+08:00,000333,1804848
2025-12-23T00:00:00+08:00,000333,1234575
2025-12-24T00:00:00+08:00,000333,520080
2025-12-25T00:00:00+08:00,000333,943080
2025-12-26T00:00:00+08:00,000333,646734
2025-12-29T00:00:00+08:00,000333,2219003
2025-12-30T00:00:00+08:00,000333,1166980
2025-12-31T00:00:00+08:00,000333,867465
2026-01-05T00:00:00+08:00,000333,4956840
2026-01-06T00:00:00+08:00,000333,1332396
2026-01-07T00:00:00+08:00,000333,3928815
2026-01-08T00:00:00+08:00,000333,4567934
2026-01-09T00:00:00+08:00,000333,5025510
2026-01-12T00:00:00+08:00,000333,1941914
2026-01-13T00:00:00+08:00,000333,1943100
2026-01-14T00:00:00+08:00,000333,5932835
2026-01-15T00:00:00+08:00,000333,4911192
2026-01-16T00:00:00+08:00,000333,1128726
2026-01-19T00:00:00+08:00,000333,2972846
2026-01-20T00:00:00+08:00,000333,4779500
2026-01-21T00:00:00+08:00,000333,3562324
2026-01-22T00:00:00+08:00,000333,2254959
2026-01-23T00:00:00+08:00,000333,2111450
2026-01-26T00:00:00+08:00,000333,3191430
2026-01-27T00:00:00+08:00,000333,3021170
2026-01-28T00:00:00+08:00,000333,2448550
2026-01-29T00:00:00+08:00,000333,5560632
2026-01-30T00:00:00+08:00,000333,1427656
2026-02-02T00:00:00+08:00,000333,443745
2026-02-03T00:00:00+08:00,000333,1433544
2026-02-04T00:00:00+08:00,000333,2234680
2026-02-05T00:00:00+08:00,000333,1472235
2026-02-06T00:00:00+08:00,000333,1209008
2026-02-09T00:00:00+08:00,000333,625364
2026-02-10T00:00:00+08:00,000333,1988712
2026-02-11T00:00:00+08:00,000333,239070
2026-02-12T00:00:00+08:00,000333,47880
2026-02-13T00:00:00+08:00,000333,1177845
2026-02-24T00:00:00+08:00,000333,1256416
2026-02-25T00:00:00+08:00,000333,2104080
2026-02-26T00:00:00+08:00,000333,1149125
2026-02-27T00:00:00+08:00,000333,31456
2026-03-02T00:00:00+08:00,000333,263330
2026-03-03T00:00:00+08:00,000333,405768
2026-03-04T00:00:00+08:00,000333,1134784
2026-03-05T00:00:00+08:00,000333,2577926
2026-03-06T00:00:00+08:00,000333,474424
2026-03-09T00:00:00+08:00,000333,3544270
2026-03-10T00:00:00+08:00,000333,2137140
2026-03-11T00:00:00+08:00,000333,3211685
2026-03-12T00:00:00+08:00,000333,4280220
2026-03-13T00:00:00+08:00,000333,2851506
2026-03-16T00:00:00+08:00,000333,2912320
2026-03-17T00:00:00+08:00,000333,3661480
2026-03-18T00:00:00+08:00,000333,5740970
2026-03-19T00:00:00+08:00,000333,114000
2026-03-20T00:00:00+08:00,000333,3170064
2026-03-23T00:00:00+08:00,000333,4248123
2026-03-24T00:00:00+08:00,000333,1402947
2026-03-25T00:00:00+08:00,000333,1174360
2026-03-26T00:00:00+08:00,000333,5477384
2026-03-27T00:00:00+08:00,000333,2677124
2026-03-30T00:00:00+08:00,000333,2155790
2026-03-31T00:00:00+08:00,000333,12597750
2026-04-01T00:00:00+08:00,000333,2358988
2026-04-02T00:00:00+08:00,000333,3752445
2026-04-03T00:00:00+08:00,000333,1320855
2026-04-07T00:00:00+08:00,000333,2222704
2026-04-08T00:00:00+08:00,000333,1657368
2026-04-09T00:00:00+08:00,000333,6840888
2026-04-10T00:00:00+08:00,000333,680049
2026-04-13T00:00:00+08:00,000333,3713220
2026-04-14T00:00:00+08:00,000333,1997955
2026-04-15T00:00:00+08:00,000333,5703264
