date,stockCode,流通市值
2025-04-16T00:00:00+08:00,000333,489240123089
2025-04-17T00:00:00+08:00,000333,488895587791
2025-04-18T00:00:00+08:00,000333,488688866612
2025-04-21T00:00:00+08:00,000333,491927498413
2025-04-22T00:00:00+08:00,000333,494201431379
2025-04-23T00:00:00+08:00,000333,495097223154
2025-04-24T00:00:00+08:00,000333,502676999709
2025-04-25T00:00:00+08:00,000333,501298858517
2025-04-28T00:00:00+08:00,000333,504606397378
2025-04-29T00:00:00+08:00,000333,511290382158
2025-04-30T00:00:00+08:00,000333,507293772702
2025-05-06T00:00:00+08:00,000333,510256776264
2025-05-07T00:00:00+08:00,000333,512392895111
2025-05-08T00:00:00+08:00,000333,516802946925
2025-05-09T00:00:00+08:00,000333,522315511692
2025-05-12T00:00:00+08:00,000333,527690262340
2025-05-13T00:00:00+08:00,000333,531342336498
2025-05-14T00:00:00+08:00,000333,531204522379
2025-05-15T00:00:00+08:00,000333,527139005864
2025-05-16T00:00:00+08:00,000333,527828076459
2025-05-19T00:00:00+08:00,000333,534580968299
2025-05-20T00:00:00+08:00,000333,542091837795
2025-05-21T00:00:00+08:00,000333,542987629569
2025-05-22T00:00:00+08:00,000333,546846424906
2025-05-23T00:00:00+08:00,000333,543607793106
2025-05-26T00:00:00+08:00,000333,539335555411
2025-05-27T00:00:00+08:00,000333,540782603662
2025-05-28T00:00:00+08:00,000333,546570796668
2025-05-29T00:00:00+08:00,000333,544227956642
2025-05-30T00:00:00+08:00,000333,544779213119
2025-06-03T00:00:00+08:00,000333,523073489348
2025-06-04T00:00:00+08:00,000333,520661742262
2025-06-05T00:00:00+08:00,000333,518525623415
2025-06-06T00:00:00+08:00,000333,523351075135
2025-06-09T00:00:00+08:00,000333,521277028602
2025-06-10T00:00:00+08:00,000333,518857307647
2025-06-11T00:00:00+08:00,000333,521899242562
2025-06-12T00:00:00+08:00,000333,499153865585
2025-06-13T00:00:00+08:00,000333,494176153906
2025-06-16T00:00:00+08:00,000333,492655186448
2025-06-17T00:00:00+08:00,000333,498185977203
2025-06-18T00:00:00+08:00,000333,498462516740
2025-06-19T00:00:00+08:00,000333,493139130639
2025-06-20T00:00:00+08:00,000333,500398293504
2025-06-23T00:00:00+08:00,000333,495835391132
2025-06-24T00:00:00+08:00,000333,503301958650
2025-06-25T00:00:00+08:00,000333,500052619082
2025-06-26T00:00:00+08:00,000333,504694921226
2025-06-27T00:00:00+08:00,000333,499033500769
2025-06-30T00:00:00+08:00,000333,498481167066
2025-07-01T00:00:00+08:00,000333,497859791650
2025-07-02T00:00:00+08:00,000333,500552418453
2025-07-03T00:00:00+08:00,000333,503245045255
2025-07-04T00:00:00+08:00,000333,507318506316
2025-07-07T00:00:00+08:00,000333,500897627017
2025-07-08T00:00:00+08:00,000333,498619250492
2025-07-09T00:00:00+08:00,000333,495719498550
2025-07-10T00:00:00+08:00,000333,494890997996
2025-07-11T00:00:00+08:00,000333,500414335027
2025-07-14T00:00:00+08:00,000333,504879038196
2025-07-15T00:00:00+08:00,000333,505638774095
2025-07-16T00:00:00+08:00,000333,503428633298
2025-07-17T00:00:00+08:00,000333,501632893901
2025-07-18T00:00:00+08:00,000333,503014231899
2025-07-21T00:00:00+08:00,000333,501591019071
2025-07-22T00:00:00+08:00,000333,506015805456
2025-07-23T00:00:00+08:00,000333,508159061361
2025-07-24T00:00:00+08:00,000333,508228198648
2025-07-25T00:00:00+08:00,000333,503042902104
2025-07-28T00:00:00+08:00,000333,497817871387
2025-07-29T00:00:00+08:00,000333,492973938804
2025-07-30T00:00:00+08:00,000333,498994255014
2025-07-31T00:00:00+08:00,000333,485708039931
2025-08-01T00:00:00+08:00,000333,489859982144
2025-08-04T00:00:00+08:00,000333,490897967698
2025-08-05T00:00:00+08:00,000333,493942725321
2025-08-06T00:00:00+08:00,000333,496157094501
2025-08-07T00:00:00+08:00,000333,494634715690
2025-08-08T00:00:00+08:00,000333,495326706059
2025-08-11T00:00:00+08:00,000333,496572288723
2025-08-12T00:00:00+08:00,000333,497748672350
2025-08-13T00:00:00+08:00,000333,496987482944
2025-08-14T00:00:00+08:00,000333,500516633825
2025-08-15T00:00:00+08:00,000333,500309036715
2025-08-18T00:00:00+08:00,000333,495995665402
2025-08-19T00:00:00+08:00,000333,501795169285
2025-08-20T00:00:00+08:00,000333,498619250492
2025-08-21T00:00:00+08:00,000333,496547999105
2025-08-22T00:00:00+08:00,000333,497721708224
2025-08-25T00:00:00+08:00,000333,507594673167
2025-08-26T00:00:00+08:00,000333,509527841128
2025-08-27T00:00:00+08:00,000333,502002294423
2025-08-28T00:00:00+08:00,000333,507456589742
2025-08-29T00:00:00+08:00,000333,508906465712
2025-09-01T00:00:00+08:00,000333,512280470097
2025-09-02T00:00:00+08:00,000333,527019864954
2025-09-03T00:00:00+08:00,000333,523283116962
2025-09-04T00:00:00+08:00,000333,523075519852
2025-09-05T00:00:00+08:00,000333,527435059176
2025-09-08T00:00:00+08:00,000333,533040181164
2025-09-09T00:00:00+08:00,000333,534078166717
2025-09-10T00:00:00+08:00,000333,532970982127
2025-09-11T00:00:00+08:00,000333,532970982127
2025-09-12T00:00:00+08:00,000333,522937121778
2025-09-15T00:00:00+08:00,000333,520169160302
2025-09-16T00:00:00+08:00,000333,515256028683
2025-09-17T00:00:00+08:00,000333,514494839277
2025-09-18T00:00:00+08:00,000333,510273698027
2025-09-19T00:00:00+08:00,000333,514494839277
2025-09-22T00:00:00+08:00,000333,506952144256
2025-09-23T00:00:00+08:00,000333,508820518252
2025-09-24T00:00:00+08:00,000333,512764863355
2025-09-25T00:00:00+08:00,000333,504045784707
2025-09-26T00:00:00+08:00,000333,513456853724
2025-09-29T00:00:00+08:00,000333,510204498990
2025-09-30T00:00:00+08:00,000333,502800202043
2025-10-09T00:00:00+08:00,000333,502592604932
2025-10-10T00:00:00+08:00,000333,503976585670
2025-10-13T00:00:00+08:00,000333,496918283907
2025-10-14T00:00:00+08:00,000333,502385007821
2025-10-15T00:00:00+08:00,000333,504599377002
2025-10-16T00:00:00+08:00,000333,506398551961
2025-10-17T00:00:00+08:00,000333,503768988559
2025-10-20T00:00:00+08:00,000333,504253381817
2025-10-21T00:00:00+08:00,000333,504530177965
2025-10-22T00:00:00+08:00,000333,511242484543
2025-10-23T00:00:00+08:00,000333,518231587269
2025-10-24T00:00:00+08:00,000333,516294014236
2025-10-27T00:00:00+08:00,000333,518162388232
2025-10-28T00:00:00+08:00,000333,514910033498
2025-10-29T00:00:00+08:00,000333,514840834462
2025-10-30T00:00:00+08:00,000333,521068747782
2025-10-31T00:00:00+08:00,000333,528680641840
2025-11-03T00:00:00+08:00,000333,521691539114
2025-11-04T00:00:00+08:00,000333,520099961265
2025-11-05T00:00:00+08:00,000333,525497486143
2025-11-06T00:00:00+08:00,000333,533040181164
2025-11-07T00:00:00+08:00,000333,527296661102
2025-11-10T00:00:00+08:00,000333,535116152270
2025-11-11T00:00:00+08:00,000333,534424161901
2025-11-12T00:00:00+08:00,000333,551061669797
2025-11-13T00:00:00+08:00,000333,551824240984
2025-11-14T00:00:00+08:00,000333,549259228809
2025-11-17T00:00:00+08:00,000333,543643931884
2025-11-18T00:00:00+08:00,000333,536572817239
2025-11-19T00:00:00+08:00,000333,536572817239
2025-11-20T00:00:00+08:00,000333,540316348522
2025-11-21T00:00:00+08:00,000333,545931645446
2025-11-24T00:00:00+08:00,000333,544614477032
2025-11-25T00:00:00+08:00,000333,545585022179
2025-11-26T00:00:00+08:00,000333,553210734052
2025-11-27T00:00:00+08:00,000333,553210734052
2025-11-28T00:00:00+08:00,000333,553626681973
2025-12-01T00:00:00+08:00,000333,554597227120
2025-12-02T00:00:00+08:00,000333,565411873049
2025-12-03T00:00:00+08:00,000333,569640676906
2025-12-04T00:00:00+08:00,000333,567699586611
2025-12-05T00:00:00+08:00,000333,570056624826
2025-12-08T00:00:00+08:00,000333,567144989384
2025-12-09T00:00:00+08:00,000333,556458258696
2025-12-10T00:00:00+08:00,000333,555556268999
2025-12-11T00:00:00+08:00,000333,550213714645
2025-12-12T00:00:00+08:00,000333,550352482291
2025-12-15T00:00:00+08:00,000333,557915318974
2025-12-16T00:00:00+08:00,000333,554793046949
2025-12-17T00:00:00+08:00,000333,558331621911
2025-12-18T00:00:00+08:00,000333,553891057253
2025-12-19T00:00:00+08:00,000333,551254471987
2025-12-22T00:00:00+08:00,000333,549242341126
2025-12-23T00:00:00+08:00,000333,545227961247
2025-12-24T00:00:00+08:00,000333,539409458208
2025-12-25T00:00:00+08:00,000333,537971945693
2025-12-26T00:00:00+08:00,000333,539888629047
2025-12-29T00:00:00+08:00,000333,536739792108
2025-12-30T00:00:00+08:00,000333,539751723093
2025-12-31T00:00:00+08:00,000333,534960014708
2026-01-05T00:00:00+08:00,000333,538588022485
2026-01-06T00:00:00+08:00,000333,539731934421
2026-01-07T00:00:00+08:00,000333,543360269343
2026-01-08T00:00:00+08:00,000333,541032658261
2026-01-09T00:00:00+08:00,000333,546098635322
2026-01-12T00:00:00+08:00,000333,538225833133
2026-01-13T00:00:00+08:00,000333,521658718961
2026-01-14T00:00:00+08:00,000333,528162338161
2026-01-15T00:00:00+08:00,000333,528641552207
2026-01-16T00:00:00+08:00,000333,529257684553
2026-01-19T00:00:00+08:00,000333,531379918186
2026-01-20T00:00:00+08:00,000333,540827280813
2026-01-21T00:00:00+08:00,000333,532475264578
2026-01-22T00:00:00+08:00,000333,530489949243
2026-01-23T00:00:00+08:00,000333,525629349631
2026-01-26T00:00:00+08:00,000333,522685606203
