date,stockCode,融资净买入金额
2025-04-16T00:00:00+08:00,000333,-4129310
2025-04-17T00:00:00+08:00,000333,-11260279
2025-04-18T00:00:00+08:00,000333,-36189489
2025-04-21T00:00:00+08:00,000333,-24815011
2025-04-22T00:00:00+08:00,000333,-33605160
2025-04-23T00:00:00+08:00,000333,-5706870
2025-04-24T00:00:00+08:00,000333,5881633
2025-04-25T00:00:00+08:00,000333,24828134
2025-04-28T00:00:00+08:00,000333,-2979060
2025-04-29T00:00:00+08:00,000333,-27672034
2025-04-30T00:00:00+08:00,000333,34874046
2025-05-06T00:00:00+08:00,000333,-10989787
2025-05-07T00:00:00+08:00,000333,-36404187
2025-05-08T00:00:00+08:00,000333,-44563112
2025-05-09T00:00:00+08:00,000333,-45619611
2025-05-12T00:00:00+08:00,000333,-30207255
2025-05-13T00:00:00+08:00,000333,-883018
2025-05-14T00:00:00+08:00,000333,-14934239
2025-05-15T00:00:00+08:00,000333,25496601
2025-05-16T00:00:00+08:00,000333,287550
2025-05-19T00:00:00+08:00,000333,-36448354
2025-05-20T00:00:00+08:00,000333,-52907169
2025-05-21T00:00:00+08:00,000333,-3845249
2025-05-22T00:00:00+08:00,000333,-40831373
2025-05-23T00:00:00+08:00,000333,21377291
2025-05-26T00:00:00+08:00,000333,16529549
2025-05-27T00:00:00+08:00,000333,-2045694
2025-05-28T00:00:00+08:00,000333,-9084853
2025-05-29T00:00:00+08:00,000333,20764942
2025-05-30T00:00:00+08:00,000333,-36616248
2025-06-03T00:00:00+08:00,000333,181004354
2025-06-04T00:00:00+08:00,000333,41190184
2025-06-05T00:00:00+08:00,000333,23668593
2025-06-06T00:00:00+08:00,000333,-5607033
2025-06-09T00:00:00+08:00,000333,39359452
2025-06-10T00:00:00+08:00,000333,17342271
2025-06-11T00:00:00+08:00,000333,51906502
2025-06-12T00:00:00+08:00,000333,-49742925
2025-06-13T00:00:00+08:00,000333,-6833927
2025-06-16T00:00:00+08:00,000333,-2520150
2025-06-17T00:00:00+08:00,000333,47438576
2025-06-18T00:00:00+08:00,000333,12100221
2025-06-19T00:00:00+08:00,000333,11175915
2025-06-20T00:00:00+08:00,000333,-52356589
2025-06-23T00:00:00+08:00,000333,31060656
2025-06-24T00:00:00+08:00,000333,-27776396
2025-06-25T00:00:00+08:00,000333,-9687338
2025-06-26T00:00:00+08:00,000333,60618144
2025-06-27T00:00:00+08:00,000333,32454897
2025-06-30T00:00:00+08:00,000333,1549842
2025-07-01T00:00:00+08:00,000333,24559053
2025-07-02T00:00:00+08:00,000333,13950841
2025-07-03T00:00:00+08:00,000333,-24826332
2025-07-04T00:00:00+08:00,000333,-37396763
2025-07-07T00:00:00+08:00,000333,19082432
2025-07-08T00:00:00+08:00,000333,48423852
2025-07-09T00:00:00+08:00,000333,35021009
2025-07-10T00:00:00+08:00,000333,33946212
2025-07-11T00:00:00+08:00,000333,-106933876
2025-07-14T00:00:00+08:00,000333,-44772022
2025-07-15T00:00:00+08:00,000333,5093524
2025-07-16T00:00:00+08:00,000333,11216963
2025-07-17T00:00:00+08:00,000333,81159725
2025-07-18T00:00:00+08:00,000333,8793766
2025-07-21T00:00:00+08:00,000333,115721501
2025-07-22T00:00:00+08:00,000333,26173506
2025-07-23T00:00:00+08:00,000333,-6209235
2025-07-24T00:00:00+08:00,000333,79269464
2025-07-25T00:00:00+08:00,000333,60938918
2025-07-28T00:00:00+08:00,000333,139525028
2025-07-29T00:00:00+08:00,000333,98605545
2025-07-30T00:00:00+08:00,000333,-115014655
2025-07-31T00:00:00+08:00,000333,279082515
2025-08-01T00:00:00+08:00,000333,-32244462
2025-08-04T00:00:00+08:00,000333,-2487964
2025-08-05T00:00:00+08:00,000333,-59858925
2025-08-06T00:00:00+08:00,000333,-47442462
2025-08-07T00:00:00+08:00,000333,-21286670
2025-08-08T00:00:00+08:00,000333,9654843
2025-08-11T00:00:00+08:00,000333,-8478171
2025-08-12T00:00:00+08:00,000333,-19453149
2025-08-13T00:00:00+08:00,000333,5691122
2025-08-14T00:00:00+08:00,000333,-64646915
2025-08-15T00:00:00+08:00,000333,51747448
2025-08-18T00:00:00+08:00,000333,185869269
2025-08-19T00:00:00+08:00,000333,-45060815
2025-08-20T00:00:00+08:00,000333,123111781
2025-08-21T00:00:00+08:00,000333,51852179
2025-08-22T00:00:00+08:00,000333,88649759
2025-08-25T00:00:00+08:00,000333,8276006
2025-08-26T00:00:00+08:00,000333,16544339
2025-08-27T00:00:00+08:00,000333,150565272
2025-08-28T00:00:00+08:00,000333,120228178
2025-08-29T00:00:00+08:00,000333,76839402
2025-09-01T00:00:00+08:00,000333,175159053
2025-09-02T00:00:00+08:00,000333,-247347820
2025-09-03T00:00:00+08:00,000333,-15541244
2025-09-04T00:00:00+08:00,000333,11280126
2025-09-05T00:00:00+08:00,000333,2972254
2025-09-08T00:00:00+08:00,000333,170951401
2025-09-09T00:00:00+08:00,000333,172376526
2025-09-10T00:00:00+08:00,000333,57707370
2025-09-11T00:00:00+08:00,000333,228720635
2025-09-12T00:00:00+08:00,000333,-15535649
2025-09-15T00:00:00+08:00,000333,136108235
2025-09-16T00:00:00+08:00,000333,273157862
2025-09-17T00:00:00+08:00,000333,487251362
2025-09-18T00:00:00+08:00,000333,-190265703
2025-09-19T00:00:00+08:00,000333,98517563
2025-09-22T00:00:00+08:00,000333,344355545
2025-09-23T00:00:00+08:00,000333,24028764
2025-09-24T00:00:00+08:00,000333,-73908561
2025-09-25T00:00:00+08:00,000333,187293982
2025-09-26T00:00:00+08:00,000333,-48151086
2025-09-29T00:00:00+08:00,000333,-46623901
2025-09-30T00:00:00+08:00,000333,179745176
2025-10-09T00:00:00+08:00,000333,128121112
2025-10-10T00:00:00+08:00,000333,57393421
2025-10-13T00:00:00+08:00,000333,60225405
2025-10-14T00:00:00+08:00,000333,-109619441
2025-10-15T00:00:00+08:00,000333,-185248601
2025-10-16T00:00:00+08:00,000333,-33264488
2025-10-17T00:00:00+08:00,000333,-54881207
2025-10-20T00:00:00+08:00,000333,11233648
2025-10-21T00:00:00+08:00,000333,-21676286
2025-10-22T00:00:00+08:00,000333,-71640505
2025-10-23T00:00:00+08:00,000333,-112245777
2025-10-24T00:00:00+08:00,000333,-73878791
2025-10-27T00:00:00+08:00,000333,300374
2025-10-28T00:00:00+08:00,000333,26485900
2025-10-29T00:00:00+08:00,000333,50724421
2025-10-30T00:00:00+08:00,000333,-166956144
2025-10-31T00:00:00+08:00,000333,-87615453
2025-11-03T00:00:00+08:00,000333,7891835
2025-11-04T00:00:00+08:00,000333,12586100
2025-11-05T00:00:00+08:00,000333,-72416483
2025-11-06T00:00:00+08:00,000333,-42865803
2025-11-07T00:00:00+08:00,000333,20272630
2025-11-10T00:00:00+08:00,000333,142897005
2025-11-11T00:00:00+08:00,000333,-15881563
2025-11-12T00:00:00+08:00,000333,188414674
2025-11-13T00:00:00+08:00,000333,-98580960
2025-11-14T00:00:00+08:00,000333,-38531130
2025-11-17T00:00:00+08:00,000333,-34494431
2025-11-18T00:00:00+08:00,000333,-16724993
2025-11-19T00:00:00+08:00,000333,2231414
2025-11-20T00:00:00+08:00,000333,-39444980
2025-11-21T00:00:00+08:00,000333,-52841064
2025-11-24T00:00:00+08:00,000333,-38877335
2025-11-25T00:00:00+08:00,000333,-13234067
2025-11-26T00:00:00+08:00,000333,19110788
2025-11-27T00:00:00+08:00,000333,-14741765
2025-11-28T00:00:00+08:00,000333,-33005548
2025-12-01T00:00:00+08:00,000333,39035679
2025-12-02T00:00:00+08:00,000333,-64719216
2025-12-03T00:00:00+08:00,000333,3336241
2025-12-04T00:00:00+08:00,000333,-59169773
2025-12-05T00:00:00+08:00,000333,4814474
2025-12-08T00:00:00+08:00,000333,7571895
2025-12-09T00:00:00+08:00,000333,18719079
2025-12-10T00:00:00+08:00,000333,-33022884
2025-12-11T00:00:00+08:00,000333,39843119
2025-12-12T00:00:00+08:00,000333,-58128631
2025-12-15T00:00:00+08:00,000333,-84436907
2025-12-16T00:00:00+08:00,000333,3419613
2025-12-17T00:00:00+08:00,000333,-21012672
2025-12-18T00:00:00+08:00,000333,-3641585
2025-12-19T00:00:00+08:00,000333,28873056
2025-12-22T00:00:00+08:00,000333,12904412
2025-12-23T00:00:00+08:00,000333,-35666290
2025-12-24T00:00:00+08:00,000333,54416913
2025-12-25T00:00:00+08:00,000333,43058465
2025-12-26T00:00:00+08:00,000333,-53155086
2025-12-29T00:00:00+08:00,000333,23650765
2025-12-30T00:00:00+08:00,000333,-18302776
2025-12-31T00:00:00+08:00,000333,3512432
2026-01-05T00:00:00+08:00,000333,29191008
2026-01-06T00:00:00+08:00,000333,59630844
2026-01-07T00:00:00+08:00,000333,-20304086
2026-01-08T00:00:00+08:00,000333,-5700229
2026-01-09T00:00:00+08:00,000333,-27439228
2026-01-12T00:00:00+08:00,000333,83106767
2026-01-13T00:00:00+08:00,000333,360964873
2026-01-14T00:00:00+08:00,000333,-129821378
2026-01-15T00:00:00+08:00,000333,-66294144
2026-01-16T00:00:00+08:00,000333,-36686846
2026-01-19T00:00:00+08:00,000333,-63317596
2026-01-20T00:00:00+08:00,000333,-97379859
2026-01-21T00:00:00+08:00,000333,76524135
2026-01-22T00:00:00+08:00,000333,1598574
2026-01-23T00:00:00+08:00,000333,38932007
2026-01-26T00:00:00+08:00,000333,68082491
2026-01-27T00:00:00+08:00,000333,-4685382
2026-01-28T00:00:00+08:00,000333,52053158
2026-01-29T00:00:00+08:00,000333,-161027346
2026-01-30T00:00:00+08:00,000333,-106222816
2026-02-02T00:00:00+08:00,000333,-80646467
2026-02-03T00:00:00+08:00,000333,9656166
2026-02-04T00:00:00+08:00,000333,-225956922
2026-02-05T00:00:00+08:00,000333,-134879850
2026-02-06T00:00:00+08:00,000333,-13771164
2026-02-09T00:00:00+08:00,000333,47623988
2026-02-10T00:00:00+08:00,000333,-108456996
2026-02-11T00:00:00+08:00,000333,-3804073
2026-02-12T00:00:00+08:00,000333,-54926733
2026-02-13T00:00:00+08:00,000333,-18076486
2026-02-24T00:00:00+08:00,000333,-29274262
2026-02-25T00:00:00+08:00,000333,34287051
2026-02-26T00:00:00+08:00,000333,-30828088
2026-02-27T00:00:00+08:00,000333,-29213197
2026-03-02T00:00:00+08:00,000333,70360398
2026-03-03T00:00:00+08:00,000333,-28600724
2026-03-04T00:00:00+08:00,000333,70179486
2026-03-05T00:00:00+08:00,000333,-47538431
2026-03-06T00:00:00+08:00,000333,-8329244
2026-03-09T00:00:00+08:00,000333,2809879
2026-03-10T00:00:00+08:00,000333,-29311548
2026-03-11T00:00:00+08:00,000333,-11209148
2026-03-12T00:00:00+08:00,000333,-29181498
2026-03-13T00:00:00+08:00,000333,-8401497
2026-03-16T00:00:00+08:00,000333,-13358949
2026-03-17T00:00:00+08:00,000333,18236204
2026-03-18T00:00:00+08:00,000333,-54517224
2026-03-19T00:00:00+08:00,000333,-16015217
2026-03-20T00:00:00+08:00,000333,24120009
2026-03-23T00:00:00+08:00,000333,51306423
2026-03-24T00:00:00+08:00,000333,11897370
2026-03-25T00:00:00+08:00,000333,10633963
2026-03-26T00:00:00+08:00,000333,-2840202
2026-03-27T00:00:00+08:00,000333,-20809921
2026-03-30T00:00:00+08:00,000333,136597779
2026-03-31T00:00:00+08:00,000333,-182470532
2026-04-01T00:00:00+08:00,000333,-29935811
2026-04-02T00:00:00+08:00,000333,-1146186
2026-04-03T00:00:00+08:00,000333,-39841226
2026-04-07T00:00:00+08:00,000333,2607471
2026-04-08T00:00:00+08:00,000333,24784483
2026-04-09T00:00:00+08:00,000333,44442846
2026-04-10T00:00:00+08:00,000333,20323099
2026-04-13T00:00:00+08:00,000333,10847470
2026-04-14T00:00:00+08:00,000333,-12693582
2026-04-15T00:00:00+08:00,000333,-47042231
