date,stockCode,陆股通净买入金额
2025-06-30T00:00:00+08:00,000333,-8277725420.4894
2025-09-30T00:00:00+08:00,000333,-2992835952.6617
2025-12-31T00:00:00+08:00,000333,-11775548.4002
2026-03-31T00:00:00+08:00,000333,-954260134.5819
