date,stockCode,陆股通持仓股数
2025-06-30T00:00:00+08:00,000333,1027110698
2025-09-30T00:00:00+08:00,000333,986067130
2025-12-31T00:00:00+08:00,000333,985916970
2026-03-31T00:00:00+08:00,000333,973428834
