date,metric,value
2026-03-31,应收账款,10912713738
2026-03-31,自由现金流量,3383368740
2026-03-31,流动比率,1.4753
2026-03-31,经营活动产生的现金流量净额,94051225
2026-03-31,资本回报率(ROIC),0.1326
2026-03-31,资产合计,70109425392
2026-03-31,有息负债率,0.0439
2026-03-31,流动资产合计,85017999
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.3422
2026-03-31,归属于母公司普通股股东的净利润,1013451152
2026-03-31,长期负债合计,1445976201
2026-03-31,毛利率(GM),0.2859
2026-03-31,所有者权益合计,38173467118
2026-03-31,基本每股收益,0.37
2026-03-31,速动比率,1.1104
2026-03-31,货币资金,181384317004
2026-03-31,资产负债率,0.4555
2026-03-31,营业收入,10143223378
2026-03-31,净利润率,0.1049
2026-03-31,负债合计,31935958273
2026-03-31,流动负债合计,888137924
2026-03-31,总资产收益率(ROA),0.0758
2026-03-31,净资产收益率(ROE),0.1423
