date,应收账款,自由现金流量,流动比率,经营活动产生的现金流量净额,资本回报率(ROIC),资产合计,有息负债率,流动资产合计,经营活动产生的现金流量净额对净利润的比率,归属于母公司普通股股东的净利润,长期负债合计,毛利率(GM),所有者权益合计,基本每股收益,速动比率,货币资金,资产负债率,营业收入,净利润率,负债合计,流动负债合计,总资产收益率(ROA),净资产收益率(ROE)
2026-03-31,10912713738,3383368740,1.4753,94051225,0.1326,70109425392,0.0439,85017999,1.3422,1013451152,1445976201,0.2859,38173467118,0.37,1.1104,181384317004,0.4555,10143223378,0.1049,31935958273,888137924,0.0758,0.1423
