日期,理杏仁前复权(元),前复权(元),后复权(元),股价(元),市值(元),流通市值(元),自由流通市值(元),行业中位数,PS-TTM,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2026-05-18,=5.7900,=5.7900,=5.7900,=5.7900,=1865609864403.06,=1220332330958.0,=127227192132.27,,=2.7753,,,,
2026-05-15,=5.7900,=5.7900,=5.7900,=5.7900,=1865609864403.06,=1220332330958.0,=127227192132.27,,=2.7753,,,,
2026-05-14,=5.7600,=5.7600,=5.7600,=5.7600,=1855943492048.64,=1214009365513.0,=126567983882.88,,=2.7609,,,,
2026-05-13,=5.7200,=5.7200,=5.7200,=5.7200,=1843054995576.08,=1205578744919.0,=125689039550.36,,=2.7417,,,,
2026-05-12,=5.7400,=5.7400,=5.7400,=5.7400,=1849499243812.36,=1209794055216.0,=126128511716.62,,=2.7513,,,,
2026-05-11,=5.6800,=5.6800,=5.6800,=5.6800,=1830166499103.52,=1197148124325.0,=124810095217.84,,=2.7225,,,,
2026-05-08,=5.6800,=5.6800,=5.6800,=5.6800,=1830166499103.52,=1197148124325.0,=124810095217.84,,=2.7225,,,,
2026-05-07,=5.6900,=5.6900,=5.6900,=5.6900,=1833388623221.66,=1199255779474.0,=125029831300.97,,=2.7273,,,,
2026-05-06,=5.7100,=5.7100,=5.7100,=5.7100,=1839832871457.94,=1203471089771.0,=125469303467.23,,=2.7369,,,,
2026-04-30,=5.7500,=5.7500,=5.7500,=5.7500,=1852721367930.5,=1211901710365.0,=126348247799.75,,=2.7561,,,,
2026-04-29,=5.7900,=5.7900,=5.7900,=5.7900,=1865609864403.06,=1220332330958.0,=127227192132.27,,=2.8339,,,,
2026-04-28,=5.8100,=5.8100,=5.8100,=5.8100,=1872054112639.34,=1224547641255.0,=127666664298.53,,=2.8437,,,,
2026-04-27,=5.7600,=5.7600,=5.7600,=5.7600,=1855943492048.64,=1214009365513.0,=126567983882.88,,=2.8193,,,,
2026-04-24,=5.8100,=5.8100,=5.8100,=5.8100,=1872054112639.34,=1224547641255.0,=127666664298.53,,=2.8437,,,,
2026-04-23,=5.8200,=5.8200,=5.8200,=5.8200,=1875276236757.48,=1226655296404.0,=127886400381.66,,=2.8486,,,,
2026-04-22,=5.8400,=5.8400,=5.8400,=5.8400,=1881720484993.76,=1230870606701.0,=128325872547.92,,=2.8584,,,,
2026-04-21,=5.9300,=5.9300,=5.9300,=5.9300,=1910719602057.02,=1249839503037.0,=130303497296.09,,=2.9025,,,,
2026-04-20,=5.9000,=5.9000,=5.9000,=5.9000,=1901053229702.6,=1243516537591.0,=129644289046.7,,=2.8878,,,,
2026-04-17,=5.7700,=5.7700,=5.7700,=5.7700,=1859165616166.78,=1216117020661.0,=126787719966.01,,=2.8241,,,,
2026-04-16,=5.7900,=5.7900,=5.7900,=5.7900,=1865609864403.06,=1220332330958.0,=127227192132.27,,=2.8339,,,,
2026-04-15,=5.7900,=5.7900,=5.7900,=5.7900,=1865609864403.06,=1220332330958.0,=127227192132.27,,=2.8339,,,,
2026-04-14,=5.7300,=5.7300,=5.7300,=5.7300,=1846277119694.22,=1207686400068.0,=125908775633.49,,=2.8046,,,,
2026-04-13,=5.6900,=5.6900,=5.6900,=5.6900,=1833388623221.66,=1199255779474.0,=125029831300.97,,=2.7850,,,,
2026-04-10,=5.6500,=5.6500,=5.6500,=5.6500,=1820500126749.1,=1190825158880.0,=124150886968.45,,=2.7654,,,,
2026-04-09,=5.6900,=5.6900,=5.6900,=5.6900,=1833388623221.66,=1199255779474.0,=125029831300.97,,=2.7850,,,,
2026-04-08,=5.7400,=5.7400,=5.7400,=5.7400,=1849499243812.36,=1209794055216.0,=126128511716.62,,=2.8095,,,,
2026-04-07,=5.8000,=5.8000,=5.8000,=5.8000,=1868831988521.2,=1222439986107.0,=127446928215.4,,=2.8388,,,,
2026-04-03,=5.8200,=5.8200,=5.8200,=5.8200,=1875276236757.48,=1226655296404.0,=127886400381.66,,=2.8486,,,,
2026-04-02,=5.9400,=5.9400,=5.9400,=5.9400,=1913941726175.16,=1251947158185.0,=130523233379.22,,=2.9074,,,,
2026-04-01,=5.8700,=5.8700,=5.8700,=5.8700,=1891386857348.18,=1237193572146.0,=128985080797.31,,=2.8731,,,,
2026-03-31,=5.8700,=5.8700,=5.8700,=5.8700,=1891386857348.18,=1237193572146.0,=128985080797.31,,=2.8731,,,,
2026-03-30,=5.6700,=5.6700,=5.6700,=5.6700,=1826944374985.38,=1195040469177.0,=124590359134.71,,=2.8415,,,,
2026-03-27,=5.5700,=5.5700,=5.5700,=5.5700,=1794723133803.98,=1173963917692.0,=122392998303.41,,=2.7914,,,,
2026-03-26,=5.5800,=5.5800,=5.5800,=5.5800,=1797945257922.12,=1176071572841.0,=122612734386.54,,=2.7964,,,,
2026-03-25,=5.5500,=5.5500,=5.5500,=5.5500,=1788278885567.7,=1169748607395.0,=121953526137.15,,=2.7814,,,,
2026-03-24,=5.4700,=5.4700,=5.4700,=5.4700,=1762501892622.5798,=1152887366208.0,=120195637472.11,,=2.7413,,,,
2026-03-23,=5.3900,=5.3900,=5.3900,=5.3900,=1736724899677.46,=1136026125020.0,=118437748807.07,,=2.7012,,,,
2026-03-20,=5.5100,=5.5100,=5.5100,=5.5100,=1775390389095.14,=1161317986801.0,=121074581804.63,,=2.7613,,,,
2026-03-19,=5.5300,=5.5300,=5.5300,=5.5300,=1781834637331.4202,=1165533297098.0,=121514053970.89,,=2.7714,,,,
2026-03-18,=5.5000,=5.5000,=5.5000,=5.5000,=1772168264977.0,=1159210331653.0,=120854845721.5,,=2.7563,,,,
2026-03-17,=5.5000,=5.5000,=5.5000,=5.5000,=1772168264977.0,=1159210331653.0,=120854845721.5,,=2.7563,,,,
2026-03-16,=5.4000,=5.4000,=5.4000,=5.4000,=1739947023795.6,=1138133780168.0,=118657484890.2,,=2.7062,,,,
2026-03-13,=5.3900,=5.3900,=5.3900,=5.3900,=1736724899677.46,=1136026125020.0,=118437748807.07,,=2.7012,,,,
2026-03-12,=5.3700,=5.3700,=5.3700,=5.3700,=1730280651441.18,=1131810814723.0,=117998276640.81,,=2.6912,,,,
2026-03-11,=5.3600,=5.3600,=5.3600,=5.3600,=1727058527323.04,=1129703159575.0,=117778540557.68,,=2.6862,,,,
2026-03-10,=5.3300,=5.3300,=5.3300,=5.3300,=1717392154968.62,=1123380194129.0,=117119332308.29,,=2.6711,,,,
2026-03-09,=5.3600,=5.3600,=5.3600,=5.3600,=1727058527323.04,=1129703159575.0,=117778540557.68,,=2.6862,,,,
2026-03-06,=5.3900,=5.3900,=5.3900,=5.3900,=1736724899677.46,=1136026125020.0,=118437748807.07,,=2.7012,,,,
2026-03-05,=5.3900,=5.3900,=5.3900,=5.3900,=1736724899677.46,=1136026125020.0,=118437748807.07,,=2.7012,,,,
2026-03-04,=5.3500,=5.3500,=5.3500,=5.3500,=1723836403204.9,=1127595504426.0,=117558804474.55,,=2.6812,,,,
2026-03-03,=5.4200,=5.4200,=5.4200,=5.4200,=1746391272031.88,=1142349090465.0,=119096957056.46,,=2.7162,,,,
2026-03-02,=5.3100,=5.3100,=5.3100,=5.3100,=1710947906732.3398,=1119164883832.0,=116679860142.03,,=2.6611,,,,
2026-02-27,=5.2800,=5.2800,=5.2800,=5.2800,=1701281534377.9202,=1112841918387.0,=116020651892.64,,=2.6461,,,,
2026-02-26,=5.2700,=5.2700,=5.2700,=5.2700,=1698059410259.7798,=1110734263238.0,=115800915809.51,,=2.6411,,,,
2026-02-25,=5.2900,=5.2900,=5.2900,=5.2900,=1704503658496.06,=1114949573535.0,=116240387975.77,,=2.6511,,,,
2026-02-24,=5.2900,=5.2900,=5.2900,=5.2900,=1704503658496.06,=1114949573535.0,=116240387975.77,,=2.6511,,,,
2026-02-13,=5.3100,=5.3100,=5.3100,=5.3100,=1710947906732.3398,=1119164883832.0,=116679860142.03,,=2.6611,,,,
2026-02-12,=5.3400,=5.3400,=5.3400,=5.3400,=1720614279086.76,=1125487849278.0,=117339068391.42,,=2.6761,,,,
2026-02-11,=5.4100,=5.4100,=5.4100,=5.4100,=1743169147913.74,=1140241435317.0,=118877220973.33,,=2.7112,,,,
2026-02-10,=5.4100,=5.4100,=5.4100,=5.4100,=1743169147913.74,=1140241435317.0,=118877220973.33,,=2.7112,,,,
2026-02-09,=5.3800,=5.3800,=5.3800,=5.3800,=1733502775559.32,=1133918469871.0,=118218012723.94,,=2.6962,,,,
2026-02-06,=5.3500,=5.3500,=5.3500,=5.3500,=1723836403204.9,=1127595504426.0,=117558804474.55,,=2.6812,,,,
2026-02-05,=5.4000,=5.4000,=5.4000,=5.4000,=1739947023795.6,=1138133780168.0,=118657484890.2,,=2.7062,,,,
2026-02-04,=5.3500,=5.3500,=5.3500,=5.3500,=1723836403204.9,=1127595504426.0,=117558804474.55,,=2.6812,,,,
2026-02-03,=5.2800,=5.2800,=5.2800,=5.2800,=1701281534377.9202,=1112841918387.0,=116020651892.64,,=2.6461,,,,
2026-02-02,=5.4200,=5.4200,=5.4200,=5.4200,=1746391272031.88,=1142349090465.0,=119096957056.46,,=2.7162,,,,
2026-01-30,=5.3700,=5.3700,=5.3700,=5.3700,=1730280651441.18,=1131810814723.0,=117998276640.81,,=2.6912,,,,
2026-01-29,=5.3700,=5.3700,=5.3700,=5.3700,=1730280651441.18,=1131810814723.0,=117998276640.81,,=2.6912,,,,
2026-01-28,=5.3400,=5.3400,=5.3400,=5.3400,=1720614279086.76,=1125487849278.0,=117339068391.42,,=2.6761,,,,
2026-01-27,=5.3300,=5.3300,=5.3300,=5.3300,=1717392154968.62,=1123380194129.0,=117119332308.29,,=2.6711,,,,
2026-01-26,=5.3100,=5.3100,=5.3100,=5.3100,=1710947906732.3398,=1119164883832.0,=116679860142.03,,=2.6611,,,,
2026-01-23,=5.2700,=5.2700,=5.2700,=5.2700,=1698059410259.7798,=1110734263238.0,=115800915809.51,,=2.6411,,,,
2026-01-22,=5.3000,=5.3000,=5.3000,=5.3000,=1707725782614.2,=1117057228684.0,=116460124058.9,,=2.6561,,,,
2026-01-21,=5.3300,=5.3300,=5.3300,=5.3300,=1717392154968.62,=1123380194129.0,=117119332308.29,,=2.6711,,,,
2026-01-20,=5.4400,=5.4400,=5.4400,=5.4400,=1752835520268.1602,=1146564400762.0,=119536429222.72,,=2.7263,,,,
2026-01-19,=5.3600,=5.3600,=5.3600,=5.3600,=1727058527323.04,=1129703159575.0,=117778540557.68,,=2.6862,,,,
2026-01-16,=5.4000,=5.4000,=5.4000,=5.4000,=1739947023795.6,=1138133780168.0,=118657484890.2,,=2.7062,,,,
2026-01-15,=5.4300,=5.4300,=5.4300,=5.4300,=1749613396150.02,=1144456745614.0,=119316693139.59,,=2.7212,,,,
2026-01-14,=5.4700,=5.4700,=5.4700,=5.4700,=1762501892622.5798,=1152887366208.0,=120195637472.11,,=2.7413,,,,
2026-01-13,=5.5500,=5.5500,=5.5500,=5.5500,=1788278885567.7,=1169748607395.0,=121953526137.15,,=2.7814,,,,
2026-01-12,=5.5300,=5.5300,=5.5300,=5.5300,=1781834637331.4202,=1165533297098.0,=121514053970.89,,=2.7714,,,,
2026-01-09,=5.4900,=5.4900,=5.4900,=5.4900,=1768946140858.86,=1157102676505.0,=120635109638.37,,=2.7513,,,,
2026-01-08,=5.5200,=5.5200,=5.5200,=5.5200,=1778612513213.2798,=1163425641950.0,=121294317887.76,,=2.7663,,,,
2026-01-07,=5.5600,=5.5600,=5.5600,=5.5600,=1791501009685.8398,=1171856262544.0,=122173262220.28,,=2.7864,,,,
2026-01-06,=5.5900,=5.5900,=5.5900,=5.5900,=1801167382040.26,=1178179227989.0,=122832470469.67,,=2.8014,,,,
2026-01-05,=5.6700,=5.6700,=5.6700,=5.6700,=1826944374985.38,=1195040469177.0,=124590359134.71,,=2.8415,,,,
2025-12-31,=5.7300,=5.7300,=5.7300,=5.7300,=1846277119694.22,=1207686400068.0,=125908775633.49,,=2.8716,,,,
2025-12-30,=5.6700,=5.6700,=5.6700,=5.6700,=1826944374985.38,=1195040469177.0,=124590359134.71,,=2.8415,,,,
2025-12-29,=5.6800,=5.6800,=5.6800,=5.6800,=1830166499103.52,=1197148124325.0,=124810095217.84,,=2.8465,,,,
2025-12-26,=5.6100,=5.6100,=5.6100,=5.6100,=1807611630276.54,=1182394538286.0,=123271942635.93,,=2.8115,,,,
2025-12-25,=5.6500,=5.6500,=5.6500,=5.6500,=1820500126749.1,=1190825158880.0,=124150886968.45,,=2.8315,,,,
2025-12-24,=5.6700,=5.6700,=5.6700,=5.6700,=1826944374985.38,=1195040469177.0,=124590359134.71,,=2.8415,,,,
2025-12-23,=5.7000,=5.7000,=5.7000,=5.7000,=1836610747339.8,=1201363434622.0,=125249567384.1,,=2.8566,,,,
2025-12-22,=5.6700,=5.6700,=5.6700,=5.6700,=1826944374985.38,=1195040469177.0,=124590359134.71,,=2.8415,,,,
2025-12-19,=5.6600,=5.6600,=5.6600,=5.6600,=1823722250867.24,=1192932814028.0,=124370623051.58,,=2.8365,,,,
2025-12-18,=5.7000,=5.7000,=5.7000,=5.7000,=1836610747339.8,=1201363434622.0,=125249567384.1,,=2.8566,,,,
2025-12-17,=5.6100,=5.6100,=5.6100,=5.6100,=1807611630276.54,=1182394538286.0,=123271942635.93,,=2.8115,,,,
2025-12-16,=5.5900,=5.5900,=5.5900,=5.5900,=1801167382040.26,=1178179227989.0,=122832470469.67,,=2.8014,,,,
2025-12-15,=5.6100,=5.6100,=5.6100,=5.6100,=1807611630276.54,=1182394538286.0,=123271942635.93,,=2.8115,,,,
2025-12-12,=5.5900,=5.5900,=5.5900,=5.5900,=1801167382040.26,=1178179227989.0,=122832470469.67,,=2.8014,,,,
2025-12-11,=5.7100,=5.7100,=5.7100,=5.7100,=1839832871457.94,=1203471089771.0,=125469303467.23,,=2.8616,,,,
2025-12-10,=5.7500,=5.7500,=5.7500,=5.7500,=1852721367930.5,=1211901710365.0,=126348247799.75,,=2.8816,,,,
2025-12-09,=5.8400,=5.8400,=5.8400,=5.8400,=1881720484993.76,=1230870606701.0,=128325872547.92,,=2.9267,,,,
2025-12-08,=5.8300,=5.8300,=5.8300,=5.8300,=1878498360875.62,=1228762951552.0,=128106136464.79,,=2.9217,,,,
2025-12-05,=5.8100,=5.8100,=5.8100,=5.8100,=1872054112639.34,=1224547641255.0,=127666664298.53,,=2.9117,,,,
2025-12-04,=5.8800,=5.8800,=5.8800,=5.8800,=1894608981466.32,=1239301227294.0,=129204816880.44,,=2.9468,,,,
2025-12-03,=5.9400,=5.9400,=5.9400,=5.9400,=1913941726175.16,=1251947158185.0,=130523233379.22,,=2.9768,,,,
2025-12-02,=6.0600,=6.0600,=6.0600,=6.0600,=1952607215592.84,=1277239019967.0,=133160066376.78,,=3.0370,,,,
2025-12-01,=6.0700,=6.0700,=6.0700,=6.0700,=1955829339710.98,=1279346675115.0,=133379802459.91,,=3.0420,,,,
2025-11-28,=6.0700,=6.0700,=6.0700,=6.0700,=1955829339710.98,=1279346675115.0,=133379802459.91,,=3.0420,,,,
2025-11-27,=6.1700,=6.1700,=6.1700,=6.1700,=1988050580892.38,=1300423226600.0,=135577163291.21,,=3.0921,,,,
2025-11-26,=6.1500,=6.1500,=6.1500,=6.1500,=1981606332656.1,=1296207916303.0,=135137691124.95,,=3.0821,,,,
2025-11-25,=6.2600,=6.2600,=6.2600,=6.2600,=2017049697955.64,=1319392122936.0,=137554788039.38,,=3.1372,,,,
2025-11-24,=6.1700,=6.1700,=6.1700,=6.1700,=1988050580892.38,=1300423226600.0,=135577163291.21,,=3.0921,,,,
2025-11-21,=6.2900,=6.2900,=6.2900,=6.2900,=2026716070310.06,=1325715088381.0,=138213996288.77,,=3.1522,,,,
2025-11-20,=6.2400,=6.2400,=6.2400,=6.2400,=2010605449719.36,=1315176812639.0,=137115315873.12,,=3.1272,,,,
2025-11-19,=6.0000,=6.0000,=6.0000,=6.0000,=1933274470884.0,=1264593089076.0,=131841649878.0,,=3.0069,,,,
2025-11-18,=5.7800,=5.7800,=5.7800,=5.7800,=1862387740284.92,=1218224675810.0,=127007456049.14,,=2.8966,,,,
2025-11-17,=5.7700,=5.7700,=5.7700,=5.7700,=1859165616166.78,=1216117020661.0,=126787719966.01,,=2.8916,,,,
2025-11-14,=5.8200,=5.8200,=5.8200,=5.8200,=1875276236757.48,=1226655296404.0,=127886400381.66,,=2.9167,,,,
2025-11-13,=5.7400,=5.7400,=5.7400,=5.7400,=1849499243812.36,=1209794055216.0,=126128511716.62,,=2.8766,,,,
2025-11-12,=5.7600,=5.7600,=5.7600,=5.7600,=1855943492048.64,=1214009365513.0,=126567983882.88,,=2.8866,,,,
2025-11-11,=5.6800,=5.6800,=5.6800,=5.6800,=1830166499103.52,=1197148124325.0,=124810095217.84,,=2.8465,,,,
2025-11-10,=5.6600,=5.6600,=5.6600,=5.6600,=1823722250867.24,=1192932814028.0,=124370623051.58,,=2.8365,,,,
2025-11-07,=5.6400,=5.6400,=5.6400,=5.6400,=1817278002630.96,=1188717503731.0,=123931150885.32,,=2.8265,,,,
2025-11-06,=5.6600,=5.6600,=5.6600,=5.6600,=1823722250867.24,=1192932814028.0,=124370623051.58,,=2.8365,,,,
2025-11-05,=5.6900,=5.6900,=5.6900,=5.6900,=1833388623221.66,=1199255779474.0,=125029831300.97,,=2.8515,,,,
2025-11-04,=5.7300,=5.7300,=5.7300,=5.7300,=1846277119694.22,=1207686400068.0,=125908775633.49,,=2.8716,,,,
2025-11-03,=5.6800,=5.6800,=5.6800,=5.6800,=1830166499103.52,=1197148124325.0,=124810095217.84,,=2.8465,,,,
2025-10-31,=5.6100,=5.6100,=5.6100,=5.6100,=1807611630276.54,=1182394538286.0,=123271942635.93,,=2.8115,,,,
2025-10-30,=5.6500,=5.6500,=5.6500,=5.6500,=1820500126749.1,=1190825158880.0,=124150886968.45,,=2.8315,,,,
2025-10-29,=5.6000,=5.6000,=5.6000,=5.6000,=1804389506158.4,=1180286883138.0,=123052206552.8,,=2.8064,,,,
2025-10-28,=5.6000,=5.6000,=5.6000,=5.6000,=1804389506158.4,=1180286883138.0,=123052206552.8,,=2.8105,,,,
2025-10-27,=5.5900,=5.5900,=5.5900,=5.5900,=1801167382040.26,=1178179227989.0,=122832470469.67,,=2.8055,,,,
2025-10-24,=5.5300,=5.5300,=5.5300,=5.5300,=1781834637331.4202,=1165533297098.0,=121514053970.89,,=2.7754,,,,
2025-10-23,=5.4900,=5.4900,=5.4900,=5.4900,=1768946140858.86,=1157102676505.0,=120635109638.37,,=2.7553,,,,
2025-10-22,=5.4600,=5.4600,=5.4600,=5.4600,=1759279768504.44,=1150779711059.0,=119975901388.98,,=2.7402,,,,
2025-10-21,=5.3900,=5.3900,=5.3900,=5.3900,=1736724899677.46,=1136026125020.0,=118437748807.07,,=2.7051,,,,
2025-10-20,=5.3600,=5.3600,=5.3600,=5.3600,=1727058527323.04,=1129703159575.0,=117778540557.68,,=2.6901,,,,
2025-10-17,=5.3400,=5.3400,=5.3400,=5.3400,=1720614279086.76,=1125487849278.0,=117339068391.42,,=2.6800,,,,
2025-10-16,=5.3800,=5.3800,=5.3800,=5.3800,=1733502775559.32,=1133918469871.0,=118218012723.94,,=2.7001,,,,
2025-10-15,=5.2800,=5.2800,=5.2800,=5.2800,=1701281534377.9202,=1112841918387.0,=116020651892.64,,=2.6499,,,,
2025-10-14,=5.2800,=5.2800,=5.2800,=5.2800,=1701281534377.9202,=1112841918387.0,=116020651892.64,,=2.6499,,,,
2025-10-13,=5.2000,=5.2000,=5.2000,=5.2000,=1675504541432.8,=1095980677199.0,=114262763227.6,,=2.6098,,,,
2025-10-10,=5.2300,=5.2300,=5.2300,=5.2300,=1685170913787.2202,=1102303642645.0,=114921971476.99,,=2.6248,,,,
2025-10-09,=5.2300,=5.2300,=5.2300,=5.2300,=1685170913787.2202,=1102303642645.0,=114921971476.99,,=2.6248,,,,
2025-09-30,=5.1800,=5.1800,=5.1800,=5.1800,=1669060293196.52,=1091765366902.0,=113823291061.34,,=2.5997,,,,
2025-09-29,=5.2000,=5.2000,=5.2000,=5.2000,=1675504541432.8,=1095980677199.0,=114262763227.6,,=2.6098,,,,
2025-09-26,=5.2400,=5.2400,=5.2400,=5.2400,=1688393037905.36,=1104411297793.0,=115141707560.12,,=2.6298,,,,
2025-09-25,=5.2400,=5.2400,=5.2400,=5.2400,=1688393037905.36,=1104411297793.0,=115141707560.12,,=2.6298,,,,
2025-09-24,=5.2800,=5.2800,=5.2800,=5.2800,=1701281534377.9202,=1112841918387.0,=116020651892.64,,=2.6499,,,,
2025-09-23,=5.3000,=5.3000,=5.3000,=5.3000,=1707725782614.2,=1117057228684.0,=116460124058.9,,=2.6599,,,,
2025-09-22,=5.2100,=5.2100,=5.2100,=5.2100,=1678726665550.94,=1098088332348.0,=114482499310.73,,=2.6148,,,,
2025-09-19,=5.2900,=5.2900,=5.2900,=5.2900,=1704503658496.06,=1114949573535.0,=116240387975.77,,=2.6549,,,,
2025-09-18,=5.3000,=5.3000,=5.3000,=5.3000,=1707725782614.2,=1117057228684.0,=116460124058.9,,=2.6599,,,,
2025-09-17,=5.4000,=5.4000,=5.4000,=5.4000,=1739947023795.6,=1138133780168.0,=118657484890.2,,=2.7101,,,,
2025-09-16,=5.4100,=5.4100,=5.4100,=5.4100,=1743169147913.74,=1140241435317.0,=118877220973.33,,=2.7151,,,,
2025-09-15,=5.4600,=5.4600,=5.4600,=5.4600,=1759279768504.44,=1150779711059.0,=119975901388.98,,=2.7402,,,,
2025-09-12,=5.4800,=5.4800,=5.4800,=5.4800,=1765724016740.7202,=1154995021356.0,=120415373555.24,,=2.7503,,,,
2025-09-11,=5.5000,=5.5000,=5.5000,=5.5000,=1772168264977.0,=1159210331653.0,=120854845721.5,,=2.7603,,,,
2025-09-10,=5.4900,=5.4900,=5.4900,=5.4900,=1768946140858.86,=1157102676505.0,=120635109638.37,,=2.7553,,,,
2025-09-09,=5.4800,=5.4800,=5.4800,=5.4800,=1765724016740.7202,=1154995021356.0,=120415373555.24,,=2.7503,,,,
2025-09-08,=5.4700,=5.4700,=5.4700,=5.4700,=1762501892622.5798,=1152887366208.0,=120195637472.11,,=2.7453,,,,
2025-09-05,=5.5200,=5.5200,=5.5200,=5.5200,=1778612513213.2798,=1163425641950.0,=121294317887.76,,=2.7704,,,,
2025-09-04,=5.6200,=5.6200,=5.6200,=5.6200,=1810833754394.68,=1184502193435.0,=123491678719.06,,=2.8205,,,,
2025-09-03,=5.5500,=5.5500,=5.5500,=5.5500,=1788278885567.7,=1169748607395.0,=121953526137.15,,=2.7854,,,,
2025-09-02,=5.6300,=5.6300,=5.6300,=5.6300,=1814055878512.82,=1186609848583.0,=123711414802.19,,=2.8256,,,,
2025-09-01,=5.5200,=5.5200,=5.5200,=5.5200,=1778612513213.2798,=1163425641950.0,=121294317887.76,,=2.7704,,,,
2025-08-29,=5.5200,=5.5200,=5.5200,=5.5200,=1778612513213.2798,=1163425641950.0,=121294317887.76,,=2.8045,,,,
