date,metric,value
2025-06-30,蜜雪集团 - 资产负债率,0.2166
2025-06-30,蜜雪集团 - 杠杆倍数,1.2765
2025-06-30,"""短期借款""",0
2025-06-30,蜜雪集团 - 净资产收益率(ROE),0.1492
2025-06-30,蜜雪集团 - 总资产收益率(ROA),0.1155
2025-06-30,蜜雪集团 - 流动比率,3.2301
2025-06-30,蜜雪集团 - 经营活动产生的现金流量净额,3275383000
2025-06-30,蜜雪集团 - 净利润,2718214000
2025-06-30,"""蜜雪集团-净现金流总额(单位: 元)""",4111707000
2025-06-30,蜜雪集团 - 基本每股收益,7.2300
2025-06-30,蜜雪集团 - 毛利率(GM),0.3164
2025-06-30,蜜雪集团 - 营业收入,14874809000
2025-06-30,蜜雪集团 - 经营活动产生的现金流量净额对净利润的比率,1.2050
2025-06-30,蜜雪集团 - 毛利,4706373000
2025-06-30,蜜雪集团 - 货币资金占流动负债比率,1.7144
2025-06-30,蜜雪集团 - 归属于母公司普通股股东的ROE,0.1488
2025-06-30,蜜雪集团 - 归属于母公司普通股股东的净利润,2692884000
2025-06-30,蜜雪集团 - 净利润率,0.1827
2025-06-30,蜜雪集团 - 总资产周转率,0.6319
2025-06-30,蜜雪集团 - 非国际公认会计准则净利润,NaN
