date,流动比率,应收账款,资产负债率,长期负债合计,资产合计,自由现金流量,归属于母公司普通股股东的净利润,毛利率(GM),所有者权益合计,流动资产合计,资本回报率(ROIC),速动比率,有息负债率,营业收入,净资产收益率(ROE),货币资金,流动负债合计,总资产收益率(ROA),经营活动产生的现金流量净额,基本每股收益,净利润率,经营活动产生的现金流量净额对净利润的比率,负债合计
2026-03-31,1.1179,17756039770,0.5915,2179194816,381613603248,42422653060,6082159344,0.298,155873653605,369333112,0.1324,0.9912,0.1936,42966121178,0.1914,211845165124.62,12335349636,0.0748,7798541802,1.09,0.1682,1.488,225739949643
