date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,股息率
2021-07-15,297778678461.0,1.6263,0.6336,1.8747,1.2494,0.7513,12.3765,0.6402,13.9308,11.4977,9.1210,2.6369,0.0926,3.7900,3.2063,2.8289,0.0788
2021-07-14,298380251548.8,1.6296,0.6362,1.8747,1.2467,0.7513,12.4015,0.6455,13.9356,11.4977,9.1210,2.6422,0.0944,3.7938,3.2068,2.8295,0.0786
2021-07-13,297177105373.2,1.6230,0.6336,1.8747,1.2448,0.7513,12.3515,0.6345,13.9407,11.4977,9.1210,2.6315,0.0895,3.7965,3.2070,2.8296,0.0790
2021-07-12,294289554551.76,1.6072,0.6252,1.8747,1.2432,0.7513,12.2315,0.6182,13.9547,11.4977,9.1210,2.6060,0.0772,3.7976,3.2074,2.8301,0.0797
2021-07-09,296575532285.4,1.6197,0.6323,1.8747,1.2430,0.7513,12.3265,0.6310,13.9591,11.4977,9.1210,2.6262,0.0873,3.7986,3.2074,2.8310,0.0791
2021-07-08,295973959197.6001,1.6164,0.6296,1.8747,1.2425,0.7513,12.3015,0.6279,13.9654,11.4977,9.1210,2.6209,0.0851,3.7989,3.2097,2.8322,0.0793
2021-07-07,301929532766.82,1.6489,0.6495,1.8747,1.2413,0.7513,12.5490,0.6653,13.9677,11.4977,9.1210,2.6736,0.0992,3.8025,3.2101,2.8330,0.0777
2021-07-06,301448274296.58,1.6463,0.6481,1.8747,1.2406,0.7513,12.5290,0.6614,13.9706,11.4977,9.1210,2.6693,0.0974,3.8034,3.2107,2.8336,0.0778
2021-07-05,300124813503.42,1.6391,0.6420,1.8747,1.2398,0.7513,12.4740,0.6530,13.9736,11.4977,9.1210,2.6576,0.0948,3.8043,3.2126,2.8339,0.0782
2021-07-02,306742117469.2201,1.6752,0.6627,1.8747,1.2381,0.7513,12.7491,0.6949,13.9742,11.4977,9.1210,2.7162,0.1151,3.8045,3.2146,2.8339,0.0765
2021-07-01,311975803333.08,1.7038,0.6839,1.8747,1.2368,0.7513,12.9666,0.7235,13.9797,11.4977,9.1210,2.7626,0.1455,3.8053,3.2147,2.8349,0.0752
2021-06-30,313419578743.8,1.7117,0.6909,1.8747,1.2361,0.7513,13.0266,0.7315,13.9856,11.4977,9.1210,2.7754,0.1561,3.8067,3.2148,2.8358,0.0749
2021-06-29,307824949027.26,1.6811,0.6684,1.8747,1.2345,0.7513,12.7941,0.7019,13.9950,11.4977,9.1210,2.7258,0.1217,3.8072,3.2171,2.8359,0.0762
2021-06-28,316788388035.48,1.7301,0.7090,1.8747,1.2326,0.7513,13.1666,0.7447,13.9967,11.4977,9.1210,2.8052,0.1799,3.8072,3.2186,2.8359,0.0741
2021-06-25,314201623757.94,1.7160,0.6966,1.8747,1.2239,0.7513,13.0591,0.7337,13.9967,11.4977,9.1210,2.7823,0.1592,3.8087,3.2188,2.8373,0.0747
2021-06-24,309509353673.1001,1.6903,0.6755,1.8747,1.2221,0.7513,12.8641,0.7112,14.0142,11.4977,9.1210,2.7407,0.1310,3.8091,3.2193,2.8374,0.0758
2021-06-23,311133601010.16,1.6992,0.6821,1.8747,1.2176,0.7513,12.9316,0.7196,14.0158,11.4977,9.1210,2.7551,0.1393,3.8118,3.2231,2.8381,0.0754
2021-06-22,299703712341.96,1.6368,0.6446,1.8747,1.2153,0.7513,12.4565,0.6508,14.0158,11.4977,9.1210,2.6539,0.0944,3.8136,3.2233,2.8388,0.0783
2021-06-21,307464005174.58,1.6792,0.6693,1.8747,1.2147,0.7513,12.7791,0.6984,14.0158,11.4977,9.1210,2.7226,0.1190,3.8142,3.2254,2.8395,0.0763
2021-06-18,322924433531.04,1.7636,0.7284,1.8747,1.2144,0.7513,13.4216,0.7601,14.0158,11.4977,9.1210,2.8595,0.2130,3.8150,3.2257,2.8406,0.0727
2021-06-17,329060479026.6001,1.7971,0.7443,1.8747,1.2141,0.7513,13.6767,0.7743,14.0158,11.4977,9.1210,2.9139,0.2557,3.8157,3.2260,2.8406,0.0713
2021-06-16,331948029848.04,1.8129,0.7575,1.8747,1.2133,0.7513,13.7967,0.7817,14.0158,11.4977,9.1210,2.9394,0.2795,3.8162,3.2277,2.8406,0.0707
2021-06-15,333091018714.86,1.8191,0.7637,1.8747,1.2131,0.7513,13.8442,0.7866,14.0158,11.4977,9.1210,2.9495,0.2906,3.8179,3.2292,2.8406,0.0705
2021-06-11,328579220556.36,1.7945,0.7439,1.8747,1.2112,0.7513,13.6567,0.7748,14.0158,11.4996,9.1210,2.9096,0.2503,3.8221,3.2312,2.8406,0.0714
2021-06-10,330925355598.78,1.8073,0.7519,1.8747,1.2101,0.7513,13.7542,0.7792,14.0158,11.4996,9.1210,2.9304,0.2688,3.8246,3.2318,2.8406,0.0709
2021-06-09,332248816391.94,1.8145,0.7594,1.8747,1.2086,0.7513,13.8092,0.7836,14.0158,11.4996,9.1210,2.9421,0.2807,3.8264,3.2319,2.8406,0.0706
2021-06-08,332248816391.94,1.8145,0.7598,1.8747,1.2075,0.7513,13.8092,0.7840,14.0158,11.4996,9.1210,2.9421,0.2807,3.8323,3.2329,2.8406,0.0706
2021-06-07,333030861406.08,1.8188,0.7638,1.8747,1.2062,0.7513,13.8417,0.7867,14.0158,11.4996,9.1210,2.9490,0.2874,3.8335,3.2344,2.8406,0.0705
2021-06-04,336760614550.44,1.8392,0.7769,1.8747,1.2054,0.7513,13.9967,0.7985,14.0158,11.4977,9.1210,2.9820,0.3170,3.8335,3.2348,2.8406,0.0697
2021-06-03,336760614550.44,1.8392,0.7773,1.8747,1.2029,0.7513,13.9967,0.7989,14.0158,11.4977,9.1210,2.9820,0.3170,3.8340,3.2349,2.8406,0.0697
2021-06-02,337181715711.9,1.8415,0.7804,1.8747,1.2000,0.7513,14.0142,0.7994,14.0158,11.4977,9.1210,2.9858,0.3197,3.8361,3.2351,2.8406,0.0696
2021-06-01,338685648431.4,1.8497,0.7862,1.8747,1.1984,0.7513,14.0767,0.8051,14.0158,11.4977,9.1210,2.9991,0.3302,3.8365,3.2351,2.8406,0.0693
2021-05-31,338685648431.4,1.8497,0.7866,1.8747,1.1946,0.7513,14.0767,0.8056,13.9950,11.4977,9.1210,2.9991,0.3302,3.8396,3.2375,2.8406,0.0693
2021-05-28,342836502737.2201,1.8723,0.7976,1.8747,1.1942,0.7513,14.2492,0.8179,13.9856,11.4977,9.1210,3.0358,0.3633,3.8401,3.2382,2.8406,0.0685
2021-05-27,349153020159.12,1.9068,0.8294,1.8747,1.1910,0.7513,14.5118,0.8399,13.9797,11.4977,9.1210,3.0918,0.4096,3.8415,3.2382,2.8406,0.0672
2021-05-26,338023918034.82,1.8461,0.7844,1.8746,1.1859,0.7513,14.0492,0.8047,13.9742,11.4977,9.1210,2.9932,0.3245,3.8416,3.2389,2.8406,0.0694
2021-05-25,336219198771.42,1.8362,0.7782,1.8746,1.1856,0.7513,13.9742,0.8003,13.9736,11.4977,9.1210,2.9772,0.3126,3.8417,3.2394,2.8406,0.0698
2021-05-24,341693513870.4,1.8661,0.7954,1.8746,1.1838,0.7513,14.2017,0.8153,13.9706,11.4977,9.1210,3.0257,0.3532,3.8419,3.2400,2.8406,0.0687
2021-05-21,345904525485.0,1.8891,0.8117,1.8746,1.1809,0.7513,14.3768,0.8285,13.9677,11.4977,9.1210,3.0630,0.3823,3.8437,3.2400,2.8406,0.0678
2021-05-20,348912390924.0,1.9055,0.8272,1.8743,1.1805,0.7513,14.5018,0.8373,13.9677,11.4977,9.1210,3.0896,0.4052,3.8438,3.2402,2.8406,0.0673
2021-05-19,345363109705.98,1.8861,0.8113,1.8739,1.1789,0.7513,14.3542,0.8276,13.9677,11.4977,9.1210,3.0582,0.3774,3.8450,3.2411,2.8406,0.0679
2021-05-18,348491289762.54,1.9032,0.8258,1.8735,1.1773,0.7513,14.4843,0.8355,13.9677,11.4977,9.1210,3.0859,0.4004,3.8450,3.2413,2.8406,0.0673
2021-05-17,350656952878.62,1.9151,0.8382,1.8703,1.1743,0.7513,14.5743,0.8444,13.9677,11.4977,9.1210,3.1051,0.4202,3.8457,3.2416,2.8406,0.0669
2021-05-14,347348300895.7201,1.8970,0.8192,1.8698,1.1725,0.7513,14.4368,0.8329,13.9677,11.4977,9.1210,3.0758,0.3898,3.8465,3.2417,2.8406,0.0676
2021-05-13,345182637779.64,1.8852,0.8122,1.8680,1.1677,0.7513,14.3467,0.8276,13.9677,11.4977,9.1210,3.0566,0.3757,3.8467,3.2420,2.8406,0.0680
2021-05-12,355409380272.24,1.9410,0.8510,1.8676,1.1670,0.7513,14.7718,0.8532,13.9677,11.4977,9.1210,3.1472,0.4462,3.8467,3.2426,2.8406,0.0660
2021-05-11,360342279592.2,1.9680,0.8668,1.8670,1.1670,0.7513,14.9768,0.8602,13.9677,11.4977,9.1210,3.1909,0.4700,3.8468,3.2426,2.8406,0.0651
2021-05-10,359981335739.52,1.9660,0.8655,1.8663,1.1661,0.7513,14.9618,0.8589,13.9677,11.4977,9.1210,3.1877,0.4683,3.8496,3.2426,2.8406,0.0652
2021-05-07,358296931093.68,1.9568,0.8602,1.8654,1.1654,0.7513,14.8918,0.8585,13.9677,11.4977,9.1210,3.1727,0.4594,3.8502,3.2430,2.8406,0.0655
2021-05-06,360703223444.88,1.9699,0.8685,1.8654,1.1648,0.7510,14.9918,0.8610,13.9677,11.4955,9.1204,3.1941,0.4715,3.8514,3.2435,2.8395,0.0651
2021-04-30,360402436900.98,1.9683,0.8678,1.8646,1.1628,0.7513,14.9793,0.8612,13.9591,11.4996,9.1210,3.1914,0.4689,3.8580,3.2441,2.8406,0.0651
2021-04-29,357996144549.78,1.9551,0.8603,1.8632,1.1626,0.7513,14.8793,0.8581,13.9547,11.4996,9.1210,3.1701,0.4570,3.8611,3.2445,2.8406,0.0656
2021-04-28,349273334776.68,2.0390,0.9039,1.8630,1.1620,0.7513,21.4569,0.9511,13.9407,11.4996,9.1210,3.2107,0.4799,3.8645,3.2458,2.8406,0.0378
2021-04-27,348792076306.44,2.0361,0.9035,1.8629,1.1613,0.7513,21.4274,0.9506,13.9356,11.4996,9.1210,3.2063,0.4769,3.8664,3.2468,2.8406,0.0378
2021-04-26,351920256363.0,2.0544,0.9114,1.8613,1.1594,0.7513,21.6196,0.9524,13.9308,11.4996,9.1210,3.2351,0.4892,3.8688,3.2471,2.8406,0.0375
2021-04-23,359800863813.18,2.1004,0.9304,1.8608,1.1571,0.7513,22.1037,0.9603,13.9308,11.4996,9.1210,3.3075,0.5478,3.8688,3.2474,2.8406,0.0367
2021-04-22,355589852198.58,2.0758,0.9220,1.8600,1.1554,0.7513,21.8450,0.9581,13.9308,11.4996,9.1210,3.2688,0.5192,3.8698,3.2474,2.8406,0.0371
2021-04-21,358657874946.36,2.0937,0.9299,1.8586,1.1523,0.7513,22.0335,0.9599,13.9308,11.4996,9.1210,3.2970,0.5381,3.8702,3.2474,2.8406,0.0368
2021-04-20,360823538062.44,2.1064,0.9321,1.8578,1.1499,0.7513,22.1665,0.9617,13.9308,11.4996,9.1210,3.3169,0.5527,3.8745,3.2474,2.8406,0.0365
2021-04-19,366237695852.64,2.1380,0.9440,1.8567,1.1486,0.7513,22.4991,0.9705,13.9308,11.4996,9.1210,3.3667,0.5848,3.8787,3.2474,2.8406,0.0360
2021-04-16,366237695852.64,2.1380,0.9445,1.8559,1.1480,0.7513,22.4991,0.9709,13.9308,11.4996,9.1210,3.3667,0.5848,3.8787,3.2474,2.8406,0.0360
2021-04-15,364132190045.34,2.1257,0.9418,1.8546,1.1470,0.7513,22.3698,0.9691,13.9308,11.4996,9.1210,3.3473,0.5716,3.8795,3.2474,2.8406,0.0362
2021-04-14,360462594209.76,2.1043,0.9335,1.8546,1.1458,0.7513,22.1443,0.9630,13.9308,11.4996,9.1210,3.3136,0.5496,3.8798,3.2474,2.8406,0.0366
2021-04-13,355950796051.26,2.0779,0.9251,1.8517,1.1446,0.7513,21.8672,0.9612,13.9308,11.4996,9.1210,3.2721,0.5218,3.8798,3.2474,2.8406,0.0370
2021-04-12,362146998855.6001,2.1141,0.9379,1.8499,1.1437,0.7513,22.2478,0.9669,13.9308,11.4996,9.1210,3.3291,0.5593,3.8807,3.2474,2.8406,0.0364
2021-04-09,370869808628.7,2.1650,0.9555,1.8485,1.1430,0.7513,22.7837,0.9775,13.9308,11.4996,9.1210,3.4092,0.6108,3.8829,3.2474,2.8406,0.0356
2021-04-08,372072954804.3,2.1721,0.9577,1.8485,1.1422,0.7513,22.8576,0.9784,13.9308,11.4996,9.1210,3.4203,0.6179,3.8832,3.2474,2.8406,0.0354
2021-04-07,371050280555.04,2.1661,0.9564,1.8481,1.1417,0.7513,22.7948,0.9784,13.9308,11.4996,9.1210,3.4109,0.6126,3.8840,3.2474,2.8406,0.0355
2021-04-06,368944774747.74,2.1538,0.9524,1.8477,1.1415,0.7513,22.6654,0.9753,13.9308,11.4996,9.1210,3.3916,0.5963,3.8844,3.2474,2.8406,0.0357
2021-04-02,375622236022.32,2.1928,0.9612,1.8475,1.1414,0.7513,23.0756,0.9806,13.9303,11.4977,9.1210,3.4529,0.6367,3.8844,3.2473,2.8406,0.0351
2021-04-01,377366797976.94,2.2030,0.9638,1.8475,1.1380,0.7513,23.1828,0.9832,13.9303,11.4977,9.1210,3.4690,0.6437,3.8917,3.2473,2.8406,0.0349
2021-03-31,377186326050.6001,2.2019,0.9638,1.8461,1.1332,0.7513,23.1717,0.9832,13.9303,11.4977,9.1210,3.4673,0.6420,3.8917,3.2473,2.8406,0.0350
2021-03-30,373576887523.8,2.1808,0.9603,1.8456,1.1296,0.7513,22.9500,0.9806,13.9303,11.4977,9.1210,3.4341,0.6252,3.8925,3.2473,2.8406,0.0353
2021-03-29,375802707948.66,2.1938,0.9630,1.8456,1.1291,0.7513,23.0867,0.9824,13.9303,11.4977,9.1210,3.4546,0.6376,3.8971,3.2473,2.8406,0.0351
2021-03-26,370689336702.36,2.1640,0.9586,1.8426,1.1266,0.7513,22.7726,0.9806,13.9303,11.4977,9.1210,3.4076,0.6093,3.8976,3.2473,2.8406,0.0356
2021-03-25,369245561291.64,2.1555,0.9568,1.8425,1.1237,0.7513,22.6839,0.9797,13.9303,11.4977,9.1210,3.3943,0.6005,3.9015,3.2473,2.8406,0.0357
2021-03-24,369065089365.3,2.1545,0.9559,1.8413,1.1234,0.7513,22.6728,0.9788,13.9303,11.4977,9.1210,3.3927,0.5974,3.9036,3.2473,2.8406,0.0357
2021-03-23,369426033217.98,2.1566,0.9572,1.8410,1.1234,0.7513,22.6950,0.9802,13.9303,11.4977,9.1210,3.3960,0.6005,3.9057,3.2473,2.8406,0.0357
2021-03-22,366598639705.32,2.1401,0.9506,1.8407,1.1225,0.7513,22.5213,0.9771,13.9303,11.4977,9.1210,3.3700,0.5860,3.9078,3.2473,2.8406,0.0360
2021-03-19,360943852680.0,2.1071,0.9405,1.8403,1.1189,0.7513,22.1739,0.9700,13.9303,11.4977,9.1210,3.3180,0.5525,3.9086,3.2473,2.8406,0.0365
2021-03-18,375983179875.0,2.1949,0.9634,1.8399,1.1184,0.7513,23.0978,0.9828,13.9303,11.4977,9.1210,3.4563,0.6354,3.9093,3.2473,2.8406,0.0351
2021-03-17,374178460611.6001,2.1843,0.9625,1.8396,1.1174,0.7513,22.9869,0.9824,13.9303,11.4977,9.1210,3.4397,0.6252,3.9103,3.2473,2.8406,0.0352
2021-03-16,360943852680.0,2.1071,0.9418,1.8382,1.1165,0.7513,22.1739,0.9713,13.9303,11.4977,9.1210,3.3180,0.5525,3.9141,3.2473,2.8406,0.0365
2021-03-15,347588930130.84,2.0291,0.9114,1.8375,1.1154,0.7513,21.3535,0.9634,13.9303,11.4977,9.1210,3.1952,0.4709,3.9141,3.2473,2.8406,0.0379
2021-03-12,351920256363.0,2.0544,0.9242,1.8373,1.1116,0.7513,21.6196,0.9652,13.9303,11.4977,9.1210,3.2351,0.4890,3.9205,3.2474,2.8406,0.0375
2021-03-11,352461672142.02,2.0576,0.9246,1.8369,1.1106,0.7513,21.6528,0.9656,13.9303,11.4977,9.1210,3.2400,0.4912,3.9245,3.2475,2.8406,0.0374
2021-03-10,352642144068.36,2.0586,0.9255,1.8359,1.1106,0.7513,21.6639,0.9665,13.9303,11.4977,9.1210,3.2417,0.4934,3.9273,3.2506,2.8406,0.0374
2021-03-09,348912390924.0,2.0368,0.9180,1.8353,1.1106,0.7513,21.4348,0.9652,13.9303,11.4977,9.1210,3.2074,0.4775,3.9304,3.2513,2.8406,0.0378
2021-03-08,340610682312.36,1.9884,0.8946,1.8353,1.1106,0.7513,20.9248,0.9638,13.9303,11.4977,9.1210,3.1311,0.4374,3.9314,3.2516,2.8406,0.0387
2021-03-05,349694435938.14,2.0414,0.9198,1.8346,1.1106,0.7513,21.4828,0.9656,13.9303,11.4977,9.1210,3.2146,0.4788,3.9315,3.2523,2.8406,0.0377
2021-03-04,354025762170.3,2.0667,0.9295,1.8337,1.1103,0.7513,21.7489,0.9678,13.9303,11.4977,9.1210,3.2544,0.5057,3.9320,3.2523,2.8406,0.0373
2021-03-03,362146998855.6001,2.1141,0.9453,1.8337,1.1045,0.7513,22.2478,0.9744,13.9303,11.4977,9.1210,3.3291,0.5551,3.9343,3.2523,2.8406,0.0364
2021-03-02,364914235059.48,2.1303,0.9502,1.8335,1.1029,0.7513,22.4178,0.9771,13.9303,11.4977,9.1210,3.3545,0.5714,3.9362,3.2523,2.8406,0.0361
2021-03-01,363530616957.54,2.1222,0.9475,1.8329,1.1010,0.7513,22.3328,0.9757,13.9303,11.4977,9.1210,3.3418,0.5622,3.9399,3.2523,2.8406,0.0363
2021-02-26,354928121802.0,2.0720,0.9330,1.8311,1.0972,0.7513,21.8043,0.9700,13.9303,11.4977,9.1210,3.2627,0.5110,3.9400,3.2523,2.8406,0.0372
2021-02-25,360041493048.3,2.1018,0.9427,1.8306,1.0950,0.7513,22.1185,0.9727,13.9303,11.4977,9.1210,3.3097,0.5428,3.9409,3.2523,2.8406,0.0366
2021-02-24,344581064691.84,2.0116,0.9109,1.8296,1.0873,0.7513,21.1687,0.9678,13.9303,11.4977,9.1210,3.1676,0.4555,3.9418,3.2523,2.8406,0.0383
2021-02-23,343197446589.9,2.0035,0.9056,1.8281,1.0873,0.7513,21.0837,0.9678,13.9303,11.4977,9.1210,3.1549,0.4489,3.9420,3.2524,2.8406,0.0384
2021-02-22,351799941745.44,2.0537,0.9277,1.8277,1.0869,0.7513,21.6122,0.9687,13.9303,11.4977,9.1210,3.2339,0.4854,3.9480,3.2524,2.8406,0.0375
2021-02-19,367140055484.34,2.1433,0.9528,1.8273,1.0844,0.7513,22.5546,0.9793,13.9303,11.4977,9.1210,3.3750,0.5802,3.9480,3.2526,2.8406,0.0359
2021-02-18,363771246192.66,2.1236,0.9484,1.8273,1.0819,0.7513,22.3476,0.9766,13.9303,11.4977,9.1210,3.3440,0.5608,3.9501,3.2526,2.8406,0.0363
2021-02-10,363891560810.2201,2.1243,0.9490,1.8263,1.0765,0.7522,22.3550,0.9771,13.9308,11.5065,9.1240,3.3451,0.5596,3.9548,3.2530,2.8416,0.0362
2021-02-09,355108593728.34,2.0730,0.9362,1.8261,1.0753,0.7522,21.8154,0.9727,13.9303,11.5065,9.1240,3.2644,0.5099,3.9553,3.2530,2.8416,0.0371
2021-02-08,353965604861.52,2.0663,0.9335,1.8261,1.0751,0.7513,21.7452,0.9718,13.9303,11.5065,9.1210,3.2539,0.5022,3.9611,3.2530,2.8406,0.0373
2021-02-05,354567177949.32,2.0699,0.9353,1.8253,1.0748,0.7513,21.7822,0.9723,13.9303,11.5040,9.1210,3.2594,0.5059,3.9611,3.2529,2.8406,0.0372
2021-02-04,352461672142.02,2.0576,0.9308,1.8238,1.0744,0.7513,21.6528,0.9718,13.9155,11.5016,9.1210,3.2400,0.4881,3.9611,3.2528,2.8406,0.0374
2021-02-03,353845290243.96,2.0656,0.9339,1.8235,1.0739,0.7513,21.7378,0.9722,13.9104,11.4996,9.1210,3.2528,0.4998,3.9611,3.2529,2.8406,0.0373
2021-02-02,358718032255.14,2.0941,0.9440,1.8228,1.0734,0.7513,22.0372,0.9740,13.9002,11.4977,9.1210,3.2975,0.5304,3.9611,3.2530,2.8406,0.0368
2021-02-01,339467693445.54,1.9817,0.8986,1.8217,1.0727,0.7513,20.8546,0.9722,13.8994,11.4977,9.1210,3.1206,0.4303,3.9629,3.2530,2.8406,0.0388
2021-01-29,338685648431.4,1.9771,0.8973,1.8200,1.0719,0.7513,20.8065,0.9722,13.8864,11.4977,9.1210,3.1134,0.4250,3.9639,3.2530,2.8406,0.0389
2021-01-28,344641222000.62,2.0119,0.9158,1.8186,1.0684,0.7513,21.1724,0.9727,13.8818,11.4977,9.1210,3.1681,0.4546,3.9690,3.2530,2.8406,0.0383
2021-01-27,357394571461.98,2.0864,0.9418,1.8178,1.0684,0.7513,21.9559,0.9740,13.8728,11.4977,9.1210,3.2854,0.5212,3.9697,3.2535,2.8406,0.0369
2021-01-26,354928121802.0,2.0720,0.9365,1.8173,1.0624,0.7513,21.8043,0.9735,13.8634,11.4977,9.1210,3.2627,0.5066,3.9697,3.2535,2.8406,0.0372
2021-01-25,361064167297.56,2.1078,0.9449,1.8162,1.0617,0.7513,22.1813,0.9744,13.8579,11.4977,9.1210,3.3191,0.5423,3.9697,3.2535,2.8406,0.0365
2021-01-22,362327470781.94,2.1152,0.9480,1.8159,1.0612,0.7513,22.2589,0.9771,13.8529,11.4977,9.1210,3.3307,0.5494,3.9697,3.2535,2.8406,0.0364
2021-01-21,369125246674.08,2.1548,0.9577,1.8159,1.0575,0.7513,22.6765,0.9806,13.8509,11.4977,9.1210,3.3932,0.5829,3.9697,3.2535,2.8406,0.0357
2021-01-20,366959583558.0,2.1422,0.9533,1.8157,1.0574,0.7513,22.5435,0.9797,13.8397,11.4977,9.1210,3.3733,0.5723,3.9697,3.2535,2.8406,0.0359
2021-01-19,378509786843.76,2.2096,0.9665,1.8148,1.0549,0.7513,23.2530,0.9854,13.8317,11.4977,9.1210,3.4795,0.6318,3.9697,3.2535,2.8406,0.0348
2021-01-18,383563000781.28,2.2391,0.9696,1.8139,1.0534,0.7513,23.5635,0.9872,13.8206,11.4977,9.1210,3.5259,0.6548,3.9697,3.2535,2.8406,0.0344
2021-01-15,381397337665.2,2.2265,0.9687,1.8132,1.0519,0.7513,23.4304,0.9868,13.8139,11.4977,9.1210,3.5060,0.6459,3.9697,3.2535,2.8406,0.0346
2021-01-14,379712933019.36,2.2167,0.9678,1.8127,1.0508,0.7513,23.3269,0.9868,13.8100,11.4977,9.1210,3.4905,0.6371,3.9774,3.2535,2.8406,0.0347
2021-01-13,390541248599.76,2.2799,0.9775,1.8125,1.0501,0.7513,23.9922,0.9894,13.8051,11.4977,9.1210,3.5901,0.6803,3.9798,3.2535,2.8406,0.0338
2021-01-12,382961427693.48,2.2356,0.9696,1.8125,1.0494,0.7513,23.5265,0.9877,13.7976,11.4977,9.1210,3.5204,0.6512,3.9830,3.2535,2.8406,0.0344
2021-01-11,375682393331.1001,2.1931,0.9660,1.8121,1.0450,0.7513,23.0793,0.9854,13.7961,11.4977,9.1210,3.4535,0.6182,3.9869,3.2535,2.8406,0.0351
2021-01-08,389217787806.6001,2.2721,0.9766,1.8103,1.0441,0.7513,23.9109,0.9890,13.7954,11.4977,9.1210,3.5779,0.6755,3.9931,3.2535,2.8406,0.0339
2021-01-07,389217787806.6001,2.2721,0.9771,1.8102,1.0436,0.7513,23.9109,0.9894,13.7930,11.4977,9.1210,3.5779,0.6755,3.9972,3.2535,2.8406,0.0339
2021-01-06,385427877353.46,2.2500,0.9744,1.8099,1.0396,0.7513,23.6780,0.9894,13.7903,11.4977,9.1210,3.5431,0.6649,3.9994,3.2535,2.8406,0.0342
2021-01-05,392586597098.28,2.2918,0.9784,1.8095,1.0392,0.7513,24.1178,0.9899,13.7903,11.4977,9.1210,3.6089,0.6825,3.9995,3.2535,2.8406,0.0336
2021-01-04,378389472226.2,2.2089,0.9705,1.8095,1.0381,0.7513,23.2456,0.9894,13.7831,11.4977,9.1210,3.4784,0.6305,4.0048,3.2535,2.8406,0.0349
2020-12-31,372614370583.32,2.1752,0.9665,1.8092,1.0358,0.7513,22.8909,0.9872,13.7777,11.4977,9.1210,3.4253,0.6019,4.0048,3.2535,2.8406,0.0354
2020-12-30,368583830895.06,2.1517,0.9630,1.8092,1.0336,0.7513,22.6433,0.9863,13.7711,11.4977,9.1210,3.3882,0.5802,4.0066,3.2535,2.8406,0.0358
2020-12-29,366177538543.86,2.1376,0.9590,1.8088,1.0334,0.7513,22.4954,0.9854,13.7468,11.4977,9.1210,3.3661,0.5679,4.0074,3.2535,2.8406,0.0360
2020-12-28,364553291206.8,2.1282,0.9577,1.8079,1.0333,0.7513,22.3956,0.9850,13.7468,11.4977,9.1210,3.3512,0.5586,4.0110,3.2535,2.8406,0.0362
2020-12-25,356191425286.38,2.0793,0.9475,1.8078,1.0332,0.7513,21.8819,0.9828,13.7446,11.4977,9.1210,3.2743,0.5137,4.0121,3.2535,2.8406,0.0370
2020-12-24,361304796532.68,2.1092,0.9541,1.8069,1.0320,0.7513,22.1961,0.9837,13.7403,11.4977,9.1210,3.3213,0.5432,4.0147,3.2535,2.8406,0.0365
2020-12-23,361846212311.7,2.1124,0.9555,1.8053,1.0292,0.7513,22.2293,0.9846,13.7338,11.4977,9.1210,3.3263,0.5463,4.0149,3.2535,2.8406,0.0364
2020-12-22,361605583076.58,2.1109,0.9555,1.8049,1.0280,0.7513,22.2146,0.9846,13.7335,11.4977,9.1210,3.3241,0.5450,4.0158,3.2535,2.8406,0.0365
2020-12-21,365154864294.6001,2.1317,0.9586,1.8046,1.0279,0.7513,22.4326,0.9854,13.7335,11.4977,9.1210,3.3567,0.5617,4.0161,3.2535,2.8406,0.0361
2020-12-18,369185403982.86,2.1552,0.9638,1.8039,1.0276,0.7513,22.6802,0.9868,13.7318,11.4977,9.1210,3.3938,0.5789,4.0180,3.2535,2.8406,0.0357
2020-12-17,370629179393.58,2.1636,0.9652,1.8039,1.0260,0.7513,22.7689,0.9872,13.7315,11.4977,9.1210,3.4070,0.5869,4.0180,3.2535,2.8406,0.0356
2020-12-16,367140055484.34,2.1433,0.9608,1.8029,1.0255,0.7513,22.5546,0.9872,13.7054,11.4977,9.1210,3.3750,0.5701,4.0245,3.2535,2.8406,0.0359
2020-12-15,366899426249.2201,2.1419,0.9608,1.8024,1.0240,0.7513,22.5398,0.9872,13.6845,11.4977,9.1210,3.3728,0.5683,4.0284,3.2535,2.8406,0.0359
2020-12-14,377547269903.28,2.2040,0.9691,1.8009,1.0226,0.7513,23.1939,0.9885,13.6842,11.4977,9.1210,3.4706,0.6177,4.0291,3.2535,2.8406,0.0349
2020-12-11,383803630016.4,2.2405,0.9727,1.8001,1.0223,0.7513,23.5783,0.9899,13.6706,11.4977,9.1210,3.5281,0.6473,4.0291,3.2535,2.8406,0.0344
2020-12-10,377968371064.74,2.2065,0.9705,1.8001,1.0216,0.7513,23.2198,0.9899,13.6620,11.4977,9.1210,3.4745,0.6204,4.0322,3.2535,2.8406,0.0349
2020-12-09,376644910271.58,2.1987,0.9700,1.7993,1.0203,0.7513,23.1385,0.9894,13.6515,11.4977,9.1210,3.4623,0.6146,4.0346,3.2535,2.8406,0.0350
