date,流动比率,资产负债率,应收账款,流动负债合计,资产合计,归属于母公司普通股股东的净利润,资本回报率(ROIC),基本每股收益,经营活动产生的现金流量净额对净利润的比率,速动比率,有息负债率,长期负债合计,货币资金,总资产收益率(ROA),营业收入,净资产收益率(ROE),流动资产合计,净利润率,毛利率(GM),所有者权益合计,经营活动产生的现金流量净额,负债合计,自由现金流量
2026-03-31,4.2202,0.1817,10306911,5414927049,60288470662,2446551121,0.0198,1.6241,-1.3576,2.3566,0.0036,131000000,76437023054.76,0.0161,8185736912,0.0198,0,0.0613,0.7081,49334442742,1938711724,10954027920,-1932498159
