date,metric,value
2026-03-31,流动比率,4.2202
2026-03-31,资产负债率,0.1817
2026-03-31,应收账款,10306911
2026-03-31,流动负债合计,5414927049
2026-03-31,资产合计,60288470662
2026-03-31,归属于母公司普通股股东的净利润,2446551121
2026-03-31,资本回报率(ROIC),0.0198
2026-03-31,基本每股收益,1.6241
2026-03-31,经营活动产生的现金流量净额对净利润的比率,-1.3576
2026-03-31,速动比率,2.3566
2026-03-31,有息负债率,0.0036
2026-03-31,长期负债合计,131000000
2026-03-31,货币资金,76437023054.76
2026-03-31,总资产收益率(ROA),0.0161
2026-03-31,营业收入,8185736912
2026-03-31,净资产收益率(ROE),0.0198
2026-03-31,流动资产合计,0
2026-03-31,净利润率,0.0613
2026-03-31,毛利率(GM),0.7081
2026-03-31,所有者权益合计,49334442742
2026-03-31,经营活动产生的现金流量净额,1938711724
2026-03-31,负债合计,10954027920
2026-03-31,自由现金流量,-1932498159
