date,资本回报率(ROIC),资产负债率,速动比率,流动资产合计,经营活动产生的现金流量净额,归属于母公司普通股股东的净利润,货币资金,所有者权益合计,营业收入,毛利率(GM),自由现金流量,净利润率,长期负债合计,负债合计,有息负债率,流动比率,应收账款,资产合计,经营活动产生的现金流量净额对净利润的比率,基本每股收益,总资产收益率(ROA),流动负债合计,净资产收益率(ROE)
2026-03-31,0.0194,0.7197,1.002,0,3881181706,1040089057,121783389604.92,110165671702,6948044201,0.392,-9095105075,0.0964,159023846050,282889137031,0.5264,1.0236,50698728959,393054808733,7.7389,0.0364,0.0071,660954675,0.0246
