date,metric,value
2026-03-31,资本回报率(ROIC),0.0194
2026-03-31,资产负债率,0.7197
2026-03-31,速动比率,1.002
2026-03-31,流动资产合计,0
2026-03-31,经营活动产生的现金流量净额,3881181706
2026-03-31,归属于母公司普通股股东的净利润,1040089057
2026-03-31,货币资金,121783389604.92
2026-03-31,所有者权益合计,110165671702
2026-03-31,营业收入,6948044201
2026-03-31,毛利率(GM),0.392
2026-03-31,自由现金流量,-9095105075
2026-03-31,净利润率,0.0964
2026-03-31,长期负债合计,159023846050
2026-03-31,负债合计,282889137031
2026-03-31,有息负债率,0.5264
2026-03-31,流动比率,1.0236
2026-03-31,应收账款,50698728959
2026-03-31,资产合计,393054808733
2026-03-31,经营活动产生的现金流量净额对净利润的比率,7.7389
2026-03-31,基本每股收益,0.0364
2026-03-31,总资产收益率(ROA),0.0071
2026-03-31,流动负债合计,660954675
2026-03-31,净资产收益率(ROE),0.0246
