date,市值(元),PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值
2026-06-08,141521750782.3501,17.7006,0.4092,38.7524,20.7333,11.1081,0.0245,1.6826,0.9377,1.3406,1.0721,0.9237,0.2474,0.6786,0.2742,0.2194,0.1414
2026-06-05,153606676405.8001,19.2121,0.4411,39.0389,20.7718,11.1081,0.0225,1.8263,0.9555,1.3404,1.0713,0.9237,0.2685,0.7733,0.2742,0.2195,0.1414
2026-06-04,159458689100.25,19.9440,0.4619,39.0389,20.7845,11.1081,0.0217,1.8958,0.9649,1.3379,1.0712,0.9237,0.2787,0.8169,0.2742,0.2194,0.1414
2026-06-03,166280266028.1001,20.7972,0.5000,39.0389,20.7972,11.1081,0.0208,1.9769,0.9748,1.3379,1.0711,0.9237,0.2906,0.8738,0.2741,0.2194,0.1414
2026-06-02,164410392149.4,20.5633,0.4913,39.1284,20.8004,11.1081,0.0211,1.9547,0.9728,1.3377,1.0702,0.9237,0.2874,0.8601,0.2741,0.2194,0.1414
2026-06-01,149451401119.8,18.6924,0.4323,39.3433,20.8050,11.1081,0.0232,1.7769,0.9501,1.3370,1.0700,0.9237,0.2612,0.7463,0.2740,0.2194,0.1414
2026-05-29,150628729117.5,18.8396,0.4345,39.4329,20.8290,11.1081,0.0230,1.7908,0.9518,1.3369,1.0699,0.9237,0.2633,0.7564,0.2740,0.2195,0.1414
2026-05-28,150524847235.3501,18.8266,0.4338,39.4329,20.8372,11.1081,0.0230,1.7896,0.9513,1.3368,1.0697,0.9237,0.2631,0.7551,0.2740,0.2194,0.1414
2026-05-27,152775621348.6001,19.1081,0.4373,39.4329,20.8454,11.1081,0.0227,1.8164,0.9550,1.3362,1.0695,0.9237,0.2670,0.7686,0.2740,0.2194,0.1414
2026-05-26,161155426508.7001,20.1562,0.4724,39.4508,20.8575,11.1081,0.0215,1.9160,0.9695,1.3351,1.0695,0.9237,0.2817,0.8329,0.2740,0.2194,0.1414
2026-05-25,155926705107.1501,19.5022,0.4460,39.5460,20.8575,11.1081,0.0222,1.8538,0.9612,1.3350,1.0692,0.9237,0.2725,0.7913,0.2740,0.2194,0.1414
2026-05-22,156792387458.4001,19.6105,0.4472,39.9638,20.8655,11.1081,0.0221,1.8641,0.9625,1.3347,1.0690,0.9237,0.2740,0.8001,0.2740,0.2195,0.1414
2026-05-21,150559474529.4,18.8309,0.4338,39.9638,20.8741,11.1081,0.0230,1.7900,0.9534,1.3341,1.0688,0.9237,0.2632,0.7575,0.2740,0.2194,0.1414
2026-05-20,155684314048.8001,19.4719,0.4439,39.9638,20.8827,11.1081,0.0222,1.8510,0.9616,1.3340,1.0685,0.9237,0.2721,0.7892,0.2740,0.2194,0.1414
2026-05-19,152775621348.6001,19.1081,0.4369,40.3820,20.8853,11.1081,0.0227,1.8164,0.9571,1.3333,1.0672,0.9237,0.2670,0.7706,0.2740,0.2194,0.1414
2026-05-18,157346424163.2001,19.6798,0.4472,40.5518,20.8935,11.1081,0.0220,1.8707,0.9645,1.3329,1.0667,0.9237,0.2750,0.8036,0.2740,0.2194,0.1414
2026-05-15,160566762509.8501,20.0826,0.4650,41.0035,20.9069,11.1081,0.0216,1.9090,0.9687,1.3329,1.0665,0.9237,0.2806,0.8269,0.2739,0.2195,0.1414
2026-05-14,167596103202.0,20.9618,0.5023,41.0035,20.9072,11.1081,0.0207,1.9926,0.9769,1.3326,1.0664,0.9237,0.2929,0.8858,0.2739,0.2194,0.1414
2026-05-13,173344234014.3001,21.6807,0.5272,41.0035,20.9069,11.1081,0.0200,2.0609,0.9790,1.3321,1.0663,0.9237,0.3030,0.9204,0.2738,0.2194,0.1414
2026-05-12,170158522961.7001,21.2823,0.5149,41.0446,20.9069,11.1081,0.0204,2.0230,0.9790,1.3306,1.0662,0.9237,0.2974,0.9039,0.2738,0.2194,0.1414
2026-05-11,167145948379.3501,20.9055,0.4996,41.0446,20.9069,11.1081,0.0207,1.9872,0.9765,1.3302,1.0658,0.9237,0.2921,0.8820,0.2738,0.2194,0.1414
2026-05-08,168842685787.8001,21.1177,0.5091,41.7061,20.9076,11.1081,0.0205,2.0074,0.9786,1.3297,1.0651,0.9237,0.2951,0.8969,0.2738,0.2195,0.1414
2026-05-07,164825919678.0001,20.6153,0.4874,41.7061,20.9076,11.1081,0.0210,1.9596,0.9757,1.3291,1.0648,0.9237,0.2881,0.8660,0.2736,0.2194,0.1414
2026-05-06,162505890976.6501,20.3251,0.4773,41.7061,20.9076,11.1081,0.0213,1.9321,0.9736,1.3284,1.0644,0.9237,0.2840,0.8478,0.2735,0.2194,0.1414
2026-04-30,157415678751.3001,19.6885,0.4471,42.0323,20.9253,11.1081,0.0220,1.8715,0.9683,1.3283,1.0640,0.9237,0.2751,0.8084,0.2735,0.2195,0.1414
2026-04-29,160601389803.9001,20.0869,0.4650,42.0323,20.9290,11.1081,0.0216,1.9094,0.9720,1.3271,1.0640,0.9237,0.2807,0.8310,0.2734,0.2195,0.1414
2026-04-28,153329658053.4001,21.5043,0.5198,42.2331,20.9718,11.1081,0.0226,1.8865,0.9695,1.3271,1.0637,0.9237,0.2815,0.8347,0.2734,0.2195,0.1414
2026-04-27,155095650049.9501,21.7520,0.5268,42.3335,20.9718,11.1081,0.0223,1.9083,0.9716,1.3264,1.0634,0.9237,0.2848,0.8508,0.2733,0.2195,0.1414
2026-04-24,155095650049.9501,21.7520,0.5264,42.5844,20.9978,11.1081,0.0223,1.9083,0.9720,1.3253,1.0634,0.9243,0.2848,0.8513,0.2731,0.2196,0.1415
2026-04-23,154645495227.3,21.6888,0.5233,42.6597,20.9848,11.1081,0.0224,1.9027,0.9716,1.3253,1.0632,0.9237,0.2839,0.8484,0.2731,0.2195,0.1414
2026-04-22,159112416159.7501,22.3153,0.5515,42.6597,20.9718,11.1081,0.0218,1.9577,0.9757,1.3246,1.0631,0.9237,0.2922,0.8829,0.2731,0.2195,0.1414
2026-04-21,160047353099.1001,22.4464,0.5548,42.6848,20.9718,11.1081,0.0216,1.9692,0.9761,1.3239,1.0631,0.9237,0.2939,0.8920,0.2730,0.2195,0.1414
2026-04-20,161570954037.3,22.6601,0.5622,42.7099,20.9718,11.1081,0.0214,1.9879,0.9773,1.3237,1.0631,0.9237,0.2967,0.9015,0.2728,0.2195,0.1414
2026-04-17,161882599683.75,22.7038,0.5638,42.9859,20.9978,11.1081,0.0214,1.9918,0.9782,1.3232,1.0631,0.9243,0.2972,0.9036,0.2728,0.2196,0.1415
2026-04-16,163510082504.1001,22.9321,0.5723,43.0681,20.9848,11.1081,0.0212,2.0118,0.9790,1.3232,1.0629,0.9237,0.3002,0.9131,0.2728,0.2195,0.1414
2026-04-15,162298127212.3501,22.7621,0.5655,43.0681,20.9718,11.1081,0.0213,1.9969,0.9790,1.3231,1.0628,0.9237,0.2980,0.9073,0.2724,0.2195,0.1414
2026-04-14,160462880627.7001,22.5047,0.5573,43.0863,20.9718,11.1081,0.0216,1.9743,0.9786,1.3231,1.0628,0.9237,0.2946,0.8974,0.2724,0.2195,0.1414
2026-04-13,157692697103.7001,22.1162,0.5408,43.0863,20.9718,11.1081,0.0220,1.9402,0.9769,1.3225,1.0628,0.9237,0.2895,0.8735,0.2724,0.2195,0.1414
2026-04-10,155476550284.5,21.8054,0.5276,43.1114,20.9978,11.1081,0.0223,1.9130,0.9757,1.3220,1.0627,0.9243,0.2855,0.8579,0.2723,0.2196,0.1415
2026-04-09,155995959695.25,21.8782,0.5295,43.1756,20.9848,11.1081,0.0222,1.9193,0.9761,1.3220,1.0626,0.9237,0.2864,0.8624,0.2723,0.2195,0.1414
2026-04-08,158038970044.2001,22.1648,0.5408,43.1756,20.9718,11.1081,0.0219,1.9445,0.9782,1.3217,1.0625,0.9237,0.2902,0.8768,0.2723,0.2195,0.1414
2026-04-07,148343327710.2001,20.8050,0.4930,43.2870,20.9718,11.1081,0.0233,1.8252,0.9687,1.3215,1.0624,0.9237,0.2724,0.8013,0.2723,0.2195,0.1414
2026-04-03,147027490536.3001,20.6204,0.4856,43.3121,21.0004,11.1081,0.0236,1.8090,0.9675,1.3202,1.0624,0.9243,0.2700,0.7928,0.2722,0.2196,0.1415
2026-04-02,149797674060.3001,21.0089,0.5002,43.4263,21.0047,11.1081,0.0231,1.8431,0.9720,1.3202,1.0619,0.9237,0.2750,0.8146,0.2723,0.2195,0.1414
2026-04-01,154264594992.75,21.6354,0.5214,43.4263,21.0004,11.1081,0.0224,1.8980,0.9761,1.3202,1.0615,0.9237,0.2832,0.8500,0.2722,0.2195,0.1414
