date,总资产收益率(ROA),资产合计,流动资产合计,经营活动产生的现金流量净额,净资产收益率(ROE),应收账款,自由现金流量,流动比率,长期负债合计,归属于母公司普通股股东的净利润,资产负债率,所有者权益合计,毛利率(GM),货币资金,营业收入,经营活动产生的现金流量净额对净利润的比率,基本每股收益,速动比率,资本回报率(ROIC),流动负债合计,负债合计,净利润率,有息负债率
2026-03-31,0.0364,259915895047,0,5508470361,0.0915,8339989673,-6693815993,1.2252,14789174737,2817563002,0.6247,97545051403,0.0456,148897364415,139124071797,-0.2288,0.82,0.6991,0.0557,4098289930,162370843644,0.015,0.4061
