date,市值(元),PS-TTM,PS-TTM_分位点,PS-TTM_80%分位点值,PS-TTM_50%分位点值,PS-TTM_20%分位点值,PB,PB_分位点,PB_80%分位点值,PB_50%分位点值,PB_20%分位点值,PE-TTM(扣非),PE-TTM(扣非) 分位点,PE-TTM(扣非) 80%分位点值,PE-TTM(扣非) 50%分位点值,PE-TTM(扣非) 20%分位点值,PB(不含商誉),PB(不含商誉) 分位点,PB(不含商誉) 80%分位点值,PB(不含商誉) 50%分位点值,PB(不含商誉) 20%分位点值,PE-TTM,PE-TTM_分位点,PE-TTM_80%分位点值,PE-TTM_50%分位点值,PE-TTM_20%分位点值,股息率
2025-08-20,52441091136.8,3.0935,,,,,1.7592,,,,,22.1808,,,,,1.7874,,,,,18.5636,,,,,0.0183
2025-08-19,52000746096.72,3.0675,,,,,1.7445,,,,,21.9946,,,,,1.7724,,,,,18.4078,,,,,0.0185
2025-08-18,53521938053.36,3.1572,,,,,1.7955,,,,,22.6380,,,,,1.8243,,,,,18.9462,,,,,0.0180
2025-08-15,52961498911.44,3.1242,,,,,1.7767,,,,,22.4010,,,,,1.8052,,,,,18.7478,,,,,0.0181
2025-08-14,49718958161.76,2.9329,,,,,1.6679,,,,,21.0295,,,,,1.6946,,,,,17.6000,,,,,0.0193
2025-08-13,49879083630.88,2.9423,,,,,1.6733,,,,,21.0972,,,,,1.7001,,,,,17.6567,,,,,0.0193
2025-08-12,49198550387.12,2.9022,,,,,1.6505,,,,,20.8094,,,,,1.6769,,,,,17.4158,,,,,0.0195
2025-08-11,49358675856.24,2.9116,,,,,1.6558,,,,,20.8771,,,,,1.6824,,,,,17.4725,,,,,0.0195
2025-08-08,49238581754.4,2.9046,,,,,1.6518,,,,,20.8263,,,,,1.6783,,,,,17.4300,,,,,0.0195
2025-08-07,49398707223.52,2.9140,,,,,1.6572,,,,,20.8940,,,,,1.6837,,,,,17.4867,,,,,0.0194
2025-08-06,49558832692.64,2.9234,,,,,1.6625,,,,,20.9617,,,,,1.6892,,,,,17.5433,,,,,0.0194
2025-08-05,49598864059.92,2.9258,,,,,1.6639,,,,,20.9787,,,,,1.6905,,,,,17.5575,,,,,0.0194
2025-08-04,49238581754.4,2.9046,,,,,1.6518,,,,,20.8263,,,,,1.6783,,,,,17.4300,,,,,0.0195
2025-08-01,49438738590.8,2.9164,,,,,1.6585,,,,,20.9110,,,,,1.6851,,,,,17.5008,,,,,0.0194
2025-07-31,49598864059.92,2.9258,,,,,1.6639,,,,,20.9787,,,,,1.6905,,,,,17.5575,,,,,0.0194
2025-07-30,50799805078.32,2.9966,,,,,1.7042,,,,,21.4866,,,,,1.7315,,,,,17.9826,,,,,0.0189
2025-07-29,50759773711.04,2.9943,,,,,1.7028,,,,,21.4697,,,,,1.7301,,,,,17.9685,,,,,0.0189
2025-07-28,51520369689.36,3.0392,,,,,1.7284,,,,,21.7914,,,,,1.7560,,,,,18.2377,,,,,0.0186
2025-07-25,51360244220.24,3.0297,,,,,1.7230,,,,,21.7237,,,,,1.7506,,,,,18.1810,,,,,0.0187
2025-07-24,52240934300.4,3.0817,,,,,1.7525,,,,,22.0962,,,,,1.7806,,,,,18.4928,,,,,0.0184
2025-07-23,50959930547.44,3.0061,,,,,1.7096,,,,,21.5544,,,,,1.7369,,,,,18.0393,,,,,0.0189
2025-07-22,51520369689.36,3.0392,,,,,1.7284,,,,,21.7914,,,,,1.7560,,,,,18.2377,,,,,0.0186
2025-07-21,51280181485.68,3.0250,,,,,1.7203,,,,,21.6898,,,,,1.7479,,,,,18.1527,,,,,0.0187
2025-07-18,50319428670.96,2.9683,,,,,1.6881,,,,,21.2835,,,,,1.7151,,,,,17.8126,,,,,0.0191
2025-07-17,51080024649.28,3.0132,,,,,1.7136,,,,,21.6052,,,,,1.7410,,,,,18.0818,,,,,0.0188
2025-07-16,49638895427.2,2.9282,,,,,1.6652,,,,,20.9956,,,,,1.6919,,,,,17.5717,,,,,0.0194
2025-07-15,49078456285.28,2.8951,,,,,1.6464,,,,,20.7586,,,,,1.6728,,,,,17.3733,,,,,0.0196
2025-07-14,48958362183.44,2.8880,,,,,1.6424,,,,,20.7078,,,,,1.6687,,,,,17.3308,,,,,0.0196
2025-07-11,48718173979.76,2.8739,,,,,1.6343,,,,,20.6062,,,,,1.6605,,,,,17.2458,,,,,0.0197
2025-07-10,49278613121.68,2.9069,,,,,1.6531,,,,,20.8432,,,,,1.6796,,,,,17.4441,,,,,0.0195
2025-07-09,49118487652.56,2.8975,,,,,1.6478,,,,,20.7755,,,,,1.6742,,,,,17.3875,,,,,0.0196
2025-07-08,50199334569.12,2.9612,,,,,1.6840,,,,,21.2327,,,,,1.7110,,,,,17.7701,,,,,0.0191
2025-07-07,48197766205.12,2.8432,,,,,1.6169,,,,,20.3861,,,,,1.6428,,,,,17.0615,,,,,0.0199
