date,metric,value
2026-03-31,净利润率,0.2015
2026-03-31,资本回报率(ROIC),0.0948
2026-03-31,基本每股收益,0.3193
2026-03-31,负债合计,21529068667
2026-03-31,流动负债合计,274390301
2026-03-31,速动比率,0.8794
2026-03-31,资产负债率,0.3893
2026-03-31,货币资金,97316253857.68
2026-03-31,归属于母公司普通股股东的净利润,1267151599
2026-03-31,营业收入,5281938122
2026-03-31,经营活动产生的现金流量净额对净利润的比率,1.138
2026-03-31,流动资产合计,0
2026-03-31,经营活动产生的现金流量净额,221173113
2026-03-31,自由现金流量,3225413149
2026-03-31,毛利率(GM),0.3546
2026-03-31,所有者权益合计,33767957804
2026-03-31,总资产收益率(ROA),0.0727
2026-03-31,流动比率,1.1772
2026-03-31,长期负债合计,4720803591
2026-03-31,应收账款,3143487769
2026-03-31,有息负债率,0.2082
2026-03-31,净资产收益率(ROE),0.1203
2026-03-31,资产合计,55297026471
